"","Paper_id","Group_RV","main_group","group_metric","Group_finelevel","summary_statement2"
"59",9,"Crop Production","Yields","Grain (Soybean)","mono","9 A strip-block randomized complete block design study with 4 or 3 replications was conducted at 3 sites from 1987-1988 and 1987-1989 in Custar, OH, South Charleston, OH, Ripley, OH investigating the effects of cover crops/planting date in a soybean system (Hammond, 1991).  9 Plots received one of the following cover crop treatments: cereal rye or wheat, winter fallow (control). 9Cover crops were terminated with disked. 9 Plots were 163.84 sq m or 237.16 sq m or 334.89 sq m. Winter wheat and cereal rye cover crops had no effect on soybean yields in 1987 or 1988 at three sites in Ohio."
"60",9,"Pest Regulation","Invertebrates","Seedcorn Maggot (#)","mono","9 A strip-block randomized complete block design study with 4 or 3 replications was conducted at 3 sites from 1987-1988 and 1987-1989 in Custar, OH, South Charleston, OH, Ripley, OH investigating the effects of cover crops/planting date in a soybean system (Hammond, 1991).  9 Plots received one of the following cover crop treatments: cereal rye or wheat, winter fallow (control). 9Cover crops were terminated with disked. 9 Plots were 163.84 sq m or 237.16 sq m or 334.89 sq m. Seedcorn maggot populations increased at three locations throughout the state when green, living cover crops were incorporated into the soil, often resulting in increased maggot injury to young plants. Greater seedcorn maggot populations led to statistically higher percentage of maggot-damaged plants only at the Western Branch in 1987 and the Southwestern Branch in 1988. 9 A strip-block randomized complete block design study with 4 or 3 replications was conducted at 3 sites from 1987-1988 and 1987-1989 in Custar, OH, South Charleston, OH, Ripley, OH investigating the effects of cover crops/planting date in a soybean system (Hammond, 1991).  9 Plots received one of the following cover crop treatments: cereal rye or wheat, winter fallow (control). 9Cover crops were terminated with disked. 9 Plots were 163.84 sq m or 237.16 sq m or 334.89 sq m. In 1988, an increased abundance of seedcorn maggot adults were trapped when winter wheat was grown compared to winter fallow"
"61",9,"Pest Regulation","Invertebrates","Seedcorn Maggot (Damage to Crop)","mono","9 A strip-block randomized complete block design study with 4 or 3 replications was conducted at 3 sites from 1987-1988 and 1987-1989 in Custar, OH, South Charleston, OH, Ripley, OH investigating the effects of cover crops/planting date in a soybean system (Hammond, 1991).  9 Plots received one of the following cover crop treatments: cereal rye or wheat, winter fallow (control). 9Cover crops were terminated with disked. 9 Plots were 163.84 sq m or 237.16 sq m or 334.89 sq m. In 1987, winter cover crops increased seedcorn maggot injury of Y-plants at only one of the three locations included in this study (winter wheat was grown there). In 1988, there were significantly more seedcorn maggot damaged plants at only one of the two sites when winter wheat was grown compared to winter fallow. 9 A strip-block randomized complete block design study with 4 or 3 replications was conducted at 3 sites from 1987-1988 and 1987-1989 in Custar, OH, South Charleston, OH, Ripley, OH investigating the effects of cover crops/planting date in a soybean system (Hammond, 1991).  9 Plots received one of the following cover crop treatments: cereal rye or wheat, winter fallow (control). 9Cover crops were terminated with disked. 9 Plots were 163.84 sq m or 237.16 sq m or 334.89 sq m. In 1988, there were significantly more seedcorn maggot damaged plants at only one of the two sites when winter wheat was grown compared to winter fallow. 9 A strip-block randomized complete block design study with 4 or 3 replications was conducted at 3 sites from 1987-1988 and 1987-1989 in Custar, OH, South Charleston, OH, Ripley, OH investigating the effects of cover crops/planting date in a soybean system (Hammond, 1991).  9 Plots received one of the following cover crop treatments: cereal rye or wheat, winter fallow (control). 9Cover crops were terminated with disked. 9 Plots were 163.84 sq m or 237.16 sq m or 334.89 sq m. In 1987, winter cover crops increased seedcorn maggot injury of Y-plants at only one of the three locations included in this study (winter wheat was grown there)."
"62",10,"Crop Production","Yields","Grain (Maize)","mix_2","10 A randomized complete block design study with 5 replications was conducted at 1 site from 1990-1996 in Ames, IA investigating the effects of cover crops in a soybean system (Johnson et al., 1998).  10 Plots received one of the following cover crop treatments: winter fallow (control), oat @ 3,800,000 seeds/ha, cereal rye @ 3,800,000 seeds/ha, cereal rye + oat @ 3,800,000 seeds/ha. 10Cover crops were overseeded into soybean. 10 Plots were 14.44 sq m. ""The rye and oat-rye mixture treatments significantly reduced corn yield compared with the control and oat plots in both of the years that data are available. Apparently, the rye and oat-rye cover crops stressed the corn plants during early vegetative growth. The oat cover crop plants are winter-killed in Iowa, so there is no direct resource competition with the corn in the spring."""
"63",10,"Crop Production","Yields","Grain (Maize)","mono","10 A randomized complete block design study with 5 replications was conducted at 1 site from 1990-1996 in Ames, IA investigating the effects of cover crops in a soybean system (Johnson et al., 1998).  10 Plots received one of the following cover crop treatments: winter fallow (control), oat @ 3,800,000 seeds/ha, cereal rye @ 3,800,000 seeds/ha, cereal rye + oat @ 3,800,000 seeds/ha. 10Cover crops were overseeded into soybean. 10 Plots were 14.44 sq m. ""The rye and oat-rye mixture treatments significantly reduced corn yield compared with the control and oat plots in both of the years that data are available. Apparently, the rye and oat-rye cover crops stressed the corn plants during early vegetative growth. The oat cover crop plants are winter-killed in Iowa, so there is no direct resource competition with the corn in the spring."""
"64",10,"Crop Production","Yields","Grain (Soybean)","mix_2","10 A randomized complete block design study with 5 replications was conducted at 1 site from 1990-1996 in Ames, IA investigating the effects of cover crops in a soybean system (Johnson et al., 1998).  10 Plots received one of the following cover crop treatments: winter fallow (control), oat @ 3,800,000 seeds/ha, cereal rye @ 3,800,000 seeds/ha, cereal rye + oat @ 3,800,000 seeds/ha. 10Cover crops were overseeded into soybean. 10 Plots were 14.44 sq m. ""The soybean yield averages for 1994 through 1996 were numerically lower, but not statistically different from the control."""
"65",10,"Crop Production","Yields","Grain (Soybean)","mono","10 A randomized complete block design study with 5 replications was conducted at 1 site from 1990-1996 in Ames, IA investigating the effects of cover crops in a soybean system (Johnson et al., 1998).  10 Plots received one of the following cover crop treatments: winter fallow (control), oat @ 3,800,000 seeds/ha, cereal rye @ 3,800,000 seeds/ha, cereal rye + oat @ 3,800,000 seeds/ha. 10Cover crops were overseeded into soybean. 10 Plots were 14.44 sq m. ""The soybean yield averages for 1994 through 1996 were numerically lower, but not statistically different from the control."""
"66",11,"Crop Production","Yields","Grain (Soybean)","mono","11 A strip-block split-plot randomized complete block design study with 3 or 4 replications was conducted at 2 sites from 1994-1995 and 1995-1996 in Ithaca, NE investigating the effects of cover crops and irrigation in a soybean system (Williams et al., 2000).  11 Plots received one of the following cover crop treatments: wheat cv. Arapho @ 78.4 kg/ha, winter triticale cv. Newcastle @ 78.4 kg/ha, barley cv. Perkins @ 78.4 kg/ha, cereal rye cv. VNS @ 78.4 kg/ha, hairy vetch @ 35.8 kg/ha, winter fallow (control), barley @ 78.4 kg/ha, cereal rye @ 78.4 kg/ha, triticale @ 156.4 kg/ha, wheat @ 78.4 kg/ha. 11Cover crops were terminated with herbicide. 11 Plots were 21.16 sq m. In rainfed systems, soybean yields were higher with winter fallow compared to  all the cover crops in the first year of the study. In the second year, soybean yields improved with cover crops such that they were similar to winter fallow with wheat resulting in higher yields. Among the cover crops, wheat consistently resulted in the highest grain yields."
"67",12,"Crop Production","Yields","Grain (Maize)","mono","12 A randomized complete block design study with 4 replications was conducted at 1 site from 1995-1998 in Constantine, MI investigating the effects of cover crops and fertilization rate in a maize system (Rasse et al., 2000).  12 Plots received one of the following cover crop treatments: cereal rye @ 125 kg/ha, winter fallow (control). 12Cover crops were interseeded. 12 Plots were 37.21 sq m. Winter rye had no effect on maize yields from 1995-1997 at two fertility levels (101 N kg/ha and 202 N kg/ha) compared to winter fallow at the same fertility level."
"68",13,"Soil","Physical","Erosion","mono","13 A split-plot randomized complete block design study with 5 replications was conducted at 1 site from 1994-1997 in Ames, IA investigating the effects of cover crops and wheel traffic in a maize/soybean system (Kaspar et al., 2001).  13 Plots received one of the following cover crop treatments: winter fallow (control), oat cv. Ogle @ 380 kg/ha, cereal rye @ 380 kg/ha. 13Cover crops were drop seeded (interseeded into soybean). 13 Plots were 14.5161 sq m. Reductions in interrill erosion rates were observed with rye cover crops two of the three years compared to winter fallow. Oat cover crops reduced interrill erosion as well in one year, but had similar interrill erosion rates as winter fallow in the other two years of the study. 13 A split-plot randomized complete block design study with 5 replications was conducted at 1 site from 1994-1997 in Ames, IA investigating the effects of cover crops and wheel traffic in a maize/soybean system (Kaspar et al., 2001).  13 Plots received one of the following cover crop treatments: winter fallow (control), oat cv. Ogle @ 380 kg/ha, cereal rye @ 380 kg/ha. 13Cover crops were drop seeded (interseeded into soybean). 13 Plots were 14.5161 sq m. Cover crops substantially reduced rill erosion rates in this study. Rye cover crops were the most effective at reducing rill erosion compared to winter fallow. Oat cover crops also reduced rill erosion but to a lesser extent than rye."
"69",13,"Soil","Physical","Soil Bulk Density","mono","13 A split-plot randomized complete block design study with 5 replications was conducted at 1 site from 1994-1997 in Ames, IA investigating the effects of cover crops and wheel traffic in a maize/soybean system (Kaspar et al., 2001).  13 Plots received one of the following cover crop treatments: winter fallow (control), oat cv. Ogle @ 380 kg/ha, cereal rye @ 380 kg/ha. 13Cover crops were drop seeded (interseeded into soybean). 13 Plots were 14.5161 sq m. Over the course of this three year study, oat and rye cover crops had no effect on soil bulk density compared to the control (winter fallow)."
"70",13,"Soil","Physical","Soil Water Content","mono","13 A split-plot randomized complete block design study with 5 replications was conducted at 1 site from 1994-1997 in Ames, IA investigating the effects of cover crops and wheel traffic in a maize/soybean system (Kaspar et al., 2001).  13 Plots received one of the following cover crop treatments: winter fallow (control), oat cv. Ogle @ 380 kg/ha, cereal rye @ 380 kg/ha. 13Cover crops were drop seeded (interseeded into soybean). 13 Plots were 14.5161 sq m. Rye cover crops improved the mean volumetric water content by the third year of this study compared to winter fallow and oat cover crops. For the first two years of the study, there were no differences in mean soil volumetric water content among rye, oat and winter fallow."
"71",13,"Water","Drainage","Drainage","mono","13 A split-plot randomized complete block design study with 5 replications was conducted at 1 site from 1994-1997 in Ames, IA investigating the effects of cover crops and wheel traffic in a maize/soybean system (Kaspar et al., 2001).  13 Plots received one of the following cover crop treatments: winter fallow (control), oat cv. Ogle @ 380 kg/ha, cereal rye @ 380 kg/ha. 13Cover crops were drop seeded (interseeded into soybean). 13 Plots were 14.5161 sq m. ""In 1998, the rye cover crop incrased the infiltration rate by 16% and reduced runoff by 10% compared with the control. The infiltration rate of the oat cover crop treatment, although not significantly different, was intermediate to that of the control and rye treatment."" 13 A split-plot randomized complete block design study with 5 replications was conducted at 1 site from 1994-1997 in Ames, IA investigating the effects of cover crops and wheel traffic in a maize/soybean system (Kaspar et al., 2001).  13 Plots received one of the following cover crop treatments: winter fallow (control), oat cv. Ogle @ 380 kg/ha, cereal rye @ 380 kg/ha. 13Cover crops were drop seeded (interseeded into soybean). 13 Plots were 14.5161 sq m. Rates of water runoff rates improved with rye cover crop in only one year compared to winter fallow. Oat cover crops did not alter water runoff rates compared to winter fallow or rye cover crops."
"72",14,"Crop Production","Yields","Grain (Maize)","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. Maize and soybean yields were unaffected by winter cover crops compared to winter fallow."
"73",14,"Crop Production","Yields","Grain (Soybean)","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. Maize and soybean yields were unaffected by winter cover crops compared to winter fallow."
"74",14,"Soil","Chemical","Nitrate (Maize)","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. While soil nitrate levels varied with crop year and sampling event (preceeding the planting and following harvest of maize or soybean) rye cover crops reduced nitrate levels in only one sampling event (preceeding soybean in first year of the study) over the course of three years."
"75",14,"Soil","Chemical","Nitrate (Preplant)","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. While soil nitrate levels varied with crop year and sampling event (preceeding the planting and following harvest of maize or soybean) rye cover crops reduced nitrate levels in only one sampling event (preceeding soybean in first year of the study) over the course of three years."
"76",14,"Soil","Chemical","Nitrate (Soybean)","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. While soil nitrate levels varied with crop year and sampling event (preceeding the planting and following harvest of maize or soybean) rye cover crops reduced nitrate levels in only one sampling event (preceeding soybean in first year of the study) over the course of three years."
"77",14,"Water","Drainage","Drainage","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. ""Averaged across three years, the cropping system with rye cover crop reduced sub-surface drainage discharge by 11% and nitrate loss in subsurface drainage discharge by 13% compared with the cropping system with no cover crop in this study."""
"78",14,"Water","Runoff","Nitrate","mono","14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. ""Averaged across three years, the cropping system with rye cover crop reduced sub-surface drainage discharge by 11% and nitrate loss in subsurface drainage discharge by 13% compared with the cropping system with no cover crop in this study."" 14 A randomized complete block design study with 4 replications was conducted at 1 site from 1998-2001 in Lamberton, MN investigating the effects of cropping system and drainage tiles in a maize/soybean system (Strock et al., 2004).  14 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 180 kg/ha. 14 Cover crops were no-till drilled between September-October. 14 Plots were 187.69 sq m. Rye cover crops had relatively little effect on the amount of total nitrate lost from soybean and maize systems during this three year study. Reductions in total nitrate were observed in the first year in maize and in the second year in soybean (p = 0.1)."
"79",15,"Soil","Chemical","Nitrate (Maize)","mix_2","15 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2007 in Boone County, IA investigating the effects of cropping system + fertilizer in a soybean/maize system (Cambardella et al., 2010).  15 Plots received one of the following cover crop treatments: cereal rye cv. Maton + oat cv. Jerry @ 26,000,000 and 1,100,000 seeds/ha, winter fallow (control). 15 Cover crops were drop seeded between August-September. 15 Plots were 14.44 sq m. Total soil nitrate (nitrate + ammonium) in the 0-120 cm depth decreased in both the row and interrow positions when rye/oat cover crops were grown compared to winter fallow."
"80",15,"Soil","Chemical","Total Nitrogen","mix_2","15 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2007 in Boone County, IA investigating the effects of cropping system + fertilizer in a soybean/maize system (Cambardella et al., 2010).  15 Plots received one of the following cover crop treatments: cereal rye cv. Maton + oat cv. Jerry @ 26,000,000 and 1,100,000 seeds/ha, winter fallow (control). 15 Cover crops were drop seeded between August-September. 15 Plots were 14.44 sq m. Total soil nitrate (nitrate + ammonium) in the 0-120 cm depth decreased in both the row and interrow positions when rye/oat cover crops were grown compared to winter fallow."
"81",16,"Pest Regulation","Invertebrates","Corn Rootworm (#)","mono","16 A completely randomized design study with 6 to 8 replications was conducted at 1 site from 2007-2009 in Brookings, SD investigating the effects of cover crops in a maize system (Lundgren & Fergen, 2010).  16 Plots received one of the following cover crop treatments: slender wheatgrass cv. Gould ex Shinners @ 34 kg/ha, winter fallow (control). 16 Cover crops were broadcasted in September. 16 Plots were 324 sq m. First and second instar Western corn rootworms were unaffected by slender wheatgrass as a winter cover crop. Third instar Wester corn rootworms, however, decreased in abundance withe slender wheatgrass compared to winter fallow."
"82",16,"Pest Regulation","Invertebrates","Corn Rootworm (Damage to Crop)","mono","16 A completely randomized design study with 6 to 8 replications was conducted at 1 site from 2007-2009 in Brookings, SD investigating the effects of cover crops in a maize system (Lundgren & Fergen, 2010).  16 Plots received one of the following cover crop treatments: slender wheatgrass cv. Gould ex Shinners @ 34 kg/ha, winter fallow (control). 16 Cover crops were broadcasted in September. 16 Plots were 324 sq m. Maize root damage cause by Western corn rootworm decreased when slender wheatgrass was grown."
"83",16,"Pest Regulation","Invertebrates","Predator community inhabiting soils (#)","mono","16 A completely randomized design study with 6 to 8 replications was conducted at 1 site from 2007-2009 in Brookings, SD investigating the effects of cover crops in a maize system (Lundgren & Fergen, 2010).  16 Plots received one of the following cover crop treatments: slender wheatgrass cv. Gould ex Shinners @ 34 kg/ha, winter fallow (control). 16 Cover crops were broadcasted in September. 16 Plots were 324 sq m. Slender wheatgrass had relatively little effect on number of predator species found compared to winter fallow."
"84",16,"Pest Regulation","Invertebrates","Predator community inhabiting soils (Diversity)","mono","16 A completely randomized design study with 6 to 8 replications was conducted at 1 site from 2007-2009 in Brookings, SD investigating the effects of cover crops in a maize system (Lundgren & Fergen, 2010).  16 Plots received one of the following cover crop treatments: slender wheatgrass cv. Gould ex Shinners @ 34 kg/ha, winter fallow (control). 16 Cover crops were broadcasted in September. 16 Plots were 324 sq m. The diversity of invertebrate predator species was similar among plots with slender wheatgrass winter cover crops and winter fallow."
"85",17,"Crop Production","Yields","Grain (Maize)","mono","17 A randomized complete block design study with 4 replications was conducted at 1 site from 2006-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2010).  17 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 17 Cover crops were no-till drilled in October. 17 Plots were 231.04 sq m. Maize and soybean in the plots with rye as a winter cover did not show grain yield disadvantage compared with plots without winter cover crops."
"86",17,"Crop Production","Yields","Grain (Soybean)","mono","17 A randomized complete block design study with 4 replications was conducted at 1 site from 2006-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2010).  17 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 17 Cover crops were no-till drilled in October. 17 Plots were 231.04 sq m. Maize and soybean in the plots with rye as a winter cover did not show grain yield disadvantage compared with plots without winter cover crops."
"87",17,"Water","Drainage","Drainage","mono","17 A randomized complete block design study with 4 replications was conducted at 1 site from 2006-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2010).  17 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 17 Cover crops were no-till drilled in October. 17 Plots were 231.04 sq m. Rye cover crops had little effect on the average annual soil water storage compared to winter fallow except for in the first year of the study in maize where annual soil water storage increased with rye cover crop. 17 A randomized complete block design study with 4 replications was conducted at 1 site from 2006-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2010).  17 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 17 Cover crops were no-till drilled in October. 17 Plots were 231.04 sq m. Rye cover crops did not reduce the average annual subsurface drainage compared to winter fallow."
"88",18,"Crop Production","Crop Nitrogen Uptake","Grain (Soybean)","mono","18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. Cash crops had similar amounts of total nitrogen uptake when rye cover crops were included in the rotation compared to winter fallow."
"89",18,"Crop Production","Crop Nitrogen Uptake","Stalk/Stover (Maize)","mono","18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. Cash crops had similar amounts of total nitrogen uptake when rye cover crops were included in the rotation compared to winter fallow."
"90",18,"Crop Production","Yields","Grain (Maize)","mono","18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. Averaged over four years, winter rye cover crops had no effect on maize and soybean yields compared to winter fallow."
"91",18,"Crop Production","Yields","Grain (Soybean)","mono","18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. Averaged over four years, winter rye cover crops had no effect on maize and soybean yields compared to winter fallow."
"92",18,"Soil","Chemical","Nitrate (Preplant)","mono","18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. In a maize-soybean rotation, rye winter cover crops reduced soil nitrate levels compared to winter fallow prior to planting soybeans. This effect of rye cover crops was not observed prior to planting maize."
"93",18,"Water","Runoff","Nitrate","mono","18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. The four year average of subsurface drainage nitrate concentrations with winter rye cover crops was similar to winter fallow. 18 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2009 in Pocahontas County, IA investigating the effects of cropping system in a maize/soybean system (Qi et al., 2011).  18 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye cv. Rymin @ 100 kg/ha. 18 Cover crops were drilled in October. 18 Plots were 231.04 sq m. Averaged over four years, the concentrations of flow-weighted nitrate in subsurface drainage were similar when rye cover crops were grown as a winter cover crop compared to winter fallow. However, rye significantly reduced seasonal nitrate concentration in drainage flow and soil nitrate accumulation in spring"
"94",19,"Pest Regulation","Invertebrates","Soybean Aphid (#)","mono","19 A paired tests survey study with 22 replications was conducted at 1 site from 2005-2006 in statewide, MN investigating the effects of cover crops in a variable system (Koch et al., 2012).  19 Plots received one of the following cover crop treatments: cereal rye cv. variable, winter fallow (control).  19 Plots were an undescribed size. Over the course of a single field season, the infestation of Aphis glycine rating was lower in soybean fields with rye than without. 19 A paired tests survey study with 22 replications was conducted at 1 site from 2005-2006 in statewide, MN investigating the effects of cover crops in a variable system (Koch et al., 2012).  19 Plots received one of the following cover crop treatments: cereal rye cv. variable, winter fallow (control).  19 Plots were an undescribed size. Over the course of a single field season, the proportion of soybean plants infested with Aphis glycine was lower in soybean fields with rye than without."
"95",20,"Soil","Environmental","Nitrous Oxide Emissions","mono","20 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2009-2012 in Boone County, IA investigating the effects of cover crops and fertilization rate in a maize/soybean system (Mitchell et al., 2013).  20 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 70 kg/ha. 20 Cover crops were drilled in October. 20 Plots were 37.21 sq m. The effect cover crops have on the cumulative nitros oxide emissions were inconsistent across fertilizer treatments. Generally, when no fertilizer is added the addition of rye cover crops reduced the cumulative nitrous oxide emissions. However, at medium fertilization rates (135 kg N / ha) cover crops increased emissions. There were no differences in emissions at high levels of fertilization (225 kg N / ha). 20 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2009-2012 in Boone County, IA investigating the effects of cover crops and fertilization rate in a maize/soybean system (Mitchell et al., 2013).  20 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 70 kg/ha. 20 Cover crops were drilled in October. 20 Plots were 37.21 sq m. While there was no statistical difference in cumulative nitrous oxide emissions with winter rye cover crops, the effect rye had on emissions was inconsistent across fertilizer treatments. Generally, when no fertilizer was added the addition of rye cover crops reduced the cumulative nitrous oxide emissions. However, at medium fertilization rates (135 kg N / ha) cover crops increased emissions. There was no difference in emissions at high levels of fertilization (225 kg N / ha)."
"96",21,"Crop Production","Crop Nitrogen Uptake","Stalk/Stover (Maize)","mono","21 A grided sampling of 56 acre fields study with 1 replications was conducted at 1 site from 2008-2009 in west central, MN investigating the effects of cover crops in a maize system (Krueger et al., 2013).  21 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 126 kg/ha, winter fallow (control). 21 Cover crops were broadcasted in September. 21 Plots were an undescribed size. The addition of a winter rye cover crop reduced maize yields and nitrogen uptake."
"97",21,"Crop Production","Yields","Stover Biomass","mono","21 A grided sampling of 56 acre fields study with 1 replications was conducted at 1 site from 2008-2009 in west central, MN investigating the effects of cover crops in a maize system (Krueger et al., 2013).  21 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 126 kg/ha, winter fallow (control). 21 Cover crops were broadcasted in September. 21 Plots were an undescribed size. The addition of a winter rye cover crop reduced maize yields and nitrogen uptake."
"98",21,"Soil","Chemical","Nitrate (Maize)","mono","21 A grided sampling of 56 acre fields study with 1 replications was conducted at 1 site from 2008-2009 in west central, MN investigating the effects of cover crops in a maize system (Krueger et al., 2013).  21 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 126 kg/ha, winter fallow (control). 21 Cover crops were broadcasted in September. 21 Plots were an undescribed size. Winter rye cover crops reduced soil nitrate levels in the fall between 60-90 cm in depth and in the spring between 0-60 cm depth. In the fall, the top 60 cm of soil had similar soil nitrate levels with winter rye compared to winter fallow."
"99",21,"Soil","Chemical","Nitrate (Preplant)","mono","21 A grided sampling of 56 acre fields study with 1 replications was conducted at 1 site from 2008-2009 in west central, MN investigating the effects of cover crops in a maize system (Krueger et al., 2013).  21 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 126 kg/ha, winter fallow (control). 21 Cover crops were broadcasted in September. 21 Plots were an undescribed size. Winter rye cover crops reduced soil nitrate levels in the fall between 60-90 cm in depth and in the spring between 0-60 cm depth. In the fall, the top 60 cm of soil had similar soil nitrate levels with winter rye compared to winter fallow."
"100",21,"Soil","Chemical","Phosphorous","mono","21 A grided sampling of 56 acre fields study with 1 replications was conducted at 1 site from 2008-2009 in west central, MN investigating the effects of cover crops in a maize system (Krueger et al., 2013).  21 Plots received one of the following cover crop treatments: cereal rye cv. Rymin @ 126 kg/ha, winter fallow (control). 21 Cover crops were broadcasted in September. 21 Plots were an undescribed size. Olsen phosphorous storage from 0-90 cm in depth measured in the fall and spring were similar among fields with winter rye cover crops and winter fallow."
