Paper_id,Duration,Year_result,Loc_multi_results,Review_id,Group_RV,Response_var,Response_var_units,Stat_test,Stat_type,Trt_id1,Trt1_interaction,Trt1_interaction2,Trt_id1value,Trt_id2,Trt2_interaction,Trt2_interaction2,Trt_id2value,Sig_level,Effect,Effect_norm,Group_finelevel,Trt_id1name,Trt_id1description,Trt_id2name,Trt_id2description,Reviewers_results_short,Reviewers_results_long,Authors_comments
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Use Efficiency,kg/kg,Scheffe,mean,0,3,5,32.5,1,3,5,40.4,ns,0,0,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",nitrogen use efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,"Nitrogen use efficiency was unaffected by fertilizer application timing. However, nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1).","Nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1)."
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Use Efficiency,kg/kg,Scheffe,mean,0,4,5,30.8,1,4,5,31.6,ns,0,0,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",nitrogen use efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,"Nitrogen use efficiency was unaffected by fertilizer application timing. However, nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1).","Nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1)."
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Use Efficiency,kg/kg,Scheffe,mean,0,3,6,41.7,1,3,6,47.6,ns,0,0,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",nitrogen use efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,"Nitrogen use efficiency was unaffected by fertilizer application timing. However, nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1).","Nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1)."
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Use Efficiency,kg/kg,Scheffe,mean,0,4,6,32.8,1,4,6,35.8,ns,0,0,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",nitrogen use efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,"Nitrogen use efficiency was unaffected by fertilizer application timing. However, nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1).","Nitrogen use efficiency was significantly affected by both the nitrogen rate and nitrapyrin inhibitor factors. The nitrogen use efficiency decreased, as expected, when the nitrogen applied increased from 90N to 180N (41t o 33 kg kg–1)."
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Recovery Efficiency,kg/kg,Scheffe,mean,0,3,5,0.21,1,3,5,0.74,0.05,1,1,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","nitrogen recovery for maize was affected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress), but this is dependent on fertilizer rate.",Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.,Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Recovery Efficiency,kg/kg,Scheffe,mean,0,4,5,0.4,1,4,5,0.43,ns,0,0,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","nitrogen recovery for maize was affected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress), but this is dependent on fertilizer rate.",Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.,Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Recovery Efficiency,kg/kg,Scheffe,mean,0,3,6,0.52,1,3,6,0.63,ns,0,0,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","nitrogen recovery for maize was affected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress), but this is dependent on fertilizer rate.",Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.,Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Recovery Efficiency,kg/kg,Scheffe,mean,0,4,6,0.51,1,4,6,0.56,ns,0,0,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","nitrogen recovery for maize was affected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress), but this is dependent on fertilizer rate.",Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.,Nitrogen recovery efficiency increased as the nitrogen timing was delayed from pre-emergence to the V6 stage (0.41 vs. 0.59 kg kg–1 for pre-emergence vs. sidedress) and was most prominent at the 90N level.
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Internal Efficiency,kg/kg,Scheffe,mean,0,3,5,127.5,1,3,5,57.5,ns,0,0,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",nitrogen internal efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,Nitrogen internal efficiency was unaffected by nitrogen application timing (pre-emergence vs. V6 stage).,
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Internal Efficiency,kg/kg,Scheffe,mean,0,4,5,130.4,1,4,5,73.2,ns,0,0,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",nitrogen internal efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,Nitrogen internal efficiency was unaffected by nitrogen application timing (pre-emergence vs. V6 stage).,
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Internal Efficiency,kg/kg,Scheffe,mean,0,3,6,156.5,1,3,6,79.4,ns,0,0,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",nitrogen internal efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,Nitrogen internal efficiency was unaffected by nitrogen application timing (pre-emergence vs. V6 stage).,
124,2010-2,0,0,Nutrient,Crop Production,Nitrogen Internal Efficiency,kg/kg,Scheffe,mean,0,4,6,71,1,4,6,60.6,ns,0,0,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",nitrogen internal efficiency for maize was unaffected by nitrogen fertilizer application timing (preemergence vs. V6 sidedress).,Nitrogen internal efficiency was unaffected by nitrogen application timing (pre-emergence vs. V6 stage).,
125,2009-2,0,0,Nutrient,Crop Production,maize grain yield,Mg/ha,lsmeans,mean,0,,,10.7,1,,,10.5,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,grain yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize grain yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain yield,Mg/ha,lsmeans,sem,0,,,0.4,1,,,0.7,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,grain yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize grain yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain yield,Mg/ha,lsmeans,mean,0,,,10.7,2,,,10.9,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,grain yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize grain yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain yield,Mg/ha,lsmeans,sem,0,,,0.4,2,,,0.6,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,grain yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize grain yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain yield,Mg/ha,lsmeans,mean,1,,,10.5,2,,,10.9,ns,0,0,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,grain yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize grain yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain yield,Mg/ha,lsmeans,sem,1,,,0.7,2,,,0.6,ns,0,0,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,grain yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize grain yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,stover yield,Mg/ha,lsmeans,mean,0,,,9.1,1,,,9.6,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,stover yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, stover yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,stover yield,Mg/ha,lsmeans,sem,0,,,0.7,1,,,0.8,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,stover yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, stover yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,stover yield,Mg/ha,lsmeans,mean,0,,,9.1,2,,,9.6,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,stover yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, stover yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,stover yield,Mg/ha,lsmeans,sem,0,,,0.7,2,,,0.9,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,stover yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, stover yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,stover yield,Mg/ha,lsmeans,mean,1,,,9.6,2,,,9.6,ns,0,0,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,stover yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, stover yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,stover yield,Mg/ha,lsmeans,sem,1,,,0.8,2,,,0.9,ns,0,0,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,stover yields did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, stover yields were similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen concentration,g N/kg,lsmeans,mean,0,,,11.9,1,,,11.5,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,"maize grain nitrogen concentration did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","For maize grain nitrogen concentration, broadcast urea incorporated to 0.10 m depth did not differ from knife-injected anhydrous ammonia at 0.10 or 0.20 m depths.  Concentrations of nitrogen in maize grain increased with more shallow knife-injected anhydrous ammonia (0.10 m) compared with deeply knifed anhydrous ammonia (0.20 m) with 12.5 and 11.5 g N/kg, respectively.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen concentration,g N/kg,lsmeans,sem,0,,,0.4,1,,,0.2,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,"maize grain nitrogen concentration did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","For maize grain nitrogen concentration, broadcast urea incorporated to 0.10 m depth did not differ from knife-injected anhydrous ammonia at 0.10 or 0.20 m depths.  Concentrations of nitrogen in maize grain increased with more shallow knife-injected anhydrous ammonia (0.10 m) compared with deeply knifed anhydrous ammonia (0.20 m) with 12.5 and 11.5 g N/kg, respectively.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen concentration,g N/kg,lsmeans,mean,0,,,11.9,2,,,12.5,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,"maize grain nitrogen concentration did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","For maize grain nitrogen concentration, broadcast urea incorporated to 0.10 m depth did not differ from knife-injected anhydrous ammonia at 0.10 or 0.20 m depths.  Concentrations of nitrogen in maize grain increased with more shallow knife-injected anhydrous ammonia (0.10 m) compared with deeply knifed anhydrous ammonia (0.20 m) with 12.5 and 11.5 g N/kg, respectively.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen concentration,g N/kg,lsmeans,sem,0,,,0.4,2,,,0.3,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,"maize grain nitrogen concentration did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","For maize grain nitrogen concentration, broadcast urea incorporated to 0.10 m depth did not differ from knife-injected anhydrous ammonia at 0.10 or 0.20 m depths.  Concentrations of nitrogen in maize grain increased with more shallow knife-injected anhydrous ammonia (0.10 m) compared with deeply knifed anhydrous ammonia (0.20 m) with 12.5 and 11.5 g N/kg, respectively.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen concentration,g N/kg,lsmeans,mean,1,,,11.5,2,,,12.5,0.05,1,1,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,"maize grain nitrogen concentration did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","For maize grain nitrogen concentration, broadcast urea incorporated to 0.10 m depth did not differ from knife-injected anhydrous ammonia at 0.10 or 0.20 m depths.  Concentrations of nitrogen in maize grain increased with more shallow knife-injected anhydrous ammonia (0.10 m) compared with deeply knifed anhydrous ammonia (0.20 m) with 12.5 and 11.5 g N/kg, respectively.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen concentration,g N/kg,lsmeans,sem,1,,,0.2,2,,,0.3,0.05,1,1,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,"maize grain nitrogen concentration did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","For maize grain nitrogen concentration, broadcast urea incorporated to 0.10 m depth did not differ from knife-injected anhydrous ammonia at 0.10 or 0.20 m depths.  Concentrations of nitrogen in maize grain increased with more shallow knife-injected anhydrous ammonia (0.10 m) compared with deeply knifed anhydrous ammonia (0.20 m) with 12.5 and 11.5 g N/kg, respectively.",
125,2009-2,0,0,Nutrient,Crop Production,maize stover nitrogen concentration,g N/kg,lsmeans,mean,0,,,6.6,1,,,5.9,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,maize stover nitrogen did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize stover nitrogen was similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize stover nitrogen concentration,g N/kg,lsmeans,sem,0,,,0.5,1,,,0.2,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,maize stover nitrogen did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize stover nitrogen was similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize stover nitrogen concentration,g N/kg,lsmeans,mean,0,,,6.6,2,,,6.8,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,maize stover nitrogen did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize stover nitrogen was similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize stover nitrogen concentration,g N/kg,lsmeans,sem,0,,,0.5,2,,,0.4,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,maize stover nitrogen did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize stover nitrogen was similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize stover nitrogen concentration,g N/kg,lsmeans,mean,1,,,5.9,2,,,6.8,ns,0,0,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,maize stover nitrogen did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize stover nitrogen was similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize stover nitrogen concentration,g N/kg,lsmeans,sem,1,,,0.2,2,,,0.4,ns,0,0,knife_knife,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,knife-injected anhydrous ammonia with a target depth of 0.10 m,maize stover nitrogen did not differ among the surface-broadcast urea and knife-injected anhydrous ammonia.,"Over this two year study, maize stover nitrogen was similar among plots where anhydrous ammonia was knife-injected at 0.10 or 0.20 m depths and urea was surface-broadcasted.",
125,2009-2,0,0,Nutrient,Crop Production,maize grain nitrogen yield,kg N/kg,lsmeans,mean,0,,,127,1,,,120,ns,0,0,surface_knife,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,surface-broadcast urea that was incoporated to 0.10 m using a field cultivator on the day of application,knife-injected anhydrous ammonia with a target depth of 0.20 m,knife-injected anhydrous ammonia with a target depth of 0.20 m,"maize grain nitrogen yield did not differ among the surface-broadcast urea and knife-injected anydrous ammonia. However, shallow knife-injected anhydrous ammonia (target depth of 0.10 m) increased nitrogen concentrations compared to deep knife-injected anhydrous ammonia (0.20 m).","Maize grain nitrogen yield did not differ among plots where urea was surface-broadcasted and incorporated to 0.10 m depth compared to plots where anhydrous ammonia was knife-injected at either 0.10 m or 0.20 m depths.  When comparing the two knife-injected treatments, concentrations of maize grain nitrogen yield increased with more shallowly injected anhydrous ammonia (0.10 m) compared with more deeply injected anhydrous ammonia (0.20 m) resulting in 136 and 120 g N/kg, respectively.",
