uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn
WOS:000222843400003,Bulk density as a soil quality indicator during conversion to no-tillage,SOIL & TILLAGE RESEARCH,2,78,143-149,AUG,2004,"Logsdon, SD | Karlen, DL",soil compaction | no-tillage | ridge-tillage | landscape position | deep-loess soils,10.1016/j.still.2004.02.003,NA,840FU,0167-1987,NA
WOS:000224210200009,Carbon storage in labile fractions of soil organic matter in a tropical no-tillage Oxisol,PESQUISA AGROPECUARIA BRASILEIRA,7,39,677-683,JUL,2004,"Bayer, C | Martin-Neto, L | Mielniczuk, J | Pavinato, A",tropical soils | greenhouse effect | conservative agriculture | soil management,NA,NA,858RU,0100-204X,NA
WOS:000248103200010,Impacts of long-term wheat straw management on soil hydraulic properties under no-tillage,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,71,1166-1173,JUL-AUG,2007,"Blanco-Canqui, Humberto | Lal, R.",,10.2136/sssaj2006.0411,NA,191AW,0361-5995,NA
WOS:000337565500007,Improving Soybean Performance in the Northern Great Plains through the Use of Cover Crops,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,10,45,1369-1384,NA,2014,"Dagel, Kurt J. | Osborne, Shannon L. | Schumacher, Tom E.",Conventional tillage | cover crops | soybean,10.1080/00103624.2014.884108,NA,AJ3KP,0010-3624,NA
WOS:000251104400003,Net biome productivity of irrigated and rainfed maize-soybean rotations: Modeling vs. measurements,AGRONOMY JOURNAL,6,99,1404-1423,NOV-DEC,2007,"Grant, R. F. | Arkebauer, T. J. | Dobermann, A. | Hubbard, K. G. | Schimelfenig, T. T. | Suyker, A. E. | Verma, S. B. | Walters, D. T.",,10.2134/agronj2006.0308,NA,233QC,0002-1962,NA
WOS:000250181700018,Soil carbon dioxide and methane fluxes from long-term tillage systems in continuous corn and corn-soybean rotations,SOIL & TILLAGE RESEARCH,1-2,95,182-195,SEP,2007,"Omonode, Rex A. | Vyn, Tony J. | Smith, Doug R. | Hegymegi, Peter | Gal, Anita",carbon dioxide emission | continuous corn | methane flux | soil organic carbon | rotation corn | chisel plow | moldboard plow | no-till,10.1016/j.still.2006.12.004,NA,220UB,0167-1987,NA
WOS:A1991FZ63200020,DIFFERENTIAL PHOSPHORUS RETENTION IN SOIL PROFILES UNDER NO-TILL CROP PRODUCTION,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2,55,410-413,MAR-APR,1991,"GUERTAL, EA | ECKERT, DJ | TRAINA, SJ | LOGAN, TJ",,NA,NA,FZ632,0361-5995,NA
WOS:000249466000010,Tillage and N application rates affect on corn and. soybean yields and NO3-N leaching losses,TRANSACTIONS OF THE ASABE,4,50,1189-1198,JUL-AUG,2007,"Bakhsh, A. | Kanwar, R. S.",chisel plow | manure | no-till | subsurface drainage | water quality,NA,NA,210OR,0001-2351,NA
WOS:000257917000002,Evaluating the effect of tillage on carbon sequestration using the minimum detectable difference concept,PEDOSPHERE,4,18,421-430,AUG,2008,"Yang, X. M. | Drury, C. F. | Wander, M. M. | Kay, B. D.",carbon sequestration | minimum detectable difference | moldboard plow | no-tillage | soil depth,NA,NA,330CM,1002-0160,NA
WOS:000081418500026,Tillage and phosphorus effects on silage corn,"ROOT DEMOGRAPHICS AND THEIR EFFICIENCIES IN SUSTAINABLE AGRICULTURE, GRASSLANDS AND FOREST ECOSYSTEMS",NA,82,323-330,NA,1998,"Baligar, VC | Wright, RJ | Smedley, MD",conventional tillage | macro- and micronutrients | no tillage | root density | Zea mays L.,NA,NA,BN28F,NA,0-7923-5230-0
WOS:000343153000016,Nitrogen Dynamics Affected by Management Practices in Croplands Transitioning from Conservation Reserve Program,AGRONOMY JOURNAL,5,106,1677-1689,SEP-OCT,2014,"Sainju, Upendra M. | Stevens, William B. | Caesar-TonThat, Thecan | Montagne, Cliff",,10.2134/agronj13.0481,NA,AQ9FF,0002-1962,NA
WOS:000082029100034,EXP 31130A efficacy and corn (Zea mays) response in western Kansas,WEED TECHNOLOGY,2,13,404-410,APR-JUN,1999,"Geier, PW | Stahlman, PW","acetochlor, 2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide | atrazine, 6-chloro-N-ethyl-N-(1-methylethyl)-1,3,5-triazine-2,4-diamine | EXP 31130A, 5-cyclopropyl-4-(2-methanesulphonyl-4-trifluoromethylbenzoyl)-isoxazole | metolachlor, 2-chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methylethyl)acetamide | green foxtail, Setaria viridis (L.) Beauv. #(3) SETVI | kochia, Kochia scoparia (L.) Schrad. # KCHSC | puncturevine, Tribulus terrestris L. # TRBTE | redroot pigweed, Amaranthus retroflexus L. # AMARE | corn, Zea mays L. | conventional tillage | no-till | AMARE | KCHSC | SETVI | TRBTE",NA,NA,226PV,0890-037X,NA
WOS:000255900300015,No-tillage and soil-profile carbon sequestration: An on-farm assessment,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,3,72,693-701,MAY-JUN,2008,"Blanco-Canqui, Humberto | Lal, R.",,10.2136/sssaj2007.0233,NA,301MM,0361-5995,NA
WOS:000188437400017,Economics of annual cropping versus crop-fallow in the northern great plains as influenced by tillage and nitrogen,AGRONOMY JOURNAL,1,96,148-153,JAN-FEB,2004,"DeVuyst, EA | Halvorson, AD",,NA,NA,767JX,0002-1962,NA
WOS:000322083200022,Simulated Impacts of Crop Residue Removal and Tillage on Soil Organic Matter Maintenance,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,77,1349-1356,JUL-AUG,2013,"Dalzell, Brent J. | Johnson, Jane M. F. | Tallaksen, Joel | Allan, Deborah L. | Barbour, Nancy W.",,10.2136/sssaj2012.0221,NA,186YZ,0361-5995,NA
WOS:000277846300017,Does North Appalachian agriculture contribute to soil carbon sequestration?,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,3-4,137,373-376,MAY 15,2010,"Lopez-Bellido, Rafael J. | Lal, Rattan | Owens, Lloyd B. | Lopez-Bellido, Luis",Soil carbon sequestration | Long-term field experiment | Tillage | Rotation | Watershed,10.1016/j.agee.2010.03.012,NA,598OA,0167-8809,NA
WOS:A1997XE84200044,Surface alfalfa residue removal by earthworms Lumbricus terrestris L in a no-till agroecosystem,SOIL BIOLOGY & BIOCHEMISTRY,3-4,29,477-479,MAR-APR,1997,"Gallagher, AV | Wollenhaupt, NC",,NA,NA,XE842,0038-0717,NA
WOS:A1997XE84200047,Earthworm activity in no-tillage and conventional tillage systems in Missouri soils: A preliminary study,SOIL BIOLOGY & BIOCHEMISTRY,3-4,29,489-491,MAR-APR,1997,"Jordan, D | Stecker, JA | CacnioHubbard, VN | Li, F | Gantzer, CJ | Brown, JR",,NA,NA,XE842,0038-0717,NA
WOS:000297230800005,AN ENVIRONMENTAL TRADING RATIO FOR WATER QUALITY TRADING,TRANSACTIONS OF THE ASABE,5,54,1599-1614,SEP-OCT,2011,"Lee, M. | Douglas-Mankin, K. R.",Hydrologic modeling | SWAT Water quality | Watershed,NA,NA,850WR,2151-0032,NA
WOS:000371218400058,Can Novel Management Practice Improve Soil and Environmental Quality and Sustain Crop Yield Simultaneously?,PLOS ONE,2,11,,FEB 17,2016,"Sainju, Upendra M.",,10.1371/journal.pone.0149005,NA,DF3BJ,1932-6203,NA
WOS:000333022800006,Effects of no-till duration on the methane oxidation capacity of Alfisols,BIOLOGY AND FERTILITY OF SOILS,3,50,477-486,APR,2014,"Jacinthe, Pierre-Andre | Dick, Warren A. | Lal, Rattan | Shrestha, Raj K. | Bilen, Serdar",Conservation tillage | CH4 oxidation | Restoration progress | Forest soils,10.1007/s00374-013-0866-7,NA,AD1VW,0178-2762,NA
WOS:000082141400002,Earthworm response to rotation and tillage in a Missouri claypan soil,BIOLOGY AND FERTILITY OF SOILS,4,29,343-347,AUG,1999,"Hubbard, VC | Jordan, D | Stecker, JA",Aporrectodea trapezoides | Diplocardia singularis | population density | ash-free biomass | crop rotation,NA,NA,228MZ,0178-2762,NA
WOS:000221186200004,Methodology for estimating removable quantities of agricultural residues for bioenergy and bioproduct use,APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY,NA,113,13-26,SPR,2004,"Nelson, RG | Walsh, M | Sheehan, JJ | Graham, R",corn stover | wheat straw | rainfall erosion | wind erosion | tolerable soil loss,NA,NA,817OG,0273-2289,NA
WOS:A1990EX95500004,HYDROLOGIC RESPONSES OF AN AGRICULTURAL WATERSHED TO VARIOUS HYDROLOGIC AND MANAGEMENT CONDITIONS,WATER RESOURCES BULLETIN,5,26,777-785,OCT,1990,"RAZAVIAN, D",RUNOFF | SEDIMENT YIELD | NONPOINT-SOURCE POLLUTION | BEST MANAGEMENT PRACTICES | RAINFALL FREQUENCY,NA,NA,EX955,0043-1370,NA
WOS:000259414000008,Corn residue and nitrogen source effects on nitrogen availability in no-till corn,AGRONOMY JOURNAL,5,100,1274-1279,SEP-OCT,2008,"Andraski, Todd W. | Bundy, Larry G.",,10.2134/agronj2008.0039,NA,351GZ,0002-1962,NA
WOS:000203094700048,Biologically defined soil organic matter pools as affected by rotation and tillage,ENVIRONMENTAL MANAGEMENT,NA,33,S528-S538,JUL,2004,"Doyle, Geoffrey L. | Rice, Charles W. | Peterson, Dallas E. | Steichen, James",microbial biomass C and N | potentially mineralizable C and N | carbon sequestration,10.1007/s00267-003-9160-z,NA,V45UH,0364-152X,NA
WOS:000368342900015,"Malt Barley Yield and Quality Affected by Irrigation, Tillage, Crop Rotation, and Nitrogen Fertilization",AGRONOMY JOURNAL,6,107,2107-2119,NOV-DEC,2015,"Stevens, William B. | Sainju, Upendra M. | Caesar-TonThat, Thecan | Iversen, William M.",,10.2134/agronj15.0027,NA,DB2ML,0002-1962,NA
WOS:000345025000018,Long-term tillage and drainage influences on greenhouse gas fluxes from a poorly drained soil of central Ohio,JOURNAL OF SOIL AND WATER CONSERVATION,6,69,553-563,NOV-DEC,2014,"Kumar, S. | Nakajima, T. | Kadono, A. | Lal, R. | Fausey, N.",chisel tillage | corn | greenhouse gas | no-tillage | soil organic carbon | subsurface drainage,10.2489/jswc.69.6.553,NA,AT6BY,0022-4561,NA
WOS:000089407900029,"Grain yield, early growth, and nutrient uptake of no-till soybean as affected by phosphorus and potassium placement",AGRONOMY JOURNAL,2,92,380-388,MAR-APR,2000,"Borges, R | Mallarino, AP",,NA,NA,355UX,0002-1962,NA
WOS:000167544400020,Physical parameters of a soil under minimum tillage and non-disturbed conditions,PESQUISA AGROPECUARIA BRASILEIRA,1,36,161-170,JAN,2001,"Ferreras, LA | De Battista, JJ | Ausilio, A | Pecorari, C",zero tillage | ploughing | soil density | porosity | organic compounds | soil compaction,NA,NA,412FM,0100-204X,NA
WOS:000370375200039,"Residue Harvest Effects on Irrigated, No-Till Corn Yield and Nitrogen Response",AGRONOMY JOURNAL,1,108,384-390,JAN-FEB,2016,"Wortmann, Charles S. | Shapiro, Charles A. | Schmer, Marty R.",,10.2134/agronj2015.0361,NA,DE1GN,0002-1962,NA
WOS:000412265800016,Multivariate assessment of soil quality indicators for crop rotation and tillage in Illinois,SOIL & TILLAGE RESEARCH,NA,174,147-155,DEC,2017,"Zuber, Stacy M. | Behnke, Gevan D. | Nafziger, Emerson D. | Villamil, Maria B.",Soil quality | Crop rotation | Tillage,10.1016/j.still.2017.07.007,NA,FI8PY,0167-1987,NA
WOS:A1997WQ39800019,Dryland corn vs. grain sorghum in western Kansas,JOURNAL OF PRODUCTION AGRICULTURE,1,10,152-157,JAN-MAR,1997,"Norwood, CA | Currie, RS",,NA,NA,WQ398,0890-8524,NA
WOS:000227108400002,Examining strategies to improve the carbon balance of corn/soybean agriculture using eddy covariance and mass balance techniques,AGRICULTURAL AND FOREST METEOROLOGY,3-4,128,163-177,FEB 28,2005,"Baker, JM | Griffis, TJ",carbon balance | NEE | cover crop | strip tillage | sequestration | corn-soybean rotation,10.1016/j.agrformet.2004.11.005,NA,898XB,0168-1923,NA
WOS:000253551600006,Tillage effects on gaseous emissions from an intensively farmed organic soil in North Central Ohio,SOIL & TILLAGE RESEARCH,1,98,45-55,JAN,2008,"Elder, Jacob W. | Lal, Rattan",soil respiration | soil greenhouse gas emissions | tillage | organic soils | no-till,10.1016/j.still.2007.10.003,NA,268AZ,0167-1987,NA
WOS:000168945800009,Effect of three tillage systems on weed flora in a 3-year rotation with four crops,JOURNAL OF AGRONOMY AND CROP SCIENCE-ZEITSCHRIFT FUR ACKER UND PFLANZENBAU,2,186,135-141,APR,2001,"Bilalis, D | Efthimiadis, P | Sidiras, N",annual weeds | perennial weeds | population frequency and diversity | rotation | tillage,NA,NA,436QD,0931-2250,NA
WOS:000328744900015,"Initial nitrous oxide, carbon dioxide, and methane costs of converting conservation reserve program grassland to row crops under no-till vs. conventional tillage",GLOBAL CHANGE BIOLOGY,8,19,2478-2489,AUG,2013,"Ruan, Leilei | Robertson, G. Philip",carbon dioxide | conservation reserve program | global warming impact | greenhouse gas balance | methane | nitrous oxide | no-till | tillage,10.1111/gcb.12216,NA,276IV,1354-1013,NA
WOS:000221872700014,Herbicide and tillage effects on volunteer vegetation composition and diversity during reforestation,RESTORATION ECOLOGY,2,12,258-267,JUN,2004,"Baer, SG | Groninger, JW",diversity | Fraxinus pennsylvanica | herbicides | reforestation | tillage,NA,NA,827BH,1061-2971,NA
WOS:000261203500010,Wheat Grain Quality Response to Tillage and Rotation with Field Pea,AGRONOMY JOURNAL,6,100,1594-1599,NOV-DEC,2008,"Carr, Patrick M. | Martin, Glenn. B. | Horsley, Richard D.",,10.2134/agronj2008.0122,NA,376SO,0002-1962,NA
WOS:000285620700018,Soil Nitrous Oxide Emissions in Corn following Three Decades of Tillage and Rotation Treatments,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,1,75,152-163,JAN,2011,"Omonode, Rex A. | Smith, Doug R. | Gal, Anita | Vyn, Tony J.",,10.2136/sssaj2009.0147,NA,698VG,0361-5995,NA
WOS:A1991FH27400012,HAIRY VETCH AS A WINTER COVER CROP FOR DRYLAND CORN PRODUCTION,JOURNAL OF PRODUCTION AGRICULTURE,1,4,62-67,JAN-MAR,1991,"POWER, JF | DORAN, JW | KOERNER, PT",,NA,NA,FH274,0890-8524,NA
WOS:000271079300011,Impact of reduced tillage and cover cropping on the greenhouse gas budget of a maize/soybean rotation ecosystem,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,3-4,134,234-242,DEC,2009,"Bavin, T. K. | Griffis, T. J. | Baker, J. M. | Venterea, R. T.",Reduced tillage | Cover cropping | Ecosystem respiration | Soil respiration | Nitrous oxide fluxes | Methane fluxes,10.1016/j.agee.2009.07.005,NA,510HR,0167-8809,NA
WOS:000341489800039,"Winter Canola Yield and Survival as a Function of Environment, Genetics, and Management",CROP SCIENCE,5,54,2303-2313,SEP-OCT,2014,"Assefa, Yared | Roozeboom, Kraig | Stamm, Michael",,10.2135/cropsci2013.10.0678,NA,AO6VJ,0011-183X,NA
WOS:000294506700014,CO2 EVOLUTION DURING SPRING WHEAT GROWTH UNDER NO-TILL AND CONVENTIONAL TILLAGE SYSTEMS IN THE NORTH AMERICAN GREAT PLAINS REGIONS,BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE,4,17,512-520,AUG,2011,"Kocyigit, R. | Rice, C. W.",No-till | conventional tillage | CO2 flux | wheat,NA,NA,815DQ,1310-0351,NA
WOS:000322351900007,Field wind tunnel testing of two silt loam soils on the North American Central High Plains,AEOLIAN RESEARCH,NA,10,53-59,SEP,2013,"Van Pelt, R. Scott | Baddock, Matthew C. | Zobeck, Ted M. | Schlegel, Alan J. | Vigil, Merle F. | Acosta-Martinez, Veronica",Wind erosion | Cropping systems | Tillage | Crop rotations | Dust emissions | Air quality,10.1016/j.aeolia.2012.10.009,NA,190PE,1875-9637,NA
WOS:000405360300014,Deep soil carbon after 44 years of tillage and fertilizer management in southern Illinois compared to forest and restored prairie soils,JOURNAL OF SOIL AND WATER CONSERVATION,4,72,405-415,JUL-AUG,2017,"Walia, M. K. | Baer, S. G. | Krausz, R. | Cook, R. L.",bulk density | carbon stocks | fertilizer | forest soils | prairie restored soils | tillage,10.2489/jswc.72.4.405,NA,FA3QU,0022-4561,NA
WOS:000166093900007,"Root growth, calcite precipitation, and gas and water movement in fractures and macropores: A review with field observations",OHIO JOURNAL OF SCIENCE,3-4,100,88-93,JUN-SEP,2000,"McMahon, MJ | Christy, AD",,NA,NA,386YT,0030-0950,NA
WOS:000267691300007,Nitrous oxide and methane emissions from long-term tillage under a continuous corn cropping system in Ohio,SOIL & TILLAGE RESEARCH,2,104,247-255,JUL,2009,"Ussiri, David A. N. | Lal, Rattan | Jarecki, Marek K.",Carbon sequestration | Greenhouse gases | Gaseous flux | No-till | Conventional till | Chisel till | Soil temperature | Global warming potential,10.1016/j.still.2009.03.001,NA,466VL,0167-1987,NA
WOS:000225535800018,Soil structural disturbance effects on crop yields and soil properties in a no-till production system,AGRONOMY JOURNAL,6,96,1651-1659,NOV-DEC,2004,"Diaz-Zorita, M | Grove, JH | Murdock, L | Herbeck, J | Perfect, E",,NA,NA,876YV,0002-1962,NA
WOS:000077834200007,Long-term tillage effects on physical properties of eroded soil,SOIL SCIENCE,12,163,970-981,DEC,1998,"Hussain, I | Olson, KR | Siemens, JC",soil erosion | soil properties | bulk density | soil porosity | plant available water | tillage,NA,NA,153LH,0038-075X,NA
WOS:000350884500007,Agricultural Policy Environmental eXtender model simulation of climate change impacts on runoff from a small no-till watershed,JOURNAL OF SOIL AND WATER CONSERVATION,2,70,101-109,MAR-APR,2015,"Gautam, S. | Mbonimpa, E. G. | Kumar, S. | Bonta, J. V. | Lal, R.",Agricultural Policy Environmental eXtender model | climate change | cover crop | management | no-till | runoff,10.2489/jswc.70.2.101,NA,CD2DO,0022-4561,NA
WOS:000183500500008,Sediment control practices for surface tile inlets,APPLIED ENGINEERING IN AGRICULTURE,2,19,161-169,MAR,2003,"Oolman, EB | Wilson, BN",surface tile inlets | drainage | WEPP | erosion | best management practices,NA,NA,689NU,0883-8542,NA
WOS:000354182600003,"Nitrogen, Stover, and Tillage Management Affect Nitrogen Use Efficiency in Continuous Corn",AGRONOMY JOURNAL,3,107,843-850,MAY-JUN,2015,"Sindelar, Aaron J. | Coulter, Jeffrey A. | Lamb, John A. | Vetsch, Jeffrey A.",,10.2134/agronj14.0535,NA,CH6YN,0002-1962,NA
WOS:000244118300005,Winter cereal cover crop removal strategy affects spring soil nitrate levels,JOURNAL OF SUSTAINABLE AGRICULTURE,3,29,55-67,NA,2006,"Jewett, M. R. | Thelen, K. D.",residual soil nitrate | winter cereal cover crops,10.1300/J064v29n03_06,NA,134XR,1044-0046,NA
WOS:000318889100005,Thirty-year tillage effects on crop yield and soil fertility indicators,SOIL & TILLAGE RESEARCH,NA,130,24-41,JUN,2013,"Karlen, Douglas L. | Kovar, John L. | Cambardella, Cynthia A. | Colvin, Thomas S.",Conservation agriculture | Maize | Soybean | Soil-test P and K | Plant nutrition | Tillage system economics,10.1016/j.still.2013.02.003,NA,143SS,0167-1987,NA
WOS:000313515600028,"Cover Crops in Processing Tomato, Snap Beans and Sweetcorn Production Yield and Harvest Quality",IV INTERNATIONAL SYMPOSIUM ON ECOLOGICALLY SOUND FERTILIZATION STRATEGIES FOR FIELD VEGETABLE PRODUCTION,NA,852,233-238,NA,2010,"Gunter, C. C.",vegetable | cropping systems | sustainable,NA,NA,BDI93,0567-7572,NA
WOS:000376435300003,Improved discrimination among similar agricultural plots using red-and-green-based pseudo-colour imaging,INTERNATIONAL AGROPHYSICS,2,30,151-163,APR,2016,"Doi, Ryoichi",agricultural fields | colours of plant body | correlations and dimensionality | feasible multivariate imaging | multivariate analysis,10.1515/intag-2015-0086,NA,DM6BQ,0236-8722,NA
WOS:000265729900021,"Tillage and drainage impact on soil quality: II. Tensile strength of aggregates, moisture retention and water infiltration",SOIL & TILLAGE RESEARCH,2,103,364-372,MAY,2009,"Abid, Muhammad | Lal, Rattan",No-till | Drainage | Tensile strength | Soil moisture characteristics | Sorptivity | Transmissivity | Steady-state infiltration rate | Cumulative infiltration | Alfisols,10.1016/j.still.2008.11.004,NA,440WH,0167-1987,NA
WOS:000405055600005,Long-term tillage impact on soil hydraulic properties,SOIL & TILLAGE RESEARCH,NA,170,38-42,JUL,2017,"Blanco-Canqui, Humberto | Wienhold, Brian-J. | Jin, Virginia L. | Schmer, Marty R. | Kibet, Leonard C.",Tillage | Hydraulic properties | Infiltration | Water retention | No-till | Porosity,10.1016/j.still.2017.03.001,NA,EZ9MX,0167-1987,NA
WOS:000335400800018,Modeling Water Quality Impacts of Cellulosic Biofuel Production from Corn Silage,BIOENERGY RESEARCH,2,7,636-653,JUN,2014,"Thomas, Mark A. | Ahiablame, Laurent M. | Engel, Bernard A. | Chaubey, Indrajeet | Mosier, Nathan",Biofuels | Bioenergy | Cover crop | Corn silage | Corn stover | Hydrologic/water quality modeling,10.1007/s12155-013-9391-7,NA,AG4OW,1939-1234,NA
WOS:000263428800022,Extent of soil water repellency under long-term no-till soils,GEODERMA,1-2,149,171-180,FEB 15,2009,"Blanco-Canqui, Humberto | Lal, R.",Water repellency | Water repellency index | No-till | Plow tillage | Aggregate stability | Particle-size distribution | Soil organic carbon,10.1016/j.geoderma.2008.11.036,NA,408IN,0016-7061,NA
WOS:000229388100009,"Corn response, nitrogen uptake, and water use in strip-tillage compared with no-tillage and chisel plow",AGRONOMY JOURNAL,3,97,705-710,MAY-JUN,2005,"Licht, MA | Al-Kaisi, M",,10.2134/agronj2004.0102,NA,930AM,0002-1962,NA
WOS:000188467500022,Tillage impacts cereal-aphid (Homoptera : Aphididae) infestations in spring small grains,JOURNAL OF ECONOMIC ENTOMOLOGY,6,96,1792-1797,DEC,2003,"Hesler, LS | Berg, RK",Rhopalosiphum padi | cereal aphids | conventional tillage | conservation tillage,NA,NA,767RY,0022-0493,NA
WOS:000371714000002,Understanding perennial wheat adoption as a transformative technology: evidence from the literature and farmers,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2,31,101-110,APR,2016,"Adebiyi, Jelili | Olabisi, Laura Schmitt | Snapp, Sieglinde",perennial wheat | transformative technologies | technology adoption | soil quality | farmer decision making,10.1017/S1742170515000150,NA,DF9WV,1742-1705,NA
WOS:000327283900008,Tillage and drainage management effect on soil gas diffusivity,SOIL & TILLAGE RESEARCH,NA,135,71-78,JAN,2014,"Nakajima, Toru | Lal, Rattan","NT, no-till | CT, chisel-till | D, tile-drainage | D-p/D-o, relative gas diffusion | SWRC, soil water retention curve",10.1016/j.still.2013.09.003,NA,256BE,0167-1987,NA
WOS:000261397600005,An Analysis of the Relationship between Demand for Corn Stover as an Ethanol Feedstock and Soil Erosion,REVIEW OF AGRICULTURAL ECONOMICS,4,30,677-691,WIN,2008,"Petrolia, Daniel R.",,10.1111/j.1467-9353.2008.00440.x,NA,379LL,1058-7195,NA
WOS:000271752700039,Contemporary Evidence of Soil Carbon Loss in the US Corn Belt,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,73,2078-2086,NOV-DEC,2009,"Senthilkumar, S. | Basso, B. | Kravchenko, A. N. | Robertson, G. P.",,10.2136/sssaj2009.0044,NA,519GJ,0361-5995,NA
WOS:000181565900003,Land use and management impacts on structure and infiltration characteristics of soils in the North Appalachian region of Ohio,SOIL SCIENCE,3,168,167-177,MAR,2003,"Skukla, MK | Lal, R | Owens, LB | Urikefer, P",land use and soil management | infiltration | soil bulk density | aggregation | water transmission parameters | soil texture | soil structure | landscape position,10.1097/01.ss.0000058889.60072.aa,NA,655RF,0038-075X,NA
WOS:000394955500026,MULCHING AFFECTS SOIL PROPERTIES AND GREENHOUSE GAS EMISSIONS UNDER LONG-TERM NO-TILL AND PLOUGH-TILL SYSTEMS IN ALFISOL OF CENTRAL OHIO,LAND DEGRADATION & DEVELOPMENT,2,28,673-681,FEB,2017,"Nawaz, Ahmad | Lal, Rattan | Shrestha, Raj Kumar | Farooq, Muhammad",plough tillage | greenhouse gases | no till | mulching | soil properties,10.1002/ldr.2553,NA,EL9QQ,1085-3278,NA
WOS:000261615700015,Contrasting grain crop and grassland management effects on soil quality properties for a north-central Missouri claypan soil landscape,SOIL SCIENCE AND PLANT NUTRITION,6,54,960-971,DEC,2008,"Jung, Won Kyo | Kitchen, Newell R. | Sudduth, Kenneth A. | Kremer, Robert J.",claypan soils | conservation reserve program | cropping system | landscape | soil quality,10.1111/j.1747-0765.2008.00314.x,NA,382OQ,0038-0768,NA
WOS:000235108100024,No-till row crop response to starter fertilizer in eastern Nebraska: II. Rainfed grain sorghum,AGRONOMY JOURNAL,1,98,187-193,JAN-FEB,2006,"Wortmann, CS | Xerinda, SA | Mamo, M",,10.2134/agronj2005.0016,NA,009JN,0002-1962,NA
WOS:000381658700008,Characterization of Pythium spp. Associated with Asymptomatic Soybean in Southeastern Pennsylvania,PLANT DISEASE,9,100,1870-1879,SEP,2016,"Coffua, Lauren S. | Veterano, S. Tyler | Clipman, Steven J. | Mena-Ali, Jorge I. | Blair, Jaime E.",,10.1094/PDIS-11-15-1355-RE,NA,DT7HW,0191-2917,NA
WOS:A1994MV70700010,SPATIAL VARIABILITY OF RESIDUAL NITRATE-NITROGEN UNDER 2 TILLAGE SYSTEMS IN CENTRAL IOWA - A COMPOSITE 3-DIMENSIONAL RESISTANT AND EXPLORATORY APPROACH,WATER RESOURCES RESEARCH,2,30,237-251,FEB,1994,"MOHANTY, BP | KANWAR, RS",,NA,NA,MV707,0043-1397,NA
WOS:000327901000007,Aboveground productivity and soil carbon storage of biofuel crops in Ohio,GLOBAL CHANGE BIOLOGY BIOENERGY,1,6,67-75,JAN,2014,"Bonin, Catherine L. | Lal, Rattan",biofuel feedstock | corn | ethanol | soil organic carbon | switchgrass | willow,10.1111/gcbb.12041,NA,264SO,1757-1693,NA
WOS:000186783600016,Postdispersal predation of giant ragweed (Ambrosia trifida) seed in no-tillage corn,WEED SCIENCE,6,51,955-964,NOV-DEC,2003,"Harrison, SK | Regnier, EE",biological control | Harpalus pensylvanicus | integrated weed management | involucre | Peromyscus spp. | seed granivory | seed predation,NA,NA,747AU,0043-1745,NA
WOS:A1997XD02800003,"Impact of tillage practices on organic carbon and nitrogen storage in cool, humid soils of eastern Canada",SOIL & TILLAGE RESEARCH,3-4,41,191-201,APR,1997,"Angers, DA | Bolinder, MA | Carter, MR | Gregorich, EG | Drury, CF | Liang, BC | Voroney, RP | Simard, RR | Donald, RG | Beyaert, RP | Martel, J",tillage | organic matter | carbon | nitrogen | soil profile,NA,NA,XD028,0167-1987,NA
WOS:A1993LH46300023,APPLICATION PLACEMENT AND TIMING OF NITROGEN SOLUTION FOR NO-TILL CORN,AGRONOMY JOURNAL,3,85,645-650,MAY-JUN,1993,"STECKER, JA | BUCHHOLZ, DD | HANSON, RG | WOLLENHAUPT, NC | MCVAY, KA",,NA,NA,LH463,0002-1962,NA
WOS:000345025000020,Soil microaggregate and macroaggregate decay over time and soil carbon change as influenced by different tillage systems,JOURNAL OF SOIL AND WATER CONSERVATION,6,69,574-580,NOV-DEC,2014,"Al-Kaisi, M. M. | Douelle, A. | Kwaw-Mensah, D.",aggregate stability | carbon | nitrogen | organic matter | soil moisture | tillage systems,10.2489/jswc.69.6.574,NA,AT6BY,0022-4561,NA
WOS:000320090800001,Greenhouse gas fluxes from no-till rotated corn in the upper midwest,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,170,1-9,APR 15,2013,"Lehman, R. Michael | Osborne, Shannon L.",Dry land | Maize | GRACEnet | Methane | Nitrous oxide | No-till,10.1016/j.agee.2013.02.009,NA,160BI,0167-8809,NA
