uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
WOS:000471086000026,Winter and summer annual biotypes of camelina have different morphology and seed characteristics,INDUSTRIAL CROPS AND PRODUCTS,NA,135,230-237,SEP 1,2019,"Wittenberg, Alex | Anderson, James, V | Berti, Marisol T.",Winter camelina | NIR | Seed morphology | Seedling morphology | Fatty acids | Oil | Protein,10.1016/j.indcrop.2019.04.036,NA,IC6MK,0926-6690,NA,winter and summer annual biotypes of camelina have different morphology and seed characteristics
WOS:000454881500001,Crop Residue Management Challenges: A Special Issue Overview,AGRONOMY JOURNAL,1,111,1-3,JAN-FEB,2019,"Clay, David E. | Alverson, Ronald | Johnson, Jane M. F. | Karlen, Douglas L. | Clay, Sharon | Wang, Michael Q. | Bruggeman, Stephanie | Westhoff, Shaina",,10.2134/agronj2018.10.0657,NA,HG3NN,0002-1962,NA,crop residue management challenges: a special issue overview
WOS:000463695800027,Yield stability analysis reveals sources of large-scale nitrogen loss from the US Midwest,SCIENTIFIC REPORTS,NA,9,,APR 8,2019,"Basso, Bruno | Shuai, Guanyuan | Zhang, Jinshui | Robertson, G. Philip",,10.1038/s41598-019-42271-1,NA,HS2MX,2045-2322,NA,yield stability analysis reveals sources of large-scale nitrogen loss from the us midwest
WOS:000454151600012,Interseeded alfalfa reduces soil and nutrient runoff losses during and after corn silage production,JOURNAL OF SOIL AND WATER CONSERVATION,1,74,85-90,JAN-FEB,2019,"Osterholz, W. R. | Renz, M. J. | Jokela, W. E. | Grabber, J. H.",alfalfa | corn | interseeding | nutrient loss | runoff | soil erosion,10.2489/jswc.74.1.85,NA,HF3RG,0022-4561,NA,interseeded alfalfa reduces soil and nutrient runoff losses during and after corn silage production
WOS:000454881500030,"Field Pennycress Seeding Date and Corn Herbicide Management Effects on Corn, Pennycress, and Soybean Production",AGRONOMY JOURNAL,1,111,257-263,JAN-FEB,2019,"Bishop, Logan | Nelson, Kelly A.",,10.2134/agronj2018.03.0156,NA,HG3NN,0002-1962,NA,"field pennycress seeding date and corn herbicide management effects on corn, pennycress, and soybean production"
WOS:000443266100012,"Soil Organic Carbon Storage under Biofuel Cropping Systems in a Humid, Continental Climate",AGRONOMY JOURNAL,5,110,1748-1753,SEP-OCT,2018,"Ibrahim, Mostafa A. | Chua-Ona, Teresita | Liebman, Matt | Thompson, Michael L.",,10.2134/agronj2018.03.0204,NA,GS1GI,0002-1962,NA,"soil organic carbon storage under biofuel cropping systems in a humid, continental climate"
WOS:000430703200003,A Midsouthern Consultant's Survey on Weed Management Practices in Soybean,WEED TECHNOLOGY,2,32,116-125,MAR-APR,2018,"Schwartz-Lazaro, Lauren M. | Norsworthy, Jason K. | Steckel, Lawrence E. | Stephenson, Daniel O. | Bish, Mandy D. | Bradley, Kevin W. | Bond, Jason A.",Herbicide resistance | resistance management | weed control | weed management survey,10.1017/wet.2017.109,NA,GD7PB,0890-037X,NA,a midsouthern consultant's survey on weed management practices in soybean
WOS:000482988800047,Regenerating Agricultural Landscapes with Perennial Groundcover for Intensive Crop Production,AGRONOMY-BASEL,8,9,,AUG,2019,"Moore, Kenneth J. | Anex, Robert P. | Elobeid, Amani E. | Fei, Shuizhang | Flora, Cornelia B. | Goggi, A. Susana | Jacobs, Keri L. | Jha, Prashant | Kaleita, Amy L. | Karlen, Douglas L. | Laird, David A. | Lenssen, Andrew W. | Lubberstedt, Thomas | McDaniel, Marshall D. | Raman, D. Raj | Weyers, Sharon L.",maize | soybean | perennial | groundcover | cropping system | crop breeding | crop diversity | intercropping | soil health | soil quality | ecosystem services | water quality | technology adoption | integrated pest management,10.3390/agronomy9080458,NA,IT6ML,NA,NA,regenerating agricultural landscapes with perennial groundcover for intensive crop production
WOS:000442536500014,Winter Hardiness and Freezing Tolerance in a Hairy Vetch Collection,CROP SCIENCE,4,58,1594-1604,JUL-AUG,2018,"Wiering, Nicholas P. | Flavin, Claire | Sheaffer, Craig C. | Heineck, Garett C. | Sadok, Walid | Ehlke, Nancy J.",,10.2135/cropsci2017.12.0748,NA,GR3ZI,0011-183X,NA,winter hardiness and freezing tolerance in a hairy vetch collection
WOS:000423843600011,Contribution of wetlands to nitrate removal at the watershed scale,NATURE GEOSCIENCE,2,11,127-+,FEB,2018,"Hansen, Amy T. | Dolph, Christine L. | Foufoula-Georgiou, Efi | Finlay, Jacques C.",,10.1038/s41561-017-0056-6,NA,FU4ST,1752-0894,NA,contribution of wetlands to nitrate removal at the watershed scale
WOS:000454881500009,Measuring Rotation and Manure Effects in an Iowa Farm Soil Health Assessment,AGRONOMY JOURNAL,1,111,63-73,JAN-FEB,2019,"Karlen, Douglas L. | Obrycki, John F.",,10.2134/agronj2018.02.0113,NA,HG3NN,0002-1962,NA,measuring rotation and manure effects in an iowa farm soil health assessment
WOS:000419830900024,Specialty oilseed crops provide an abundant source of pollen for pollinators and beneficial insects,JOURNAL OF APPLIED ENTOMOLOGY,1-2,142,211-222,FEB,2018,"Thom, M. D. | Eberle, C. A. | Forcella, F. | Gesch, R. | Weyers, S.",Agroecology | Apis mellifera L | cover crops | hymenoptera | natural enemies | nutrition,10.1111/jen.12401,NA,FS5JK,0931-2048,NA,specialty oilseed crops provide an abundant source of pollen for pollinators and beneficial insects
WOS:000445085300031,Atrazine Transport through a Soil-Epikarst System,JOURNAL OF ENVIRONMENTAL QUALITY,5,47,1205-1213,SEP-OCT,2018,"Lerch, R. N. | Groves, C. G. | Polk, J. S. | Miller, B. V. | Shelley, J.",,10.2134/jeq2017.12.0492,NA,GU2FR,0047-2425,NA,atrazine transport through a soil-epikarst system
WOS:000443263200010,"Short Corn Rotations Do Not Improve Soil Quality, Compared with Corn Monocultures",AGRONOMY JOURNAL,4,110,1274-1288,JUL-AUG,2018,"Hoss, Mollie | Behnke, Gevan D. | Davis, Adam S. | Nafziger, Emerson D. | Villamil, Maria B.",,10.2134/agronj2017.11.0633,NA,GS1FR,0002-1962,NA,"short corn rotations do not improve soil quality, compared with corn monocultures"
WOS:000464935500006,Oilfield Reclamation Recovers Productivity but not Composition of Arthropod Herbivores and Predators,ENVIRONMENTAL ENTOMOLOGY,2,48,299-308,APR,2019,"Sylvain, Zachary A. | Espeland, Erin K. | Rand, Tatyana A. | West, Natalie M. | Branson, David H.",spiders | grasshoppers | orthoptera | rangeland | land-use change,10.1093/ee/nvz012,NA,HU0BD,0046-225X,NA,oilfield reclamation recovers productivity but not composition of arthropod herbivores and predators
WOS:000445422100007,"Iowa Stream Nitrate, Discharge and Precipitation: 30-Year Perspective",ENVIRONMENTAL MANAGEMENT,4,62,709-720,OCT,2018,"Jones, Christopher S. | Schilling, Keith E. | Simpson, Ian M. | Wolter, Calvin F.",Nitrate-nitrogen | Iowa | Agriculture | Hypoxia,10.1007/s00267-018-1074-x,NA,GU6KP,0364-152X,NA,"iowa stream nitrate, discharge and precipitation: 30-year perspective"
WOS:000484770100003,Agricultural management effects on soil health across the US Southern Great Plains,JOURNAL OF SOIL AND WATER CONSERVATION,5,75,419-425,SEP-OCT,2019,"Rottler, C. M. | Steiner, J. L. | Brown, D. P. | Duke, S. E.",conventional till | cover crops | no-till | soil health | southern plains agriculture,10.2489/jswc.74.5.419,NA,IW1ZE,0022-4561,NA,agricultural management effects on soil health across the us southern great plains
WOS:000456762600015,Carbon footprint of corn-soy-oats rotations in the US Midwest using data from real biological farm management practices,JOURNAL OF CLEANER PRODUCTION,NA,210,170-180,FEB 10,2019,"Eranki, Pragnya L. | Devkota, Jay | Landis, Amy E.",Carbon footprint | Crop rotation | Corn-soy-oats | Biological farming | Greenhouse gases | Soil & water assessment tool (SWAT),10.1016/j.jclepro.2018.11.002,NA,HI9GF,0959-6526,NA,carbon footprint of corn-soy-oats rotations in the us midwest using data from real biological farm management practices
WOS:000445082700015,Perennialization and Cover Cropping Mitigate Soil Carbon Loss from Residue Harvesting,JOURNAL OF ENVIRONMENTAL QUALITY,4,47,710-717,JUL-AUG,2018,"Jones, Curtis D. | Oates, Lawrence G. | Robertson, G. Philip | Izaurralde, R. Cesar",,10.2134/jeq2017.04.0177,NA,GU2ER,0047-2425,NA,perennialization and cover cropping mitigate soil carbon loss from residue harvesting
WOS:000471738100020,"Assessment of site-specific agricultural Best Management Practices in the Upper East River watershed, Wisconsin, using a field-scale SWAT model",JOURNAL OF GREAT LAKES RESEARCH,3,45,619-641,JUN,2019,"Merriman, Katherine R. | Daggupati, Prasad | Srinivasan, Raghavan | Hayhurst, Brett",Best management practices (BMPs) | Soil and Water Assessment Tool (SWAT) | Nutrients | Great Lakes Restoration Initiative (GLRI) | Edge-of-field (EOF) | Green Bay,10.1016/j.jglr.2019.02.004,NA,ID5TE,0380-1330,NA,"assessment of site-specific agricultural best management practices in the upper east river watershed, wisconsin, using a field-scale swat model"
WOS:000467539900003,Registration of 'WyoWinter' Feed Pea for the US Central Great Plains,JOURNAL OF PLANT REGISTRATIONS,2,13,128-133,MAY,2019,"Homer, A. | Islam, M. A. | Krall, J. M. | Nachtman, J. J. | Groose, R. W.",,10.3198/jpr2018.07.0047crc,NA,HX6UX,1936-5209,NA,registration of 'wyowinter' feed pea for the us central great plains
WOS:000450878200006,Differential Germination Characteristics of Dicamba-Resistant Kochia (Bassia scoparia) Populations in Response to Temperature,WEED SCIENCE,6,66,721-728,NOV,2018,"Kumar, Vipan | Jha, Prashant | Lim, Charlemagne A. | Stahlman, Phillip W.",Dicamba resistance | herbicide resistance | germination pattern | integrated weed management | temperature | weed seedbank,10.1017/wsc.2018.54,NA,HB2NN,0043-1745,NA,differential germination characteristics of dicamba-resistant kochia (bassia scoparia) populations in response to temperature
WOS:000423245500107,Beyond the nutrient strategies: Common ground to accelerate agricultural water quality improvement in the upper Midwest,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,206,1072-1080,JAN 15,2018,"Christianson, Reid | Christianson, Laura | Wong, Carol | Helmers, Matthew | McIsaac, Gregory | Mulla, David | McDonald, Moira",Water quality | Nitrogen | Phosphorus | Upper Mississippi River basin | Conservation | Tracking,10.1016/j.jenvman.2017.11.051,NA,FT6DW,0301-4797,NA,beyond the nutrient strategies: common ground to accelerate agricultural water quality improvement in the upper midwest
WOS:000428567100278,"Calibration of a Field-Scale Soil and Water Assessment Tool (SWAT) Model with Field Placement of Best Management Practices in Alger Creek, Michigan",SUSTAINABILITY,3,10,,MAR,2018,"Merriman, Katherine R. | Russell, Amy M. | Rachol, Cynthia M. | Daggupati, Prasad | Srinivasan, Raghavan | Hayhurst, Brett A. | Stuntebeck, Todd D.",best management practices (BMPs) | Soil and Water Assessment Tool (SWAT) | nutrients | field-scale | Great Lakes Restoration Initiative (GLRI) | edge-of-field (EOF),10.3390/su10030851,NA,GA8DA,2071-1050,NA,"calibration of a field-scale soil and water assessment tool (swat) model with field placement of best management practices in alger creek, michigan"
WOS:000459858500075,Corn stover harvest N and energy budgets in central Iowa,SCIENCE OF THE TOTAL ENVIRONMENT,NA,663,776-792,MAY 1,2019,"Malone, R. W. | Herbstritt, S. | Ma, L. | Richard, T. L. | Cibin, R. | Gassman, P. W. | Zhang, H. H. | Karlen, D. L. | Hatfield, J. L. | Obrycki, J. F. | Helmers, M. J. | Jaynes, D. B. | Kaspar, T. C. | Parkin, T. B. | Fang, Q. X.",RZWQM | Bioenergy | Water quality | Nitrate | Model | Drainage,10.1016/j.scitotenv.2019.01.328,NA,HN0EP,0048-9697,NA,corn stover harvest n and energy budgets in central iowa
WOS:000451208400014,"Assessing the Impact of Site-Specific BMPs Using a Spatially Explicit, Field-Scale SWAT Model with Edge-of-Field and Tile Hydrology and Water-Quality Data in the Eagle Creek Watershed, Ohio",WATER,10,10,,OCT,2018,"Merriman, Katherine R. | Daggupati, Prasad | Srinivasan, Raghavan | Toussant, Chad | Russell, Amy M. | Hayhurst, Brett",best management practices (BMPs) | Soil and Water Assessment Tool (SWAT) | nutrients | field-scale | Great Lakes Restoration Initiative (GLRI) | edge-of-field (EOF) | Western Lake Erie Basin (WLEB),10.3390/w10101299,NA,HB6UP,2073-4441,NA,"assessing the impact of site-specific bmps using a spatially explicit, field-scale swat model with edge-of-field and tile hydrology and water-quality data in the eagle creek watershed, ohio"
WOS:000426051100021,EFFECTS OF SUBSURFACE DRAINAGE SYSTEMS ON WATER AND NITROGEN FOOTPRINTS SIMULATED WITH RZWQM2,TRANSACTIONS OF THE ASABE,1,61,245-261,NA,2018,"Craft, K. J. | Helmers, M. J. | Malone, R. W. | Pederson, C. H. | Schott, L. R.",Agricultural simulation model | Drainage water management | Nonpoint-source pollution | Northern Gulf of Mexico hypoxic zone | Nutrient reduction | Subsurface drainage,10.13031/trans.12300,NA,FX4MF,2151-0032,NA,effects of subsurface drainage systems on water and nitrogen footprints simulated with rzwqm2
WOS:000436338600010,"Mulch and groundcover effects on soil temperature and moisture, surface reflectance, grapevine water potential, and vineyard weed management",PEERJ,NA,6,,JUN 25,2018,"Bavougian, Christina M. | Read, Paul E.",Vineyard floor management | Groundcover | Mulch | Weed control | Glyphosate | Vegetative vigor,10.7717/peerj.5082,NA,GK6YF,2167-8359,NA,"mulch and groundcover effects on soil temperature and moisture, surface reflectance, grapevine water potential, and vineyard weed management"
WOS:000482481800006,Response of Soil Greenhouse Gas Fluxes and Soil Properties to Nitrogen Fertilizer Rates under Camelina and Carinata Nonfood Oilseed Crops,BIOENERGY RESEARCH,3,12,524-535,SEP,2019,"Li, Ning | Kumar, Pardeep | Lai, Liming | Abagandura, Gandura Omar | Kumar, Sandeep | Nleya, Thandiwe | Sieverding, Heidi L. | Stone, James J. | Gibbons, William",Greenhouse gas fluxes | Nitrogen fertilizer | Camelina | Carinata | Soil organic carbon | Nonfood oilseed crops,10.1007/s12155-019-09987-4,NA,IS9QA,1939-1234,NA,response of soil greenhouse gas fluxes and soil properties to nitrogen fertilizer rates under camelina and carinata nonfood oilseed crops
WOS:000485929400017,Impacts of Sampling Design on Estimates of Microbial Community Diversity and Composition in Agricultural Soils,MICROBIAL ECOLOGY,3,78,753-763,OCT,2019,"Castle, Sarah C. | Samac, Deborah A. | Sadowsky, Michael J. | Rosen, Carl J. | Gutknecht, Jessica L. M. | Kinkel, Linda L.",Agriculture | Soil | Microbiota | Spatial sampling | Composite sampling | Amplicon sequencing | Bacteria | Fungi | ITS2 | 16S-V4,10.1007/s00248-019-01318-6,NA,IX8IF,0095-3628,NA,impacts of sampling design on estimates of microbial community diversity and composition in agricultural soils
WOS:000429187400034,Exploring the effects of nitrogen fertilization management alternatives on nitrate loss and crop yields in tile-drained fields in Illinois,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,213,341-352,MAY 1,2018,"Jeong, Hanseok | Bhattarai, Rabin",Best management practices | DSSAT | Maximum return to nitrogen | Nitrate loss | RZWQM | Tile flow,10.1016/j.jenvman.2018.02.062,NA,GB6OB,0301-4797,NA,exploring the effects of nitrogen fertilization management alternatives on nitrate loss and crop yields in tile-drained fields in illinois
WOS:000473794600110,"Climate and Land-Use Change Effects on Soil Carbon Stocks over 150 Years in Wisconsin, USA",REMOTE SENSING,12,11,,JUN 2,2019,"Huang, Jingyi | Hartemink, Alfred E. | Zhang, Yakun",4 per 1000 | climate change | best management practice | carbon sink | carbon pool | industrial revolution,10.3390/rs11121504,NA,IG4SY,2072-4292,NA,"climate and land-use change effects on soil carbon stocks over 150 years in wisconsin, usa"
WOS:000458932800002,Organic farmer perceptions of reduced tillage: A Michigan farmer survey,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2,34,103-115,APR,2019,"Lowry, Carolyn J. | Brainard, Daniel C.",organic | reduced tillage | survey | conservation tillage,10.1017/S1742170517000357,NA,HL7PF,1742-1705,NA,organic farmer perceptions of reduced tillage: a michigan farmer survey
WOS:000426223500010,"Comparison of a premix of atrazine, bicyclopyrone, mesotrione, and S-metolachlor with other preemergence herbicides for weed control and corn yield in no-tillage and reduced-tillage production systems in Nebraska, USA",SOIL & TILLAGE RESEARCH,NA,178,82-91,MAY,2018,"Sarangi, Debalin | Jhala, Amit J.",Dose-response | Goodness-of-fit | Herbicide mixture | Integrated weed management | Resistance management,10.1016/j.still.2017.12.018,NA,FX6UT,0167-1987,NA,"comparison of a premix of atrazine, bicyclopyrone, mesotrione, and s-metolachlor with other preemergence herbicides for weed control and corn yield in no-tillage and reduced-tillage production systems in nebraska, usa"
WOS:000427772400009,On-farm comparisons of soil organic carbon under no-tillage and chisel-plow systems,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,5,68,471-476,NA,2018,"Chatterjee, Amitava",Northern great plains | conservation tillage | mineralization | carbon pools | C:N ratio | bulk density,10.1080/09064710.2018.1431307,NA,FZ7HX,0906-4710,NA,on-farm comparisons of soil organic carbon under no-tillage and chisel-plow systems
WOS:000436494500017,"Surface Detention on Cropland, Rangeland, and Conservation Reserve Program Areas",TRANSACTIONS OF THE ASABE,3,61,955-966,NA,2018,"Gilley, J. E.",Depressional storage | Hydrographs | Hydrologic modeling | Overland flow | Runoff volume | Surface detention,10.13031/trans.12569,NA,GK8RJ,2151-0032,NA,"surface detention on cropland, rangeland, and conservation reserve program areas"
WOS:000474880000012,Fall Tillage Reduced Nutrient Loads from Liquid Manure Application during the Freezing Season,JOURNAL OF ENVIRONMENTAL QUALITY,4,48,889-898,JUL-AUG,2019,"Stock, Melanie N. | Arriaga, Francisco J. | Vadas, Peter A. | Good, Laura W. | Casler, Michael D. | Karthikeyan, K. G. | Zopp, Zachariah",,10.2134/jeq2018.11.0417,NA,II0FE,0047-2425,NA,fall tillage reduced nutrient loads from liquid manure application during the freezing season
WOS:000484542400019,Asymbiotic Nitrogen Fixation is Greater in Soils under Long-Term No-Till Versus Conventional Tillage,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,83,1148-1152,JUL-AUG,2019,"Franzen, David W. | Inglett, Patrick | Gasch, Caley K.",,10.2136/sssaj2019.03.0062,NA,IV8VF,0361-5995,NA,asymbiotic nitrogen fixation is greater in soils under long-term no-till versus conventional tillage
WOS:000440203900008,Impact of a New Deep Vertical Lime Placement Practice on Corn and Soybean Production in Conservation Tillage Systems,AGRONOMY-BASEL,7,8,,JUL,2018,"Blumenschein, Theodore G. | Nelson, Kelly A. | Motavalli, Peter P.",subsoil acidity | lime | deep vertical placement | conservation tillage | grain yield,10.3390/agronomy8070104,NA,GO6ZL,2073-4395,NA,impact of a new deep vertical lime placement practice on corn and soybean production in conservation tillage systems
WOS:000444292000008,Farmer Preferences for Agricultural Soil Carbon Sequestration Schemes,APPLIED ECONOMIC PERSPECTIVES AND POLICY,3,40,502-521,SEP,2018,"Gramig, Benjamin M. | Widmar, Nicole J. O.",Carbon offsets | tillage | choice experiment | attribute non-attendance | climate change | random parameters logit | option value,10.1093/aepp/ppx041,NA,GT2DK,2040-5790,NA,farmer preferences for agricultural soil carbon sequestration schemes
WOS:000452934500031,Assessment of long-term tillage practices on physical properties of two Ohio soils,SOIL & TILLAGE RESEARCH,NA,186,270-279,MAR,2019,"Hernandez, Tania D. Burgos | Slater, Brian K. | Corbala, Rebecca Tirado | Shaffer, Jared M.",Long-term no-till | Crop rotation | Soil compaction | Penetration resistance | Soil carbon,10.1016/j.still.2018.11.004,NA,HE0CN,0167-1987,NA,assessment of long-term tillage practices on physical properties of two ohio soils
WOS:000433653300020,"Tillage and cropping sequence effect on physico-chemical and biological properties of soil in Eastern Himalayas, India",SOIL & TILLAGE RESEARCH,NA,180,182-193,AUG,2018,"Das, Anup | Lyngdoh, Demandson | Ghosh, Probir Kumar | Lal, Rattan | Layek, Jayanta | Idapuganti, Ramkrushna Gandhiji",Conservation tillage | Efficient crops | Soil health,10.1016/j.still.2018.03.005,NA,GH7SI,0167-1987,NA,"tillage and cropping sequence effect on physico-chemical and biological properties of soil in eastern himalayas, india"
WOS:000448960700024,"Stream Nitrogen, Phosphorus, and Sediment Concentrations Show Contrasting Long-term Trends Associated with Agricultural Change",JOURNAL OF ENVIRONMENTAL QUALITY,6,47,1513-1521,NOV-DEC,2018,"Renwick, William H. | Vanni, Michael J. | Fisher, Thomas J. | Morris, Emily L.",,10.2134/jeq2018.04.0162,NA,GY9JS,0047-2425,NA,"stream nitrogen, phosphorus, and sediment concentrations show contrasting long-term trends associated with agricultural change"
WOS:000445080100008,Tillage and Fertilizer Management Effects on Phosphorus Runoff from Minimal Slope Fields,JOURNAL OF ENVIRONMENTAL QUALITY,3,47,462-470,MAY-JUN,2018,"Yuan, Mingwei | Fernandez, Fabian G. | Pittelkow, Cameron M. | Greer, Kristin D. | Schaefer, Daniel",,10.2134/jeq2017.07.0271,NA,GU2DR,0047-2425,NA,tillage and fertilizer management effects on phosphorus runoff from minimal slope fields
WOS:000445082700009,"Simulated Soil Organic Carbon Responses to Crop Rotation, Tillage, and Climate Change in North Dakota",JOURNAL OF ENVIRONMENTAL QUALITY,4,47,654-662,JUL-AUG,2018,"Nash, P. R. | Gollany, H. T. | Liebig, M. A. | Halvorson, J. J. | Archer, D. W. | Tanaka, D. L.",,10.2134/jeq2017.04.0161,NA,GU2ER,0047-2425,NA,"simulated soil organic carbon responses to crop rotation, tillage, and climate change in north dakota"
WOS:000437392100009,Carbon saturation and translocation in a no-till soil under organic amendments,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,264,73-84,SEP 1,2018,"Nicoloso, Rodrigo S. | Rice, Charles W. | Amado, Telmo J. C. | Costa, Claudia N. | Akley, Edwin K.",Soil organic matter | Conservation agriculture | No-tillage | Carbon sequestration | Carbon saturation | Carbon translocation,10.1016/j.agee.2018.05.016,NA,GL7OV,0167-8809,NA,carbon saturation and translocation in a no-till soil under organic amendments
WOS:000473162500021,Does No-Tillage Mitigate Stover Removal in irrigated Continuous Corn? A Multi-Location Assessment,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,3,83,733-742,MAY-JUN,2019,"Stewart, Catherine E. | Roosendaal, Damaris L. | Sindelar, Aaron | Pruessner, Elizabeth | Lin, Virginia L. | Schmer, Marty R.",,10.2136/sssaj2018.09.0352,NA,IF6AC,0361-5995,NA,does no-tillage mitigate stover removal in irrigated continuous corn? a multi-location assessment
WOS:000449495600005,Soil N2O emissions as affected by long-term residue removal and no-till practices in continuous corn,GLOBAL CHANGE BIOLOGY BIOENERGY,12,10,972-985,DEC,2018,"Yuan, Mingwei | Greer, Kristin D. | Nafziger, Emerson D. | Villamil, Maria B. | Pittelkow, Cameron M.",corn stover | Nitrous oxide | no-till | residue removal | tillage | yield-scaled N2O emissions,10.1111/gcbb.12564,NA,GZ5US,1757-1693,NA,soil n2o emissions as affected by long-term residue removal and no-till practices in continuous corn
WOS:000469901200095,Field-to-farm gate greenhouse gas emissions from corn stover production in the Midwestern US,JOURNAL OF CLEANER PRODUCTION,NA,226,1116-1127,JUL 20,2019,"Locker, C. Rebecca | Torkamani, Sarah | Laurenzi, Ian J. | Jin, Virginia L. | Schmer, Marty R. | Karlen, Douglas L.",Life-cycle assessment | Corn stover | Greenhouse gases | Bioenergy | Biofuel,10.1016/j.jclepro.2019.03.154,NA,IA9UA,0959-6526,NA,field-to-farm gate greenhouse gas emissions from corn stover production in the midwestern us
WOS:000445082700014,Soil Carbon Response to Projected Climate Change in the US Western Corn Belt,JOURNAL OF ENVIRONMENTAL QUALITY,4,47,704-709,JUL-AUG,2018,"Wienhold, Brian J. | Jin, Virginia L. | Schmer, Marty R. | Varvel, Gary E.",,10.2134/jeq2017.09.0379,NA,GU2ER,0047-2425,NA,soil carbon response to projected climate change in the us western corn belt
WOS:000453112700004,Conversion to bioenergy crops alters the amount and age of microbially-respired soil carbon,SOIL BIOLOGY & BIOCHEMISTRY,NA,128,35-44,JAN,2019,"Szymanski, Laura M. | Sanford, Gregg R. | Heckman, Katherine A. | Jackson, Randall D. | Marin-Spiotta, Erika",Long-term soil incubation | Radiocarbon | Soil carbon | Soil respiration | Bioenergy crops,10.1016/j.soilbio.2018.08.025,NA,HE2MR,0038-0717,NA,conversion to bioenergy crops alters the amount and age of microbially-respired soil carbon
WOS:000451039803208,LANDSAT-8 AND WORLDVIEW-3 DATA FOR ASSESSING CROP RESIDUE COVER,IGARSS 2018 - 2018 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,NA,NA,3844-3847,NA,2018,"Daughtry, C. S. T. | Graham, M. W. | Stern, A. J. | Quemada, M. | Hively, W. D. | Russ, A. L. | IEEE",Agriculture | Conservation tillage | Crops | Soils | Non-photosynthetic vegetation,NA,NA,BL4XL,2153-6996,NA,landsat-8 and worldview-3 data for assessing crop residue cover
WOS:000438190200060,High Levels of Glyphosate Resistance in Conyza canadensis from Agricultural and Non-Agricultural Sites in Ohio and Iowa,SCIENTIFIC REPORTS,NA,8,,JUL 11,2018,"Beres, Zachery T. | Ernst, Emily E. | Ackley, Bruce A. | Loux, Mark M. | Owen, Micheal D. K. | Snow, Allison A.",,10.1038/s41598-018-28163-w,NA,GM5OT,2045-2322,NA,high levels of glyphosate resistance in conyza canadensis from agricultural and non-agricultural sites in ohio and iowa
WOS:000432511600007,"Long-term crop rotation and tillage effects on soil greenhouse gas emissions and crop production in Illinois, USA",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,261,62-70,JUL 1,2018,"Behnke, Gevan D. | Zuber, Stacy M. | Pittelkow, Cameron M. | Nafziger, Emerson D. | Villamil, Maria B.",Greenhouse gas emissions | Crop rotation | Tillage | No-till | Nitrous oxide | Carbon dioxide | Methane | Corn | Soybean | Wheat | Yields | Nitrate | Ammonium | Midwest | Illinois,10.1016/j.agee.2018.03.007,NA,GG2HU,0167-8809,NA,"long-term crop rotation and tillage effects on soil greenhouse gas emissions and crop production in illinois, usa"
WOS:000462770500002,Long-Term Effects of Different Passages of Vehicular Traffic on Soil Properties and Carbon Storage of a Crosby Silt Loam in USA,PEDOSPHERE,2,29,150-160,APR,2019,"Yadav, Gulab Singh | Lal, Rattan | Meena, Ram Swaroop | Rimal, Basant",carbon stock | heavy machinery | no-till | residue retention | soil aggregates | soil compaction | soil quality | well-drained soil,10.1016/S1002-0160(19)60796-4,NA,HQ9TM,1002-0160,NA,long-term effects of different passages of vehicular traffic on soil properties and carbon storage of a crosby silt loam in usa
WOS:000430783800014,Ecosystem carbon exchange on conversion of Conservation Reserve Program grasslands to annual and perennial cropping systems,AGRICULTURAL AND FOREST METEOROLOGY,NA,253,151-160,MAY 1,2018,"Abraha, Michael | Hamilton, Stephen K. | Chen, Jiquan | Robertson, G. Philip",Eddy covariance | Net ecosystem exchange | Land use change | Corn | Switchgrass | Restored prairie | Climate change mitigation,10.1016/j.agrformet.2018.02.016,NA,GD8TA,0168-1923,NA,ecosystem carbon exchange on conversion of conservation reserve program grasslands to annual and perennial cropping systems
WOS:000453901300001,Rainfall Intensification Enhances Deep Percolation and Soil Water Content in Tilled and No-Till Cropping Systems of the US Midwest,VADOSE ZONE JOURNAL,1,17,,DEC 20,2018,"Hess, Laura J. T. | Hinckley, Eve-Lyn S. | Robertson, G. Philip | Hamilton, Stephen K. | Matson, Pamela A.",,10.2136/vzj2018.07.0128,NA,HF1BX,1539-1663,NA,rainfall intensification enhances deep percolation and soil water content in tilled and no-till cropping systems of the us midwest
