"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review"
"753",85,"2006-2",1,"maize yield",NA,"2","ton/ha","LSD","mean",0,3,NA,"10.8",1,3,NA,9.2,"ns","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Crop Yields","Grain Production","Corn","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"754",85,"2006-2",2,"maize yield",NA,"3","ton/ha","LSD","mean",0,4,NA,"8.9",1,4,NA,10.7,"ns","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Crop Yields","Grain Production","Corn","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"755",85,"2006-2",1,"maize yield",NA,"3","ton/ha","LSD","mean",0,4,NA,"12.7",1,4,NA,12.9,"ns","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Crop Yields","Grain Production","Corn","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"756",95,"2002-3",1,"total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)",NA,"1","number","Dunnett","mean",0,NA,NA,"6.62",1,NA,NA,7.04,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"757",95,"2002-3",2,"total counts of adult bean leaf beetles (Cerotoma trifurcata)",NA,"1","number","Dunnett","mean",0,NA,NA,"10.57",1,NA,NA,4.86,"0.05","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"758",95,"2002-3",3,"total counts of adult bean leaf beetles (Cerotoma trifurcata)",NA,"1","number","Dunnett","mean",0,NA,NA,"10.57",1,NA,NA,10.32,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"759",95,"2002-3",0,"average total Bean pod mottle virus (Comoviridae)",NA,"1","number","Dunnett","mean",0,NA,NA,"48.54",1,NA,NA,38.31,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Pathogens","Bean pod mottle virus","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"760",95,"2002-3",0,"soybean grain yield",NA,"1","q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,"36.36",1,NA,NA,36.62,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Crop Yields","Grain Production","Soybean","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"761",95,"2002-3",2.5,"soybean grain yield",NA,"2","q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,"21.77",2,NA,NA,22.46,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Crop Yields","Grain Production","Soybean","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"762",95,"2002-3",1,"soybean grain yield",NA,"3","q/ha (quintal/hectare)","Dunnett","mean",0,NA,NA,"27.94",2,NA,NA,25.53,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Crop Yields","Grain Production","Soybean","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"763",73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,"1","%","Bayesian LSD","mean",0,NA,NA,"25.9",1,NA,NA,2.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"764",73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,"1","%","Bayesian LSD","mean",0,NA,NA,"25.9",2,NA,NA,1.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"765",73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,"1.5","%","Bayesian LSD","mean",0,NA,NA,"28.4",1,NA,NA,9.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"766",73,"2000-3",2,"Stewart's wilt incidence (maize)",NA,"1.5","%","Bayesian LSD","mean",0,NA,NA,"28.4",2,NA,NA,8.1,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"767",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"1","%","Bayesian LSD","mean",0,NA,NA,"40.8",1,NA,NA,9.8,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"768",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"1","%","Bayesian LSD","mean",0,NA,NA,"40.8",2,NA,NA,5.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"769",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"1.5","%","Bayesian LSD","mean",0,NA,NA,"90.5",1,NA,NA,24.3,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"770",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"1.5","%","Bayesian LSD","mean",0,NA,NA,"90.5",2,NA,NA,26.2,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"771",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"3","%","Bayesian LSD","mean",0,NA,NA,"15.6",1,NA,NA,3.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.125 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"772",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"3","%","Bayesian LSD","mean",0,NA,NA,"15.6",2,NA,NA,3.1,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.15 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"773",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"3","%","Bayesian LSD","mean",0,NA,NA,"15.6",3,NA,NA,2.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.25 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"774",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"3","%","Bayesian LSD","mean",0,NA,NA,"15.6",4,NA,NA,2.2,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.50 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"775",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"2","%","Bayesian LSD","mean",0,NA,NA,"8.1",1,NA,NA,3.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"776",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"2","%","Bayesian LSD","mean",0,NA,NA,"8.1",2,NA,NA,1.9,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"777",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"2.5","%","Bayesian LSD","mean",0,NA,NA,"9",1,NA,NA,2.7,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"778",73,"2000-3",1,"Stewart's wilt incidence (maize)",NA,"2.5","%","Bayesian LSD","mean",0,NA,NA,"9",2,NA,NA,1.6,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"779",73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,"2","%","Bayesian LSD","mean",0,NA,NA,"44.2",1,NA,NA,8.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"780",73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,"2","%","Bayesian LSD","mean",0,NA,NA,"44.2",2,NA,NA,7.1,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"781",73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,"2","%","Bayesian LSD","mean",0,NA,NA,"24.7",1,NA,NA,6.8,"0.05","untreated_seedI","untreated","untreated maize seed (Supersweet Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.19 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"782",73,"2000-3",3,"Stewart's wilt incidence (maize)",NA,"2","%","Bayesian LSD","mean",0,NA,NA,"24.7",2,NA,NA,5.2,"0.05","untreated_seedI","untreated","untreated maize seed (Supersweet Jubilee)","clothianidin (Poncho)","insecticide seed treatment, clothianidin (0.34 mg ai / seed)","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management"
"783",70,"2012-3",1,"maize stand count",NA,"1","# plants / ha","F-test","mean",0,NA,NA,"11987.1",2,NA,NA,13044.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"784",70,"2012-3",1,"maize stand count",NA,"1","# plants / ha","F-test","sem",0,NA,NA,"503.7",2,NA,NA,259.5,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"785",70,"2012-3",2,"maize stand count",NA,"1","# plants / ha","F-test","mean",0,NA,NA,"12075.1",2,NA,NA,13529.4,"0.05","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"786",70,"2012-3",2,"maize stand count",NA,"1","# plants / ha","F-test","sem",0,NA,NA,"333.7",2,NA,NA,340.4,"0.05","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"787",70,"2012-3",3,"maize stand count",NA,"1","# plants / ha","F-test","mean",0,NA,NA,"12780.2",2,NA,NA,11281.8,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"788",70,"2012-3",3,"maize stand count",NA,"1","# plants / ha","F-test","sem",0,NA,NA,"50.9",2,NA,NA,804.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"789",70,"2012-3",1,"maize stand count",NA,"2","# plants / ha","F-test","mean",0,NA,NA,"12533.4",2,NA,NA,13344.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"790",70,"2012-3",1,"maize stand count",NA,"2","# plants / ha","F-test","sem",0,NA,NA,"202.3",2,NA,NA,243.2,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"791",70,"2012-3",2,"maize stand count",NA,"2","# plants / ha","F-test","mean",0,NA,NA,"11458.1",2,NA,NA,12317.5,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"792",70,"2012-3",2,"maize stand count",NA,"2","# plants / ha","F-test","sem",0,NA,NA,"187",2,NA,NA,782,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"793",70,"2012-3",3,"maize stand count",NA,"2","# plants / ha","F-test","mean",0,NA,NA,"10841.1",2,NA,NA,11193.7,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"794",70,"2012-3",3,"maize stand count",NA,"2","# plants / ha","F-test","sem",0,NA,NA,"139.4",2,NA,NA,107.9,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"795",70,"2012-3",2,"maize stand count",NA,"3","# plants / ha","F-test","mean",0,NA,NA,"11281.8",2,NA,NA,11590.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"796",70,"2012-3",2,"maize stand count",NA,"3","# plants / ha","F-test","sem",0,NA,NA,"160.9",2,NA,NA,84.4,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"797",70,"2012-3",3,"maize stand count",NA,"3","# plants / ha","F-test","mean",0,NA,NA,"11546.3",2,NA,NA,11546.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"798",70,"2012-3",3,"maize stand count",NA,"3","# plants / ha","F-test","sem",0,NA,NA,"152.6",2,NA,NA,233.2,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Stand Count","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"799",70,"2012-3",1,"maize root rating (pathogen infection)",NA,"1","node injury rating","F-test","mean",0,NA,NA,"0.109",2,NA,NA,0.101,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"800",70,"2012-3",1,"maize root rating (pathogen infection)",NA,"1","node injury rating","F-test","sem",0,NA,NA,"0.002",2,NA,NA,0.006,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"801",70,"2012-3",2,"maize root rating (pathogen infection)",NA,"1","node injury rating","F-test","mean",0,NA,NA,"0.175",2,NA,NA,0.189,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"802",70,"2012-3",2,"maize root rating (pathogen infection)",NA,"1","node injury rating","F-test","sem",0,NA,NA,"0.013",2,NA,NA,0.03,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"803",70,"2012-3",3,"maize root rating (pathogen infection)",NA,"1","node injury rating","F-test","mean",0,NA,NA,"0.12",2,NA,NA,0.077,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"804",70,"2012-3",3,"maize root rating (pathogen infection)",NA,"1","node injury rating","F-test","sem",0,NA,NA,"0.012",2,NA,NA,0.009,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"805",70,"2012-3",1,"maize root rating (pathogen infection)",NA,"2","node injury rating","F-test","mean",0,NA,NA,"0.057",2,NA,NA,0.047,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"806",70,"2012-3",1,"maize root rating (pathogen infection)",NA,"2","node injury rating","F-test","sem",0,NA,NA,"0.005",2,NA,NA,0.005,"0.04","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"807",70,"2012-3",2,"maize root rating (pathogen infection)",NA,"2","node injury rating","F-test","mean",0,NA,NA,"0.98",2,NA,NA,0.36,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"808",70,"2012-3",2,"maize root rating (pathogen infection)",NA,"2","node injury rating","F-test","sem",0,NA,NA,"0.29",2,NA,NA,0.12,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"809",70,"2012-3",3,"maize root rating (pathogen infection)",NA,"2","node injury rating","F-test","mean",0,NA,NA,"0.11",2,NA,NA,0.11,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"810",70,"2012-3",3,"maize root rating (pathogen infection)",NA,"2","node injury rating","F-test","sem",0,NA,NA,"0.0084",2,NA,NA,0.0039,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"811",70,"2012-3",2,"maize root rating (pathogen infection)",NA,"3","node injury rating","F-test","mean",0,NA,NA,"2.22",2,NA,NA,1.09,"0.02","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"812",70,"2012-3",2,"maize root rating (pathogen infection)",NA,"3","node injury rating","F-test","sem",0,NA,NA,"0.37",2,NA,NA,0.33,"0.02","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"813",70,"2012-3",3,"maize root rating (pathogen infection)",NA,"3","node injury rating","F-test","mean",0,NA,NA,"0.03",2,NA,NA,0.017,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"814",70,"2012-3",3,"maize root rating (pathogen infection)",NA,"3","node injury rating","F-test","sem",0,NA,NA,"0.0036",2,NA,NA,0.0066,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"815",70,"2012-3",1,"maize yield",NA,"1","kg / ha","F-test","mean",0,NA,NA,"7932.7",2,NA,NA,7925.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"816",70,"2012-3",1,"maize yield",NA,"1","kg / ha","F-test","sem",0,NA,NA,"308",2,NA,NA,633.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"817",70,"2012-3",2,"maize yield",NA,"1","kg / ha","F-test","mean",0,NA,NA,"12199.1",2,NA,NA,11790.5,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"818",70,"2012-3",2,"maize yield",NA,"1","kg / ha","F-test","sem",0,NA,NA,"519.1",2,NA,NA,277,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"819",70,"2012-3",3,"maize yield",NA,"1","kg / ha","F-test","mean",0,NA,NA,"7097.1",2,NA,NA,7770.9,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"820",70,"2012-3",3,"maize yield",NA,"1","kg / ha","F-test","sem",0,NA,NA,"347.3",2,NA,NA,328.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"821",70,"2012-3",1,"maize yield",NA,"2","kg / ha","F-test","mean",0,NA,NA,"11556.6",2,NA,NA,12451.2,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"822",70,"2012-3",1,"maize yield",NA,"2","kg / ha","F-test","sem",0,NA,NA,"381.3",2,NA,NA,839.7,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"823",70,"2012-3",2,"maize yield",NA,"2","kg / ha","F-test","mean",0,NA,NA,"12151.9",2,NA,NA,12693.3,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"824",70,"2012-3",2,"maize yield",NA,"2","kg / ha","F-test","sem",0,NA,NA,"234.5",2,NA,NA,251,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"825",70,"2012-3",3,"maize yield",NA,"2","kg / ha","F-test","mean",0,NA,NA,"14665.1",2,NA,NA,14903.9,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"826",70,"2012-3",3,"maize yield",NA,"2","kg / ha","F-test","sem",0,NA,NA,"538.7",2,NA,NA,203.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"827",70,"2012-3",2,"maize yield",NA,"3","kg / ha","F-test","mean",0,NA,NA,"14072.3",2,NA,NA,14559.1,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
"828",70,"2012-3",2,"maize yield",NA,"3","kg / ha","F-test","sem",0,NA,NA,"352.4",2,NA,NA,594.6,"ns","untreated_seedIF","untreated","untreated maize seed","clothianidin; fungicide","1.25 mg clothianidin + fungicides","Crop Yields","Grain Production","Corn","Neonicotinoid & Fungicide","Seed","Early Season Pest Management"
