"","DOI","Paper_id","State","Latitude","Longitude","Year_start","Years_num","Annual_precip","Reps","Trtmt_main","NAME"
"236","10.1603/029.102.0613",88,"MI",42.28,-85.55,2005,3,NA,"4 to 6","pest management","Kalamazoo"
"237","10.1603/029.102.0613",88,"MI",43.33,-84.09,2005,3,NA,"4 to 6","pest management","Saginaw"
"238","10.1603/029.102.0613",88,"MN",44.38,-95.3,2005,3,NA,"4 to 6","pest management","Redwood"
"239","10.1603/029.102.0613",88,"MN",44.67,-93.09,2005,3,NA,"4 to 6","pest management","Dakota"
"240","10.1603/029.102.0127",89,"NE",42.38,-96.99,2005,2,NA,"4.0","pest management","Dixon"
"241","10.2134/agronj2007.0142",90,"IO",41.82,-90.55,2004,2,NA,"4.0","soil fumigation","Clinton"
"242","10.2134/agronj2007.0142",90,"IO",42.02,-93.46,2004,2,NA,"4.0","soil fumigation","Story"
"243","10.2134/agronj2007.0142",90,"IO",42.18,-93.55,2004,2,NA,"4.0","soil fumigation","Story"
"244","10.1094/ PDIS-92-1-0120",91,"NE",46.9,-97.21,2003,2,NA,"4.0","seed treatment","Cass"
"245","10.1094/ PDIS-92-1-0120",91,"NE",41.71,-100.13,2003,2,NA,"4.0","seed treatment","Custer"
"246","10.1094/ PDIS-92-1-0120",91,"NE",38.36,-98.78,2003,2,NA,"4.0","seed treatment","Barton"
"247","10.1094/ PDIS-92-1-0120",91,"NE",46.36,-98.3,2003,2,NA,"4.0","seed treatment","LaMoure"
"248","10.1094/ PDIS-92-1-0120",91,"NE",47.73,-97.6,2003,2,NA,"4.0","seed treatment","Grand Forks"
"249","10.1094/ PDIS-92-1-0120",91,"NE",41.69,-100.01,2003,2,NA,"4.0","seed treatment","Custer"
"250","10.1094/ PDIS-92-1-0120",91,"NE",41.57,-100.7,2003,1,NA,"4.0","seed treatment","Logan"
"251","10.1094/ PDIS-92-1-0120",91,"NE",41.77,-99.71,2003,1,NA,"4.0","seed treatment","Blaine"
"252","10.1023/B:PLSO.0000016561.58742.93",92,"MN",46.23,-94.48,2001,1,NA,"6.0","tillage","Morrison"
"253","10.1023/B:PLSO.0000016561.58742.93",92,"MN",46.27,-94.53,2001,1,NA,"6.0","tillage","Morrison"
"254","11abc",93,"IO",42.21,-93.4,2002,2,NA,"4 or 8","seed treatments","Hardin"
"255","11abc",93,"IO",42.82,-92.1,2002,2,NA,"4 or 8","seed treatments","Bremer"
"256","11abc",93,"IO",42.73,-95.58,2002,2,NA,"4 or 8","seed treatments","Cherokee"
"257","10.1094/PD-78-0817",94,"IN",38.74,-87.49,1992,2,NA,"3.0","seed treatments","Knox"
"258","10.1094/PD-78-0817",94,"IN",40.9,-85.79,1992,2,NA,"4.0","seed treatments","Wabash"
"259","10.1093/jee/101.4.1211",95,"IA",42.05,-93.48,2002,2,NA,"7 or 8","seed and foliar treatments","Story"
"260","10.1093/jee/101.4.1212",95,"IA",43.07,-92.82,2002,3,NA,"7 or 8","seed and foliar treatments","Floyd"
"261","10.1093/jee/101.4.1213",95,"IA",43.09,-95.64,2002,3,NA,"7 or 8","seed and foliar treatments","O'Brien"
"262","10.1094/ PDIS-93-9-0875",96,"IA",41.16,-92.63,2005,3,NA,"4.0","cultivar","Wapello"
"263","10.1094/ PDIS-93-9-0875",96,"NE",41.78,-96.22,2005,2,NA,"4.0","cultivar","Burt"
"264","10.1094/ PDIS-93-9-0875",96,"OH",41.28,-83.84,2005,2,NA,"4.0","cultivar","Wood"
"265","10.1094/ PDIS-93-9-0875",96,"SD",45.45,-98.1,2003,1,NA,"3.0","cultivar","Brown"
"266","10.1094/ PDIS-93-9-0875",96,"WI",42.72,-87.81,2006,1,NA,"4.0","cultivar","Racine"
"267","10.1094/ PDIS-93-9-0875",96,"Canada",50.77,-86.69,2004,1,NA,"4.0","cultivar",NA
"268","10.1094/ PDIS-93-9-0875",96,"IA",42.78,-94.95,2005,3,NA,"4.0","cultivar","Buena Vista"
"269","10.1094/ PDIS-93-9-0875",96,"IA",42.11,-92.99,2005,3,NA,"4.0","cultivar","Marshall"
