"review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","per_change","actual_diff"
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (0-15 cm depth)","0-15 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (0-15 cm depth)","0-15 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (0-15 cm depth)","0-15 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","mean",0,NA,NA,1.2,1,NA,NA,1.28,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",6.66666666666667,0.0800000000000001
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Soil bulk density","bulk density (15-30 cm depth)","15-30 cm","0-30 cm","g / cm3","LSD","sem",0,NA,NA,0.04,1,NA,NA,0.04,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,33.8,1,NA,NA,35.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",5.91715976331361,2
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,32,1,NA,NA,35.6,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",11.25,3.6
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Sand content","percent sand  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,4.8,1,NA,NA,4.8,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.4,1,NA,NA,37.7,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-6.68316831683167,-2.7
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","mean",0,NA,NA,40.2,1,NA,NA,36.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",-8.20895522388061,-3.3
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Silt content","percent silt  (15-30 cm depth)","15-30 cm","0-30 cm","%","LSD","sem",0,NA,NA,2.9,1,NA,NA,2.9,"0.05",NA,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",7,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","mean",0,NA,NA,25.9,1,NA,NA,26.5,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",2.31660231660232,0.600000000000001
"Cover crop",47,"2008-7",1,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2,1,NA,NA,2,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",2,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2,1,NA,NA,2,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",3,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2,1,NA,NA,2,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",4,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2,1,NA,NA,2,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",5,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2,1,NA,NA,2,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
"Cover crop",47,"2008-7",6,0,"Other Soil Properties","Physical Properties","Clay content","percent clay  (0-15 cm depth)","0-15 cm","0-30 cm","%","LSD","sem",0,NA,NA,2,1,NA,NA,2,"ns",0,"mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume",0,0
