Paper_id,Duration,Year_result,Loc_multi_results,Review_id,Group_RV,Response_var,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt_id1,Trt1_interaction,Trt1_interaction2,Trt_id1value,Trt_id2,Trt2_interaction,Trt2_interaction2,Trt_id2value,Sig_level,Effect,Effect_norm,Group_finelevel,Trt_id1name,Trt_id1description,Trt_id2name,Trt_id2description,Reviewers_results_short,Reviewers_results_long,Authors_comments
20,2009-3,0,0,Cover crop,Soil,cumulative N2O-N emissions from soil,,"1,2,3",kg N2O-NA / ha,LSD,SEM,0,4,,0.69,1,4,,1.76,0.96,0,0,mono,no cover crop,"no winter cover crop, 225 kg fertilizer N / ha",winter rye,"rye winter cover crop, 225 kg fertilizer N / ha",average annual soil water storage was relatively unaffected by rye cover crops.,"While there was no statistical difference in cumulative nitrous oxide emissions with winter rye cover crops, the effect rye had on emissions was inconsistent across fertilizer treatments. Generally, when no fertilizer was added the addition of rye cover crops reduced the cumulative nitrous oxide emissions. However, at medium fertilization rates (135 kg N / ha) cover crops increased emissions. There was no difference in emissions at high levels of fertilization (225 kg N / ha). ","In this study, nitrous oxide emissions were greater in fertilized treatments than unfertilized treatments, but the relationship between nitrous oxide emissions and nitrogen rate was not consistent between cover crop treatments. In this study, fertilizer was applied in concentrated bands, conincident with high rainfall. Due to the high mineral nitrogen availability in soils in and directly adjacent to the bands, nitrogen immobilization in cover crop residue was likely insufficient to decrease nitrous oxide emissions by decreasing nitrate availability (Jarecki et al., 2009). At the same time, give the favorable conditions for denitrification in these soils following nitrogen application, carbon substrate provided by cover crop residue likely stimulated denitrification and nitrous oxide emissions at the N135 (medium fertilization), the nitrogen rate closest to the economic optimum. It is not clear why this effect was not also observed at N225 (high fertilization). "
21,2008-1,1,0,Cover crop,Crop Production,maize silage N removal,,1,kg / ha,LSD,mean,0,,,176,1,,,143,0.05,-1,-1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,winter rye cover crop reduced maize nitrogen uptake compared to winter fallow.,The addition of a winter rye cover crop reduced maize yields and nitrogen uptake.,"In 2008, corn yield on the west field after rye was reduced by 19%, compared with corn after winter fallow on the east field. Rye and management differences associated with the rye were likely responsible for the reduced corn yield on the west field. Consequently, the cooperating farmer chose to forego a second cover crop year because of the risk of corn yield loss after rye. Residue remaining after rye termination provided a mulch that impeded soil drying and delayed corn planting, likely contributing to corn yield loss. Slow soil drying may be prevented by allowing rye to grow until harvestable as with rye/corn forage double-crop systems, rye forage may offset corn yield losses from delayed planting. Field cultivation after rye did not provide adequate seedbed preparation before corn planting, and more aggressive tillage may have been warranted."
21,2008-1,1,0,Cover crop,Crop Production,maize silage yield,,1,Mg / ha,LSD,mean,0,,,17.1,1,,,14.4,0.05,-1,-1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,winter rye cover crop reduced maize dry matter yields compared to winter fallow.,The addition of a winter rye cover crop reduced maize yields and nitrogen uptake.,"In 2008, corn yield on the west field after rye was reduced by 19%, compared with corn after winter fallow on the east field. Rye and management differences associated with the rye were likely responsible for the reduced corn yield on the west field. Consequently, the cooperating farmer chose to forego a second cover crop year because of the risk of corn yield loss after rye. Residue remaining after rye termination provided a mulch that impeded tsoil drying and delated corn planting, likely contributing to corn yield loss. Slow soil drying may be prevented by allowing rye to grow until harvestable as with rye/corn forage double-crop systems, rye forage may offset corn yield losses from delayed planting. Field cultivation after rye did not provide adequate seedbed preparation before corn planting, and more aggressive tillage may have been warranted."
21,2008-1,1,0,Cover crop,Soil,"Olsen phosphorus (Olsen P) concentration in Fall, 0-30 cm",0-30 cm,1,mg / kg,LSD,mean,0,,,71,1,,,61,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,soil phosphorus levels (0-90 cm depth) in the spring and fall were unaffected by winter rye crops compared to winter fallow.,Olsen phosphorus storage from 0-90 cm in depth measured in the fall and spring were similar among fields with winter rye cover crops and winter fallow.,"Fall soil Olsen P storage was generally similar between fields, but average Olsen P storage decreased by 58% in the 30 to 60 cm layer and 55% in the 60 to 90 cm layer from 2006 to 2009."
21,2008-1,1,0,Cover crop,Soil,"Olsen phosphorus (Olsen P) concentration in Fall, 30-60 cm",30-60 cm,1,mg / kg,LSD,mean,0,,,15,1,,,15,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,soil phosphorus levels (0-90 cm depth) in the spring and fall were unaffected by winter rye crops compared to winter fallow.,Olsen phosphorus storage from 0-90 cm in depth measured in the fall and spring were similar among fields with winter rye cover crops and winter fallow.,"Fall soil Olsen P storage was generally similar between fields, but average Olsen P storage decreased by 58% in the 30 to 60 cm layer and 55% in the 60 to 90 cm layer from 2006 to 2009."
21,2008-1,1,0,Cover crop,Soil,"Olsen phosphorus (Olsen P) concentration in Fall, 60-90 cm",60-90 cm,1,mg / kg,LSD,mean,0,,,11,1,,,10,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,soil phosphorus levels (0-90 cm depth) in the spring and fall were unaffected by winter rye crops compared to winter fallow.,Olsen phosphorus storage from 0-90 cm in depth measured in the fall and spring were similar among fields with winter rye cover crops and winter fallow.,"Fall soil Olsen P storage was generally similar between fields, but average Olsen P storage decreased by 58% in the 30 to 60 cm layer and 55% in the 60 to 90 cm layer from 2006 to 2009."
21,2008-1,1,0,Cover crop,Soil,"Olsen phosphorus (Olsen P) concentration in Spring, 0-60 cm",0-60 cm,1,mg / kg,LSD,mean,0,,,10.5,1,,,8.2,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,soil phosphorus levels (0-90 cm depth) in the spring and fall were unaffected by winter rye crops compared to winter fallow.,Olsen phosphorus storage from 0-90 cm in depth measured in the fall and spring were similar among fields with winter rye cover crops and winter fallow.,No rye treatment effect on spring Olsen P concentration was observed for any soil layer or year. The lack of rye treatment effect is not surprising since rye cover crops typically accumulate little P.
21,2008-1,1,0,Cover crop,Soil,soil nitrate nitrogen (NO3-N) concentration in Fall 0-30 cm,0-30 cm,1,mg / kg,LSD,mean,0,,,19,1,,,20,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"soil nitrate levels in the top 60 cm of soil were unaffected by rye cover crops in the fall, but between 60-90 cm nitrate levels were reduced with winter rye. Soil nitrate in the spring (0-60 cm depth) were also reduced with winter rye cover crops.","Winter rye cover crops reduced soil nitrate levels in the fall between 60-90 cm in depth and in the spring between 0-60 cm depth. In the fall, the top 60 cm of soil had similar soil nitrate levels with winter rye compared to winter fallow.","Based on spring soil nitrate test recommendations for 0 to 60 cm, our spring sampling revealed that supplemental nitrogen fertilizer would have been recommended for both fields each year even with high-rate annual manure applications. An average of 47 kn N / ha would have been recommended after winter fallow, whereas 77 kg N / ha would have been recommended after rye in 2008.Based on these recommendations, farmers would likely have to provide supplemental spring fertilizer, especially after rye, to meet corn yield goals. Rye reduced the spring profile (0 to 60 cm) soil nitrate concentration by 46% in 2008, and the rye treatment effect existed for all depths below 5 cm. "
21,2008-1,1,0,Cover crop,Soil,"soil nitrate nitrogen (NO3-N) concentration in Fall, 30-60 cm",30-60 cm,1,mg / kg,LSD,mean,0,,,23,1,,,15,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"soil nitrate levels in the top 60 cm of soil were unaffected by rye cover crops in the fall, but between 60-90 cm nitrate levels were reduced with winter rye. Soil nitrate in the spring (0-60 cm depth) were also reduced with winter rye cover crops.","Winter rye cover crops reduced soil nitrate levels in the fall between 60-90 cm in depth and in the spring between 0-60 cm depth. In the fall, the top 60 cm of soil had similar soil nitrate levels with winter rye compared to winter fallow.","Based on spring soil nitrate test recommendations for 0 to 60 cm, our spring sampling revealed that supplemental nitrogen fertilizer would have been recommended for both fields each year even with high-rate annual manure applications. An average of 47 kn N / ha would have been recommended after winter fallow, whereas 77 kg N / ha would have been recommended after rye in 2008.Based on these recommendations, farmers would likely have to provide supplemental spring fertilizer, especially after rye, to meet corn yield goals. Rye reduced the spring profile (0 to 60 cm) soil nitrate concentration by 46% in 2008, and the rye treatment effect existed for all depths below 5 cm. "
21,2008-1,1,0,Cover crop,Soil,"soil nitrate nitrogen (NO3-N) concentration in Fall, 60-90 cm",60-90 cm,1,mg / kg,LSD,mean,0,,,56,1,,,32,0.05,-1,-1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"soil nitrate levels in the top 60 cm of soil were unaffected by rye cover crops in the fall, but between 60-90 cm nitrate levels were reduced with winter rye. Soil nitrate in the spring (0-60 cm depth) were also reduced with winter rye cover crops.","Winter rye cover crops reduced soil nitrate levels in the fall between 60-90 cm in depth and in the spring between 0-60 cm depth. In the fall, the top 60 cm of soil had similar soil nitrate levels with winter rye compared to winter fallow.","Based on spring soil nitrate test recommendations for 0 to 60 cm, our spring sampling revealed that supplemental nitrogen fertilizer would have been recommended for both fields each year even with high-rate annual manure applications. An average of 47 kn N / ha would have been recommended after winter fallow, whereas 77 kg N / ha would have been recommended after rye in 2008.Based on these recommendations, farmers would likely have to provide supplemental spring fertilizer, especially after rye, to meet corn yield goals. Rye reduced the spring profile (0 to 60 cm) soil nitrate concentration by 46% in 2008, and the rye treatment effect existed for all depths below 5 cm. "
21,2008-1,1,0,Cover crop,Soil,"soil nitrate nitrogen (NO3-N) concentration in Spring, 0-60 cm",0-60 cm,1,mg / kg,LSD,mean,0,,,23,1,,,12.5,0.05,-1,-1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"soil nitrate levels in the top 60 cm of soil were unaffected by rye cover crops in the fall, but between 60-90 cm nitrate levels were reduced with winter rye. Soil nitrate in the spring (0-60 cm depth) were also reduced with winter rye cover crops.","Winter rye cover crops reduced soil nitrate levels in the fall between 60-90 cm in depth and in the spring between 0-60 cm depth. In the fall, the top 60 cm of soil had similar soil nitrate levels with winter rye compared to winter fallow.","Based on spring soil nitrate test recommendations for 0 to 60 cm, our spring sampling revealed that supplemental nitrogen fertilizer would have been recommended for both fields each year even with high-rate annual manure applications. An average of 47 kn N / ha would have been recommended after winter fallow, whereas 77 kg N / ha would have been recommended after rye in 2008.Based on these recommendations, farmers would likely have to provide supplemental spring fertilizer, especially after rye, to meet corn yield goals. Rye reduced the spring profile (0 to 60 cm) soil nitrate concentration by 46% in 2008, and the rye treatment effect existed for all depths below 5 cm. "
21,2008-1,1,0,Cover crop,Soil,"soil organic carbon (SOC) in fall following cover crop, 0-15cm",0-15 cm,1,g / kg,LSD,mean,0,,,36.4,1,,,31.1,0.05,-1,-1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,soil organic carbon levels descreased with winter rye cover crop compared to winter fallow.,"While the rye cover crop may have contributed to increased soil organic carbon concentration, the soil organic carbon in the fall of 2008 after rye was similar to previous years. This result, along with relatively high manure carbon additions (12 MG /ha) compared with rye aboveground biomass (0.9 MG / ha), suggests that one year of rye cover crop tilled into the soil was not likely the primary contributor to the observed increase in soil organic carbon concentration.","While the rye cover crop may have contributed to increased soil organic carbon concentration, the soil organic carbon in the fall of 2008 after rye was similar to previous years. This result, along with relatively high manure carbon additions (12 MG /ha) compared with rye aboveground biomass (0.9 MG / ha), suggests that one year of rye cover crop tilled into the soil was not likely the primary contributor to the observed increase in soil organic carbon concentration."
22,2010-2,1,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,1,g / sq m,Tukey,mean,0,,,6.8,4,,,0.3,0.05,-1,1,mono,no cover crop,no winter cover crop,Austrian winter pea,Austrian winter peas cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, poor germination in 2011 led to no analysis of these plots), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,1,g / sq m,Tukey,mean,0,,,6.8,1,,,1.2,0.05,-1,1,mono,no cover crop,no winter cover crop,hairy vetch,hairy vetch winter cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,2,g / sq m,Tukey,mean,0,,,22.5,1,,,5.5,0.05,-1,1,mono,no cover crop,no winter cover crop,hairy vetch,hairy vetch winter cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,1,g / sq m,Tukey,mean,0,,,6.8,2,,,0.3,0.05,-1,1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,2,g / sq m,Tukey,mean,0,,,22.5,2,,,0.2,0.05,-1,1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,1,g / sq m,Tukey,mean,0,,,6.8,5,,,1,0.05,-1,1,mono,no cover crop,no winter cover crop,barley,winter barley cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,2,g / sq m,Tukey,mean,0,,,22.5,5,,,0.4,0.05,-1,1,mono,no cover crop,no winter cover crop,barley,winter barley cover cro,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,1,g / sq m,Tukey,mean,0,,,6.8,3,,,0.7,0.05,-1,1,mono,no cover crop,no winter cover crop,winter triticale,winter triticale cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed biomass after termination of cover crops,,2,g / sq m,Tukey,mean,0,,,22.5,3,,,5,0.05,-1,1,mono,no cover crop,no winter cover crop,winter triticale,winter triticale cover crop,"all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,1,number / sq m,Tukey,mean,0,,,42.1,4,,,18.4,0.05,-1,1,mono,no cover crop,no winter cover crop,Austrian winter pea,Austrian winter peas cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,2,number / sq m,Tukey,mean,0,,,29.8,1,,,3.6,0.05,-1,1,mono,no cover crop,no winter cover crop,hairy vetch,hairy vetch winter cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,1,number / sq m,Tukey,mean,0,,,42.1,1,,,46.6,ns,0,0,mono,no cover crop,no winter cover crop,hairy vetch,hairy vetch winter cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,2,number / sq m,Tukey,mean,0,,,29.8,2,,,0.9,0.05,-1,1,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,1,number / sq m,Tukey,mean,0,,,42.1,2,,,25.4,ns,0,0,mono,no cover crop,no winter cover crop,winter rye,rye winter cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,2,number / sq m,Tukey,mean,0,,,29.8,5,,,19.3,0.05,-1,1,mono,no cover crop,no winter cover crop,barley,winter barley cover cro,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,1,number / sq m,Tukey,mean,0,,,42.1,5,,,43.3,ns,0,0,mono,no cover crop,no winter cover crop,barley,winter barley cover cro,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,1,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,1,number / sq m,Tukey,mean,0,,,42.1,3,,,24.2,ns,0,0,mono,no cover crop,no winter cover crop,winter triticale,winter triticale cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
22,2010-2,2,0,Cover crop,Pest Regulation,weed density after termination of cover crops,,2,number / sq m,Tukey,mean,0,,,29.8,3,,,25.6,ns,0,0,mono,no cover crop,no winter cover crop,winter triticale,winter triticale cover crop,"in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011."
