"Paper_id","Duration","Year_result","Loc_multi_results","Review_id","Group_RV","Response_var","Response_var_units","Stat_test","Stat_type","Trt_id1","Trt1_interaction","Trt1_interaction2","Trt_id1value","Trt_id2","Trt2_interaction","Trt2_interaction2","Trt_id2value","Sig_level","Effect","Effect_norm","Group_finelevel","Trt_id1name","Trt_id1description","Trt_id2name","Trt_id2description","Reviewers_results_short","Reviewers_results_long","Authors_comments","Res_key","group_metric","main_group"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",0,NA,NA,6.8,5,NA,NA,1,"0.05",-1,1,"mono","no cover crop","no winter cover crop","winter barley cover crop","winter barley cover crop","all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","807","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",0,NA,NA,22.5,5,NA,NA,0.4,"0.05",-1,1,"mono","no cover crop","no winter cover crop","winter barley cover crop","winter barley cover cro","all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","808","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",0,NA,NA,6.8,3,NA,NA,0.7,"0.05",-1,1,"mono","no cover crop","no winter cover crop","winter triticale cover crop","winter triticale cover crop","all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","809","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",0,NA,NA,22.5,3,NA,NA,5,"0.05",-1,1,"mono","no cover crop","no winter cover crop","winter triticale cover crop","winter triticale cover crop","all of the cover crops (Austrian winter pea, hairy vetch, rye, winter barley, winter triticale) tested reduced weed biomass compared to winter fallow.","In this two year study, each cover crop tested significantly reduced weed biomass compared to winter fallow  control. The cover crops that performed the best were winter rye (2010 & 2011), Austrian winter pea (2010, untested in 2011), and Winter barley (2011 only).","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","810","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,42.1,4,NA,NA,18.4,"0.05",-1,1,"mono","no cover crop","no winter cover crop","Austrian winter peas cover cro","Austrian winter peas cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","811","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,29.8,1,NA,NA,3.6,"0.05",-1,1,"mono","no cover crop","no winter cover crop","hairy vetch cover crop","hairy vetch winter cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","812","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,42.1,1,NA,NA,46.6,"ns",0,0,"mono","no cover crop","no winter cover crop","hairy vetch cover crop","hairy vetch winter cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","813","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,29.8,2,NA,NA,0.9,"0.05",-1,1,"mono","no cover crop","no winter cover crop","rye cover crop","rye winter cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","814","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,42.1,2,NA,NA,25.4,"ns",0,0,"mono","no cover crop","no winter cover crop","rye cover crop","rye winter cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","815","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,29.8,5,NA,NA,19.3,"0.05",-1,1,"mono","no cover crop","no winter cover crop","winter barley cover crop","winter barley cover cro","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","816","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,42.1,5,NA,NA,43.3,"ns",0,0,"mono","no cover crop","no winter cover crop","winter barley cover crop","winter barley cover cro","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","817","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,42.1,3,NA,NA,24.2,"ns",0,0,"mono","no cover crop","no winter cover crop","winter triticale cover crop","winter triticale cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","818","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",0,NA,NA,29.8,3,NA,NA,25.6,"ns",0,0,"mono","no cover crop","no winter cover crop","winter triticale cover crop","winter triticale cover crop","in the first year of the study only Austrian winter pea reduced weed densities after the termination of cover crops, but in the second year all cover crop species except winter triticale significantly reduced weed density compared to winter fallow.","In 2010, Austrian winter peas was the only cover crop species tested that reduced weed density more than winter fallow. In 2011, all cover crop species except winter triticale significantly reduced weed density compared to winter fallow. Austrian winter peas did not germinate well in the field.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","819","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,46.6,2,NA,NA,25.4,"0.05",-1,NA,"mono","hairy vetch cover crop","hairy vetch winter cover crop","rye cover crop","rye winter cover crop","","In 2010, hairy vetch was the least effective at suppressing weed densities of the cover crop species tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","820","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,46.6,3,NA,NA,24.2,"0.05",-1,NA,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter triticale cover crop","winter triticale cover crop","","In 2010, hairy vetch was the least effective at suppressing weed densities of the cover crop species tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","821","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,46.6,4,NA,NA,18.4,"0.05",-1,NA,"mono","hairy vetch cover crop","hairy vetch winter cover crop","Austrian winter peas cover cro","Austrian winter peas cover crop","","In 2010, hairy vetch was the least effective at suppressing weed densities of the cover crop species tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","822","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,1.2,2,NA,NA,0.3,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","rye cover crop","rye winter cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","823","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,1.2,3,NA,NA,0.7,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter triticale cover crop","winter triticale cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","824","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,1.2,4,NA,NA,0.3,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","Austrian winter peas cover cro","Austrian winter peas cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","825","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,1.2,5,NA,NA,1,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter barley cover crop","winter barley cover cro","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","826","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,5.5,2,NA,NA,0.2,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","rye cover crop","rye winter cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","827","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,5.5,3,NA,NA,5,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter triticale cover crop","winter triticale cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","828","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",1,NA,NA,5.5,5,NA,NA,0.4,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter barley cover crop","winter barley cover cro","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","829","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,46.6,5,NA,NA,43.3,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter barley cover crop","winter barley cover cro","","In 2010, hairy vetch was the least effective at suppressing weed densities of the cover crop species tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","830","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,3.6,2,NA,NA,0.9,"ns",0,0,"mono","hairy vetch cover crop","hairy vetch winter cover crop","rye cover crop","rye winter cover crop","","In 2011, weed densities were similar among hairy vetch and rye cover crop treatments.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","831","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,3.6,3,NA,NA,25.6,"0.05",1,NA,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter triticale cover crop","winter triticale cover crop","","In 2011, winter triticale reduced weed densities more than hairy vetch cover crops.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","832","Weed community (Abundance)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",1,NA,NA,3.6,5,NA,NA,19.3,"0.05",1,NA,"mono","hairy vetch cover crop","hairy vetch winter cover crop","winter barley cover crop","winter barley cover cro","","In 2011, winter barley reduced weed densities more than hairy vetch cover crops.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","833","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",2,NA,NA,0.3,3,NA,NA,0.7,"ns",0,0,"mono","rye cover crop","rye winter cover crop","winter triticale cover crop","winter triticale cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","834","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",2,NA,NA,0.3,4,NA,NA,0.3,"ns",0,0,"mono","rye cover crop","rye winter cover crop","Austrian winter peas cover cro","Austrian winter peas cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","835","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",2,NA,NA,0.3,5,NA,NA,1,"ns",0,0,"mono","rye cover crop","rye winter cover crop","winter barley cover crop","winter barley cover cro","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","836","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",2,NA,NA,0.2,3,NA,NA,5,"ns",0,0,"mono","rye cover crop","rye winter cover crop","winter triticale cover crop","winter triticale cover crop","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","837","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","2",0,"Cover crop","Pest Regulation","weed biomass after termination of cover crops","g / sq m","Tukey","mean",2,NA,NA,0.2,5,NA,NA,0.4,"ns",0,0,"mono","rye cover crop","rye winter cover crop","winter barley cover crop","winter barley cover cro","","Weed biomass was similar among all cover crops tested.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","838","Weed community (Aboveground Growth)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",2,NA,NA,25.4,3,NA,NA,24.2,"ns",0,0,"mono","rye cover crop","rye winter cover crop","winter triticale cover crop","winter triticale cover crop","","In 2010, weed densities were similar among winter rye and winter triticale cover crop treatments.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","839","Weed community (Abundance)","Weeds"
22,"2010-2","1",0,"Cover crop","Pest Regulation","weed density after termination of cover crops","number / sq m","Tukey","mean",2,NA,NA,25.4,4,NA,NA,18.4,"ns",0,0,"mono","rye cover crop","rye winter cover crop","Austrian winter peas cover cro","Austrian winter peas cover crop","","In 2010, weed densities were similar among winter rye and Austrian winter peas cover crop treatments.","The methodology of this study did not include an initial evaluate of the weed seed bank pressure; however, with this caveat, a discussion of the overall weed suppression of the various treatments can be initiated from the observations of this study. Adequate weed suppression by rye was particularly evident in 2011 with almost complete suppression of annual broadleaf weeds. Differences in weed suppression between rye and other cereal grain cover crops within a year were influenced by other factors apart from initial biomass, as initial rye biomass did not differ from winter barley in 2011.","840","Weed community (Abundance)","Weeds"
