"","Paper_id","DOI","Authors","Authors_abbrev","PubYear","Journal","Volume_issue","Title","Pages","ReaderName","DateRead","Notes","Loc_multi","Soil_type","City","State","Latitude","Longitude","Year_start","Years_num","Annual_precip","Field_history","Exp_design","Exp_arrangement","Reps","Plot_width","Plot_length","Trtmt_levels","Trtmt_main","Trtmt_main_levels","Trtmt_splitA","Trtmt_splitA_levels","Trtmt_splitB","Trtmt_splitB_levels","Trtmt_splitC","Trtmt_splitC_levels"
"46",25,"10.1111/gcbb.12096","Jarchow, M.E., Liebman, M., Dhungel, S., Dietzel, R., Sundberg, D., Anex, R.P., Thompson, M.L., & Chua, T.","Jarchow et al.",2015,"Global Change Biology Bioenergy","7","Trade-offs among agronomic, energetic, and environmental performance characteristics of corn and prairie bioenergy cropping systems","57-71","LWA",2018-07-26,NA,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll), Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll)","Boone County","IA","41°55' N","93°45' W",2008,4,NA,"Maize-soybean rotation","randomized complete block design",NA,"4",27,61,1,"cropping system",4,NA,NA,NA,NA,NA,NA
"47",26,"10.2134/agronj2009.0144","Stefani Faé, G., Sulc, R.M., Barker, D.J., Dick, R.P., Eastridge, M.L., & Lorenz, N.","Stefani Fae et al.",2009,"Agronomy Journal","101","Integrating winter annual forages into a no-till corn silage system","1286-1296","LWA",2018-07-27,NA,0,"Crosby silt loam (fine, mixed, active, mesic Aeric Epiaqualfs), Celina silt loam (fine, mized, active, mesic Hapludalfs, Kokomo silt clay loam (fine, mixed, superactive, mesic Typic Argiaquall), Miamian silty clay loam (fine, mixed, active, mesic Oxyaquic Hapludalfs)","Columbus","OH","40°00' N","83°02' W",2006,2,98,"No-tillage continuous corn silage for 8 years","randomized complete block design",NA,"4",NA,NA,1,"cover crops",3,NA,NA,NA,NA,NA,NA
"48",27,"10.1515/intag-2015-0030","Haruna, S.I., & Nkongolo, N.V.","Haruna & Nkongolo",2015,"International Agrophysics","29","Effects of tillage, rotation and cover crop on the physical properties of a silt-loam soil","137-145","LWA",2018-07-30,NA,0,"Waldron silt loam (Fine, smectitic, calcareous, mesic Aeric Fluvaquents)","Jefferson City","MO","38°58'16'' N","92°10'53'' W",2011,3,990.6,NA,"randomized complete block design",NA,"3",12.2,21.3,3,"tillage",2,"cover crops",2,"crop rotation",4,NA,NA
"49",28,"10.2136/sssaj2015.02.0084","Pantoja, J.L, Woli, K.P., Sawyer, J.E., & Barker, D.W.","Pantoja et al.",2015,"Soil Science Society of America Journal","79","Corn nitrogen fertilization requirement and corn-soybean productivity with a rye cover crop","1482-1495","LWA",2018-07-30,NA,1,"Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludolls), Nicollet (fine-loamy, mixed, superactive, mesic Aquic Hapludoll), Webster (fine-loamy, mixed, superactive, mesic Aquic Hapludoll)","Ames","IA","42°00'34<U+2033> N","93°46'50<U+2033> W",2009,3,NA,NA,"randomized complete block design","split-plot","4",4.56,15,2,"cover crops",2,"fertilization rate",6,NA,NA,NA,NA
"50",28,"10.2136/sssaj2015.02.0084","Pantoja, J.L, Woli, K.P., Sawyer, J.E., & Barker, D.W.","Pantoja et al.",2015,"Soil Science Society of America Journal","79","Corn nitrogen fertilization requirement and corn-soybean productivity with a rye cover crop","1482-1495","LWA",2018-07-30,NA,2,"Mahaska (fine, smetic, mesic Aquertic Argiudolls), Nira (fine-silty, mixed, superactive, Aquic Argiudolls)","Crawfordsville","IA","41°12'09<U+2033> N","91°29'31<U+2033> W",2009,3,NA,NA,"randomized complete block design","split-plot","4",4.56,15,2,"cover crops",2,"fertilization rate",6,NA,NA,NA,NA
"51",28,"10.2136/sssaj2015.02.0084","Pantoja, J.L, Woli, K.P., Sawyer, J.E., & Barker, D.W.","Pantoja et al.",2015,"Soil Science Society of America Journal","79","Corn nitrogen fertilization requirement and corn-soybean productivity with a rye cover crop","1482-1495","LWA",2018-07-30,NA,3,"Marshall (fine-silty, mixed, superactive, mesic Typic Hapludolls)","Lewis","IA","41°18'48<U+2033> N","95°10'49<U+2033> W",2009,3,NA,NA,"randomized complete block design","split-plot","4",4.56,15,2,"cover crops",2,"fertilization rate",6,NA,NA,NA,NA
"52",28,"10.2136/sssaj2015.02.0084","Pantoja, J.L, Woli, K.P., Sawyer, J.E., & Barker, D.W.","Pantoja et al.",2015,"Soil Science Society of America Journal","79","Corn nitrogen fertilization requirement and corn-soybean productivity with a rye cover crop","1482-1495","LWA",2018-07-30,NA,4,"Floyd (fine-loamy, mixed, superactive, mesic Aquic Pachic Hapludolls), Clyde (fine-loamy, mixed, superactive, mesic Typic Endoaquolls)","Nashua","IA","42°55'54<U+2033> N","92°34'37<U+2033> W",2009,3,NA,NA,"randomized complete block design","split-plot","4",4.56,15,2,"cover crops",2,"fertilization rate",6,NA,NA,NA,NA
"53",29,"10.1111/afe.12099","Koch, R.L., Sezen, Z., Porter, P.M., Ragsdale, D.W., Wyckhuys, K.A.G., & Heimpel, G.E.","Koch et al.",2015,"Agricultural and Forest Entomology","17","On-farm evaluation of a fall-seeded rye cover crop for suppression of soybean aphid (Hemiptera: Aphididae) on soybean","239-246","LWA",2018-07-31,NA,1,NA,"Austin","MN",NA,NA,2006,2,NA,"Organic oats","randomized complete block design",NA,"4",0.754983443527075,0.754983443527075,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"54",29,"10.1111/afe.12099","Koch, R.L., Sezen, Z., Porter, P.M., Ragsdale, D.W., Wyckhuys, K.A.G., & Heimpel, G.E.","Koch et al.",2015,"Agricultural and Forest Entomology","17","On-farm evaluation of a fall-seeded rye cover crop for suppression of soybean aphid (Hemiptera: Aphididae) on soybean","239-246","LWA",2018-07-31,NA,2,NA,"Felton","MN",NA,NA,2006,1,NA,"Organic wheat","randomized complete block design",NA,"3",0.714142842854285,0.714142842854285,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"55",29,"10.1111/afe.12099","Koch, R.L., Sezen, Z., Porter, P.M., Ragsdale, D.W., Wyckhuys, K.A.G., & Heimpel, G.E.","Koch et al.",2015,"Agricultural and Forest Entomology","17","On-farm evaluation of a fall-seeded rye cover crop for suppression of soybean aphid (Hemiptera: Aphididae) on soybean","239-246","LWA",2018-07-31,NA,3,NA,"Lamberton","MN",NA,NA,2006,2,NA,"Organic buckwheat","randomized complete block design",NA,"4",0.458257569495584,0.458257569495584,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"56",29,"10.1111/afe.12099","Koch, R.L., Sezen, Z., Porter, P.M., Ragsdale, D.W., Wyckhuys, K.A.G., & Heimpel, G.E.","Koch et al.",2015,"Agricultural and Forest Entomology","17","On-farm evaluation of a fall-seeded rye cover crop for suppression of soybean aphid (Hemiptera: Aphididae) on soybean","239-246","LWA",2018-07-31,NA,4,NA,"Rosemount","MN",NA,NA,2006,1,NA,"Conventional maize","randomized complete block design",NA,"4",0.707106781186548,0.707106781186548,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"57",30,"10.2134/jeq2015.02.0080","Daigh, A.L.M, Zhou, X., Helmers, M.J., Pederson, C.H., Horton, R., Jarchow, M., & Liebman, M.","Daigh et al.",2015,"Journal of Environmental Quality","44","Subsurface drainage nitrate and total reactive phosphorous losses in bioenergy-based prairies and corn systems","1638-1646","LWA",2018-07-31,NA,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll), Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll)","Ames","IA",NA,NA,2010,4,935,NA,"randomized complete block design",NA,"4",27,61,1,"cropping system",6,NA,NA,NA,NA,NA,NA
"58",31,"10.2135/cropsci2005.09.0306","Miguez, F.E., & Bollero, G.A.","Miguez & Bollero",2006,"Crop Science","46(4)","Winter cover crops in Illinois: Evaluation of ecophysiological characteristics of corn","1536-1545","LWA",2018-08-02,NA,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)","Urbana","IL",NA,NA,2002,2,NA,"Maize-soybean, 7 years","randomized complete block design","split-plot","4",9,20,2,"cover crops",4,"fertilization rate",4,NA,NA,NA,NA
"59",32,"10.2136/sssaj2013.09.0403","Blesh, J., & Drinkwater, L.E.","Blesh & Drinkwater",2014,"Journal of Soil Biology and Biochemistry","78","Retention of 15N-labeled fertilizer in an Illinois prairie soil with winter rye","496-508","LWA",2018-08-02,NA,0,"Drummer-Flanagan silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)","Urbana","IL","40.063° N","88.230° W",2009,1,NA,NA,"randomized complete block design",NA,"4",16.3,16.3,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"60",33,"10.2134/agronj13.0370","Acuna, J.C., & Villamil, M.B.","Acuna & Villamil",2014,"Agronomy Journal","106","Short-term effects of cover crops and compaction on soil properties and soybean production in Illinois","860-870","LWA",2018-08-03,NA,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)","Urbana","IL","40°09' N","88°23' W",2010,2,NA,"Wheat, previously cultivated to approximately 20 cm depth","completely randomized design","6 x 3 factorial","2",6.09,15.24,2,"compaction",3,"cover crops",6,NA,NA,NA,NA
"61",34,"6abc","Ruffo, M.L., Bullock, D.G., & Bollero, G.A","Ruffo et al.",2004,"Agronomy Journal","96(3)","Soybean yield as affected by biomass and nitrogen uptake of cereal rye in winter cover crop rotation","800-805","LWA",2018-08-06,NA,1,"Cisne silt loam (fine, smectitic, mesic Vertic Albaqualf)","Brownstown","IL",NA,NA,2001,2,NA,"maize-soybean at least 5 years","randomized complete block design","split-plot","4",9,20,2,"crop rotation",4,"fertilization rate",4,NA,NA,NA,NA
"62",34,"6abc","Ruffo, M.L., Bullock, D.G., & Bollero, G.A","Ruffo et al.",2004,"Agronomy Journal","96(3)","Soybean yield as affected by biomass and nitrogen uptake of cereal rye in winter cover crop rotation","800-805","LWA",2018-08-06,NA,2,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll)","Urbana","IL",NA,NA,2001,2,NA,"maize-soybean at least 5 years","randomized complete block design","split-plot","4",9,20,2,"crop rotation",4,"fertilization rate",4,NA,NA,NA,NA
"63",35,"10.2134/agronj2005.0052","Andraski, T.W., & Bundy, L.G.","Andraski & Bundy",2005,"Agronomy Journal","97(4)","Cover crop effects on corn yield response to nitrogen on an irrigated sandy soil","1239-1244","LWA",2018-08-06,NA,0,"Plainfield loamy sand soil (mixed, mesic Typic Udipsamment)","Hancock","WI","44°07' N","89°32' W",2001,3,769,"sweet corn in preceeding year","randomized complete block design","split-plot","4",NA,NA,2,"cover crops",5,"fertilization rate",6,NA,NA,NA,NA
"64",36,"10.2136/sssaj2005.0095","Kaspar, T.C., Parkin, T.B., Jaynes, D.B., Cambardella, C.A., Meek, D.W., & Jung, Y.S.","Kaspar et al.",2006,"Soil Science Society of Americal Journal","70(4)","Examining changes in soil organic carbon with oat and rye cover crops using terrain covariates","1168-1177","LWA",2018-08-06,NA,0,"Canisteo (fine-loamy, mixed, calcereous, mesic Typic Endoaquolls), Clarion (fine-loamy, mixed, superactive, mesic Typic Hapludolls), Nicollet (fine-loamy, mixed, superactive, mesic Aquic Hapludolls)","Ames","IA",NA,NA,1996,7,NA,"No-till maize and soybean","randomized complete block design",NA,"10",7.6,65.7,2,"crop rotation",2,"cover crops",4,NA,NA,NA,NA
"65",37,"10.2134/jeq2005.0183","Parkin, T.B., & Kaspar, T.C.","Parkin & Kaspar",2006,"Journal of Environmental Quality","35(4)","Nitrous oxide emissions from corn-soybean systems in the Midwest","1496-1506","LWA",2018-08-07,NA,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll), Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll), and Clarion (fine-loamy, mixed, mesic Typic Hapludolls)","Ames","IA",NA,NA,2003,2,NA,"No-till with controlled traffic","randomized complete block design",NA,"10",3.8,55.8,2,"crop rotation",2,"cover crops",4,NA,NA,NA,NA
"66",38,"0.2134/agronj2016.10.0613","Dozier, I.A., Behnke, G.D., Davis, A.S., Nafziger, E.D., & Villamil, M.B.","Dozier et al.",2017,"Agronomy Journal","109","Tillage and cover cropping effects on soil properties and crop production in Illinois","1261-1270","LWA",2018-08-07,NA,0,"Drummer silty clay loam (fine-silty, mixed, superactive, mesic Typic Endoaquoll), Flanagan sil loam (fine, smectitic, mesic, Aquic Argiudoll), Catlin silt loam (fine-silty, mixed, superactive, mesic, Oxyaqui Argiudoll)","Urbana","IL","44°05'73<U+2033> N","88°22'73<U+2033> W",2014,2,NA,"maize-soybean","latin square","split-split-block","4",18,25,3,"crop rotation",2,"tillage",2,"cover crops",6,NA,NA
"67",39,"10.1016/j.fcr.2016.06.016","Martinez-Feria, R.A., Dietzel, R., Liebman, M., Helmers, M.J., & Sotirios, V.A.","Martinez-Feria et al.",2016,"Field Crops Research","196","Rye cover crop effects on maize: A system-level analysis","145-159","LWA",2018-08-08,NA,0,"Webster silty clay loam (fine-loamy, mixed, superactive, mesic Typic Endoaquoll) & Nicollet loam (fine-loamy, mixed, superactive, mesic Aqui Hapludoll)","Boone County","IA","41.92°N","93.75°W",2009,6,935,NA,"complete block","spatially balanced","4",27,61,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"68",40,"10.1016/j.agee.2016.07.003","Fox, A.F., Kim, T.N., Bahlai, C.A., Woltz, J.M., Gratton, C., & Landis, D.A.","Fox et al.",2016,"Agriculture, Ecosystems and Environment","232","Cover crops have neutral effects on predator communities and biological control services in annual cellulosic bioenergy cropping systems","101-109","LWA",2018-08-08,NA,1,NA,"W.K. Kellogg Biological Station","MI","42°23'42.39<U+2033>","85°22'24.77<U+2033>",2013,2,NA,NA,"randomized complete block design",NA,"5",30,40,1,"cropping system",4,NA,NA,NA,NA,NA,NA
"69",40,"10.1016/j.agee.2016.07.003","Fox, A.F., Kim, T.N., Bahlai, C.A., Woltz, J.M., Gratton, C., & Landis, D.A.","Fox et al.",2016,"Agriculture, Ecosystems and Environment","232","Cover crops have neutral effects on predator communities and biological control services in annual cellulosic bioenergy cropping systems","101-109","LWA",2018-08-08,NA,2,NA,"Arlington Agricultural Research Station","WI","43°18'16.00<U+2033>","89°19'48.2<U+2033>",2013,2,NA,NA,"randomized complete block design",NA,"5",30,40,1,"cropping system",4,NA,NA,NA,NA,NA,NA
"70",41,"10.1007/s12155-017-9858-z","Ruis, S.J., Blanco-Canqui, H., Jasa, P.J., Ferguson, R.B., & Slater, G.","Ruis et al.",2017,"Bioenergy Research","10","Can cover crop use allow increased levels of corn residue removal for biofuel in irrigated and rainfed systems?","992-1004","LWA",2018-08-09,NA,1,"Asarben silty clay loam (fine, smectitic, mesix Typic Argiudolls)","Lincoln","NE","48.846° N","96.472° W",2014,3,860,"no-till continous corn","randomized complete block design",NA,"4",10.2,10.2,2,"residue removal",5,"cover crops",3,NA,NA,NA,NA
"71",41,"10.1007/s12155-017-9858-z","Ruis, S.J., Blanco-Canqui, H., Jasa, P.J., Ferguson, R.B., & Slater, G.","Ruis et al.",2017,"Bioenergy Research","10","Can cover crop use allow increased levels of corn residue removal for biofuel in irrigated and rainfed systems?","992-1004","LWA",2018-08-09,NA,2,"Hastings silt loam (fine, smectitic, mesic Udic Argiustoll)","Clay Center","NE","40.582° N","98.144° W",2014,3,688,"no-till continous corn","randomized complete block design",NA,"4",10,7.5,2,"residue removal",5,"cover crops",3,NA,NA,NA,NA
"72",42,"10.1017/wet.2017.23","Cornelius, C.D., & Bradley, K.W.","Cornelius & Bradley",2017,"Weed Technology","31","Influence of various cover crop species on winter and summer annual weed emergence in soybean","503-513","LWA",2018-08-10,NA,1,"Mexico silt loam (Udollic Ochraqualfs; fine montmorrillonitic, mesic)","Columbia","MO","38°53'53.22<U+2033> N","92°22'14.42<U+2033> W",2013,3,1176,"maize-soybean","randomized complete block design",NA,"4",3,14,1,"cover crops or herbicide",11,NA,NA,NA,NA,NA,NA
"73",42,"10.1017/wet.2017.23","Cornelius, C.D., & Bradley, K.W.","Cornelius & Bradley",2017,"Weed Technology","31","Influence of various cover crop species on winter and summer annual weed emergence in soybean","503-513","LWA",2018-08-10,NA,2,"Putnam silt loam (fine, smectitic, mesic Vertic Albaqualfs)","Moberly","MO","39°18'10.29<U+2033> N","92°22'14.42<U+2033> W",2013,3,1098,"maize-soybean","randomized complete block design",NA,"5",3,14,1,"cover crops or herbicide",11,NA,NA,NA,NA,NA,NA
"74",43,"10.1093/ee/nvw177","Dunbar, M.W., Gassmann, A.J., & O'Neal, M.E.","Dunbar et al.",2017,"Environmental Entomology","46(2)","Limited impact of a fall-seeded, spring-terminated rye cover crop on beneficial arthropods","284-290","LWA",2018-08-13,NA,1,NA,"Gilmore City","IA","42°74'77<U+2033> N","94°49'52<U+2033> W",2011,3,NA,"maize-soybean, rye as cover crop added to some plots in 2008","randomized complete block design",NA,"2",15,38,1,"cover crops",NA,NA,NA,NA,NA,NA,NA
"75",43,"10.1093/ee/nvw177","Dunbar, M.W., Gassmann, A.J., & O'Neal, M.E.","Dunbar et al.",2017,"Environmental Entomology","46(2)","Limited impact of a fall-seeded, spring-terminated rye cover crop on beneficial arthropods","284-290","LWA",2018-08-13,NA,2,NA,"Boone County","IA","42°00'94<U+2033> N","93°78'06<U+2033> W",2011,3,NA,"maize-soybean, rye as cover crop added to some plots in 2010","randomized complete block design",NA,"2",15,6,1,"cover crops",2,NA,NA,NA,NA,NA,NA
"76",44,"10.1097/SS.0000000000000187","Meng, Y., Chua-Ona, T., & Thompson, M.L.","Meng et al.",2016,"Soil Science","181(11/12)","Short-term nitrogen mineralization potential in soils of biofuel cropping systems","503-512","LWA",2018-08-13,NA,0,"Webster silty clay loam (fine-loamy, mixed superactive, mesic Aquic Hapludoll)","Boone County","IA","41°55' N","93°45' W",2013,1,NA,"maize-soybean","randomized complete block design",NA,"4",27,61,1,"cropping system",5,NA,NA,NA,NA,NA,NA
"77",45,"10.1016/j.still.2015.06.015","Negassa, W., Price, R.F., Basir, A., Snapp, S.S., & Kravchenko, A.","Negassa et al.",2015,"Soil & Tillage Research","154","Cover crop and tillage systems effect on soil CO2 and N2O fluxes in contrasting topographic positions","64-74","LWA",2018-08-23,NA,1,"Typic Hapludalfs of the Kalamazoo (fine-loamy, mixed, mesic) and Oshtemo (coarse-loamy, mixed, mesic) series, developed on glacial outwash","Kellogg Biological Station","MI","42°24' N","85°24' W",2012,2,1027,NA,"randomized complete block design","split-strip-plot","2",NA,NA,4,"topographical position",3,"crop phase",2,"tillage",2,"cover crop",2
"78",45,"10.1016/j.still.2015.06.015","Negassa, W., Price, R.F., Basir, A., Snapp, S.S., & Kravchenko, A.","Negassa et al.",2015,"Soil & Tillage Research","154","Cover crop and tillage systems effect on soil CO2 and N2O fluxes in contrasting topographic positions","64-74","LWA",2018-08-23,NA,2,"Capac (fine-loamy, mixed, active, mesic Aquic Glossudalfs) and Marlette (fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs) series","Mason Research Farm","MI","42°37' 45.6 N","84°26' 6.74 W",2012,2,977,NA,"randomized complete block design","split-strip-plot","2",NA,NA,4,"topographical position",3,"crop phase",2,"tillage",2,"cover crop",2
"79",46,"10.2135/cropsci2005.09-0296","Chen, S., Wyse, D.L., Johnson, G.A., Porter, P.M., Stetina, S.R., Miller, D.R., Betts, K.J., Klossner, L.D., & Haar, M.J.","Chen et al.",2006,"Crop Science","46(5)","Effect of cover crops alfalfa, red clover, and perennial ryegrass on soybean cyst nematode population and soybean and corn yields in Minnesota","1890-1897","LWA",2018-08-24,NA,1,"Canisteo clay loam (Typic Endoaquolls)","Waseca","MN",NA,NA,2002,2,NA,"soybean cyst infested field","randomized complete block design","2 x 9 factorial","8",3,7.6,2,"cash crop cultivar",2,"cover crops",9,"cover crop planting date",0,NA,NA
"80",46,"10.2135/cropsci2005.09-0296","Chen, S., Wyse, D.L., Johnson, G.A., Porter, P.M., Stetina, S.R., Miller, D.R., Betts, K.J., Klossner, L.D., & Haar, M.J.","Chen et al.",2006,"Crop Science","46(5)","Effect of cover crops alfalfa, red clover, and perennial ryegrass on soybean cyst nematode population and soybean and corn yields in Minnesota","1890-1897","LWA",2018-08-24,NA,2,"Waukegan silt loam (Typic Hapludolls)","Rosemount","MN",NA,NA,2002,2,NA,"soybean cyst infested field","randomized complete block design","2 x 9 factorial","8",3,7.6,2,"cash crop cultivar",2,"cover crops",4,"cover crop planting date",2,NA,NA
"81",46,"10.2135/cropsci2005.09-0296","Chen, S., Wyse, D.L., Johnson, G.A., Porter, P.M., Stetina, S.R., Miller, D.R., Betts, K.J., Klossner, L.D., & Haar, M.J.","Chen et al.",2006,"Crop Science","46(5)","Effect of cover crops alfalfa, red clover, and perennial ryegrass on soybean cyst nematode population and soybean and corn yields in Minnesota","1890-1897","LWA",2018-08-24,NA,3,"Knoke silty clay loam (Cumulic Vertic Endoaquolls)","Lamberton","MN",NA,NA,2002,2,NA,"soybean cyst infested field","randomized complete block design","2 x 9 factorial","8",3,7.6,2,"cash crop cultivar",2,"cover crops",4,"cover crop planting date",2,NA,NA
"82",47,"10.1016/j.agwat.2016.04.006","Basche, A.D., Kaspar, T.C., Archontoulis, S.V., Jaynes, D.B., Sauer, T.J., Parkin, T.B., & Miguez, F.E.","Basche et al.",2016,"Agricultural Water Management","172","Soil water improvements with long-term use of winter rye cover crop","40-50","LWA",2018-10-22,NA,0,NA,"Boone County","IA","42.05°N","93.71°W",2008,7,NA,"cover crops were established 13 years before data were collected","randomized complete block design",NA,"4",NA,NA,NA,"cover crops",2,"tillage",NA,"nitrogen",NA,NA,NA
"83",48,"10.2134/jeq2013.12.0529","Lacey, C. & Armstrong, S.","Lacey & Armstrong",2014,"Journal or Environmental Quality","44","The efficacy of winter cover crops to stabilize soil inorganic nitrogen after fall-applied anhydrous ammonia","442-448","LWA",2018-10-30,NA,0,"Drummer and El Paso silty clay loams","Illinois State University Teaching and Agriculture Research Farm in Lexington","IL",NA,NA,2012,2,NA,"continuous maize for silage previous 5 years","randomized complete block design",NA,"3",44.977772288098,44.977772288098,1,"cover crops",3,NA,NA,NA,NA,NA,NA
"84",49,"10.1094/PDIS-07-16-1067-RE","Wen, L., Lee-Marzano, S., Ortiz-Ribbing, L.M., Gruver, J., Hartman, G.L., & Eastburn, D.M.","Wen et al.",2017,"Plant Disease","101","Suppression of soilborne diseases of soybean with cover crops","1918-1928","LWA",2018-10-31,NA,1,"Drummer Flanagan","University of Illinois at Urbana-Champaign Crop Sciences Research and Education Center in Champaign County","IL",NA,NA,2011,3,NA,"university farm","randomized complete block design","split-plot","4",3,30,2,"cover crops",5,"pathogen innoculation",3,NA,NA,NA,NA
"85",49,"10.1094/PDIS-07-16-1067-RE","Wen, L., Lee-Marzano, S., Ortiz-Ribbing, L.M., Gruver, J., Hartman, G.L., & Eastburn, D.M.","Wen et al.",2017,"Plant Disease","101","Suppression of soilborne diseases of soybean with cover crops","1918-1928","LWA",2018-10-31,NA,2,"Sable","Western Illinois University's Allison Organic Research and Demonstration Farm in Warren County","IL",NA,NA,2011,3,NA,"university farm","randomized complete block design","split-plot","3",3,259,1,"cover crops",5,NA,NA,NA,NA,NA,NA
"86",49,"10.1094/PDIS-07-16-1067-RE","Wen, L., Lee-Marzano, S., Ortiz-Ribbing, L.M., Gruver, J., Hartman, G.L., & Eastburn, D.M.","Wen et al.",2017,"Plant Disease","101","Suppression of soilborne diseases of soybean with cover crops","1918-1928","LWA",2018-10-31,NA,3,"Drummer Flanagan","Bement","IL",NA,NA,2011,3,NA,"on-farm trials","randomized complete block design","split-plot","4",18,305,2,"cover crops",3,NA,NA,NA,NA,NA,NA
"87",49,"10.1094/PDIS-07-16-1067-RE","Wen, L., Lee-Marzano, S., Ortiz-Ribbing, L.M., Gruver, J., Hartman, G.L., & Eastburn, D.M.","Wen et al.",2017,"Plant Disease","101","Suppression of soilborne diseases of soybean with cover crops","1918-1928","LWA",2018-10-31,NA,4,"Sable","Blandinsville","IL",NA,NA,2011,3,NA,"on-farm trials","randomized complete block design","split-plot","4",18,305,2,"cover crops",3,NA,NA,NA,NA,NA,NA
"88",50,"10.2489/jswc.68.5.411","Grabber, J.J. & Jokela, W.E.","Grabber & Jokela",2012,"Journal of Soil and Water Conservation","68(5)","Off-season groundcover and runoff characteristics of perennial clover and annual grass companion crops for no-till corn fertilized with manure","411-418","LWA",2018-11-01,NA,0,"Bertrand silt loam (fine-silty, mized, superactive, mesic Typic Hapludalfs)","Prairie du Sac","WI","43°20' N","89°43' W",2002,5,NA,NA,"randomized complete block design",NA,"4",6,12,1,"cropping system",7,NA,NA,NA,NA,NA,NA
"89",51,"10.2489/jswc.70.6.353","Kaspar, T.C., & Bakker, M.G.","Kaspar & Bakker",2015,"Journal of Soil and Water Conservation","70(6)","Biomass production of 12 winter cereal cover crop cultivars and their effect on subsequent no-till corn yield","353-364","LWA",2018-11-01,NA,0,"Clarion loam, Nicollet clay loam, and Webster silty clay loam","Iowa State University Agronomy and Agricultural Engineering Research Farm","IA","42°1'15"" N","93°46'26"" W",2006,4,856,NA,"randomized complete block design",NA,"3",3.8,30.5,1,"cover crops",13,NA,NA,NA,NA,NA,NA
"90",52,"10.2136/sssaj2014.10.0399","Wegner, B.R., Kumar, S., Osborne, S.L., Schumacher, T.E., Vahyala, I.E., & Eynard, A.","Wegner et al.",2015,"Soil Science Society of America Journal","79","Soil response to corn residue removal and cover crops in eastern South Dakota","1179-1187","LWA",2018-11-02,NA,0,"Kransburg (fine-silty, mixed, superactive, frigid Calcic Hapludolls) and Brookints (fine-silty, mixed, superactive, frigid Pachic Hapludolls)","Brookings County","SD",NA,NA,2008,4,500,"alfalfa from 1995 through 1999","randomized complete block design","split-plot","3",15,15,2,"residue removal",3,"cover crops",2,NA,NA,NA,NA
"91",53,"10.1007/s12155-014-9413-0","Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.","Osborne et al.",2014,"Bioenergy Research","7(2)","Impact of corn residue removal on soil aggregates and particulate organic matter","559-567","LWA",2018-11-02,NA,0,"Kransburg (fine-silty, mixed, superactive, frigid Calcic Hapludolls) and Brookints (fine-silty, mixed, superactive, frigid Pachic Hapludolls)","Brookings","SD",NA,NA,2008,4,500,"alfalfa from 1995 through 1999","randomized complete block design","split-plot","3",15,15,2,"residue removal",3,"cover crops",2,NA,NA,NA,NA
"92",54,"10.2489/jswc.72.3.260","Rorick, J.D. & Kladivko, E.J.","Rorick & Kladivko",2017,"Journal of Soil and Water Conservation","72","Cereal rye cover crop effects on soil carbon and physical properties in southeaster Indiana","260-265","LWA",2018-11-02,NA,0,NA,"Butlerville","IN","39°1 '32.88'' N","85°32'24"" W",2011,5,NA,"conventionally tilled maize and soybean","randomized complete block design","split-plot","4",18,365,1,"cover crop",2,NA,NA,NA,NA,NA,NA
"93",55,"7abc","Kessavalou, A. & Walters, D.T.","Kessavalou & Walters",1997,"Agronomy Journal","89","Winter rye as a cover crop following soybean under consercation tillage","68-71","LWA",2018-11-05,NA,0,"Sharpsburg silty clay loam (fine, montmorillonitic, mesic, typic Argiudoll)","Agricultural Research and Development Center at Mead","NE",NA,NA,1991,3,NA,"maize-soybean rotation plot established in 1989","randomized complete block design","split-split-plot","3",3.05,12.2,3,"tillage",2,"cropping system",3,"nitrogen",5,NA,NA
