Paper_id,Duration,Trt_id,Year,Till_type,Till_depth_cm,Till_numpasses,Till_dates,Trt_name,Trt_other_description,,,,,,,,,,,,,,,,,
210,1988-12,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
210,1988-12,3,0,,,,,,7.5 Mg controlled traffic,,,,,,,,,,,,,,,,,
210,1988-12,4,0,,,,,,7.5 Mg covering entire plot,,,,,,,,,,,,,,,,,
211,1980-13,0,0,moldboard plow in fall at 17-20 cm depth,,1,,,,,,,,,,,,,,,,,,,,
211,1980-13,1,0,chisel plow in fall at 17-20 cm depth,,1,,,,,,,,,,,,,,,,,,,,
211,1980-13,2,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
212,1980-13,0,0,moldboard plow in fall at 17-20 cm depth,,1,,,,,,,,,,,,,,,,,,,,
212,1980-13,1,0,chisel plow in fall at 17-20 cm depth,,1,,,,,,,,,,,,,,,,,,,,
212,1980-13,2,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
213,1993-6,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
213,1993-6,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
214,1997-1,0,0,disk tillage in spring,,,,,,,,,,,,,,,,,,,,,,
214,1997-1,1,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
214,1997-1,2,0,no-tillage (slot plant),,,,,,,,,,,,,,,,,,,,,,
215,1993-4,0,0,moldboard plow in fall,,,,,,,,,,,,,,,,,,,,,,
215,1993-4,1,0,"moldboard plow in fall following maize, chisel plow in fall following soybean",,,,,,,,,,,,,,,,,,,,,,
215,1993-4,2,0,chisel plow in fall,,,,,,,,,,,,,,,,,,,,,,
215,1993-4,3,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
215,1993-4,4,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
216,1990-11,0,0,moldboard or chisel plow in fall,,,,,,,,,,,,,,,,,,,,,,
216,1990-11,1,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
216,1990-11,2,0,,,,,,nitrogen additions aiming for 8.5 Mg grain/ha,,,,,,,,,,,,,,,,,
216,1990-11,3,0,,,,,,nitrogen additions aiming for 5.3 Mg grain/ha,,,,,,,,,,,,,,,,,
216,1990-11,4,0,,,,,,unfertilized,,,,,,,,,,,,,,,,,
217,1994-4,0,0,fall chisel plow (20 cm deep) with spring disking (10 cm) and field cultivation (5 cm),20,3,,,,,,,,,,,,,,,,,,,,
217,1994-4,1,0,spring disking (10 cm) and field cultivation (5 cm),10,3,,,,,,,,,,,,,,,,,,,,
217,1994-4,2,0,ridge tillage up to 10 cm high,,1,,,,,,,,,,,,,,,,,,,,
217,1994-4,3,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
218,1994-4,0,0,moldboard plow and 3 disk passes in spring,,4,,,,,,,,,,,,,,,,,,,,
218,1994-4,1,0,disking three times in spring,,3,,,,,,,,,,,,,,,,,,,,
218,1994-4,2,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
218,1994-4,3,0,undisturbed residue management,,,,,,,,,,,,,,,,,,,,,,
218,1994-4,4,0,shredded residue management,,,,,,,,,,,,,,,,,,,,,,
218,1994-4,5,0,removal residue management,,,,,,,,,,,,,,,,,,,,,,
219,1989-1,0,0,moldboard plow followed by disk,,2,,,,,,,,,,,,,,,,,,,,
219,1989-1,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
220,1999-2,0,0,moldboard plow in fall,,,,,,,,,,,,,,,,,,,,,,
220,1999-2,1,0,chisel plow in fall,,,,,,,,,,,,,,,,,,,,,,
220,1999-2,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
221,1995-6,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
221,1995-6,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
221,1995-6,2,0,,,,,,180 kg N/ha/yr,,,,,,,,,,,,,,,,,
221,1995-6,3,0,,,,,,0 kg N/ha/yr,,,,,,,,,,,,,,,,,
222,1963-36,0,0,moldboard plow (20-25 cm) followed by two secondary tillage operations (10 cm deep) [timing varied by site],,,,,,,,,,,,,,,,,,,,,,
222,1963-36,1,0,chisel plow [timing varied by site],,,,,,,,,,,,,,,,,,,,,,
222,1963-36,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
223,1993-6,0,0,chisel plow in fall with field cultivation in spring,,2,,,,,,,,,,,,,,,,,,,,
223,1993-6,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
223,1993-6,2,0,maize after soybean,,,,,,,,,,,,,,,,,,,,,,
223,1993-6,3,0,soybean after maize,,,,,,,,,,,,,,,,,,,,,,
224,1971-18,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
224,1971-18,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
225,1980-18,0,0,moldboard plow,,,,,,,,,,,,,,,,,,,,,,
225,1980-18,1,0,spring chisel,,,,,,,,,,,,,,,,,,,,,,
225,1980-18,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
226,1995-4,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
226,1995-4,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
227,1995-5,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
227,1995-5,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
228,1993-8,0,0,fall chisel plow with spring disking before planting,,2,,,,,,,,,,,,,,,,,,,,
228,1993-8,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
229,1997-4,0,0,fal chisel plow with two field cultivations in spring before planting,,3,,,,,,,,,,,,,,,,,,,,
229,1997-4,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
229,1997-4,2,0,,,,,,irrigation,,,,,,,,,,,,,,,,,
229,1997-4,3,0,,,,,,unirrigated,,,,,,,,,,,,,,,,,
229,1997-4,4,0,,,,,,soybean cultivar Hardin,,,,,,,,,,,,,,,,,
229,1997-4,5,0,,,,,,soybean cultivar CX232,,,,,,,,,,,,,,,,,
229,1997-4,6,0,,,,,,soybean cultivar Spansoy 250,,,,,,,,,,,,,,,,,
230,1993-8,0,0,moldboard plow (20-25 cm dep) in the fall followed by disking (7.5-10 cm),25,2,,,,,,,,,,,,,,,,,,,,
230,1993-8,1,0,chisel plow in fall (7.5-10 cm) with cultivation in spring to incorporate soybean residue,10,2,,,,,,,,,,,,,,,,,,,,
230,1993-8,2,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
231,1996-4,0,0,chisel plow (20 cm depth) in fall and field cultivated,,2,,,,,,,,,,,,,,,,,,,,
231,1996-4,1,0,disked in spring to 10 cm depth,,1,,,,,,,,,,,,,,,,,,,,
231,1996-4,2,0,strip tillage to 20 cm depth in fall,,1,,,,,,,,,,,,,,,,,,,,
231,1996-4,3,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
231,1996-4,4,0,,,,,,fertilizer applied in fall in crop row,,,,,,,,,,,,,,,,,
231,1996-4,5,0,,,,,,fertilizer applied in spring in crop interrow,,,,,,,,,,,,,,,,,
231,1996-4,6,0,,,,,,no fertilizer,,,,,,,,,,,,,,,,,
232,1986-16,0,0,moldboard plow at 25 cm depth with disking before planting (<10 cm),,2,,,,,,,,,,,,,,,,,,,,
232,1986-16,1,0,subsoil tillage at 36 cm depth with disking before planting (<10 cm),,2,,,,,,,,,,,,,,,,,,,,
232,1986-16,2,0,chisel plow at 25 cm depth with disking before planting (<10 cm),,2,,,,,,,,,,,,,,,,,,,,
232,1986-16,3,0,tandom disk at 10 cm depth with disking before planting (<10 cm),,2,,,,,,,,,,,,,,,,,,,,
232,1986-16,4,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
232,1986-16,5,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
233,1978-24,0,0,moldboard plow in fall with spring cultivation (10 cm),,,,,,,,,,,,,,,,,,,,,,
233,1978-24,1,0,"tillage plant (sweep, double disk, or flat disk) in spring",,,,,,,,,,,,,,,,,,,,,,
233,1978-24,2,0,disking in spring (alternative tillage),,,,,,,,,,,,,,,,,,,,,,
233,1978-24,3,0,chisel plow at 25 cm depth with disking before planting (<10 cm),,,,,,,,,,,,,,,,,,,,,,
233,1978-24,4,0,field cultivation in spring,,,,,,,,,,,,,,,,,,,,,,
233,1978-24,5,0,disking in spring (reduced tillage),,,,,,,,,,,,,,,,,,,,,,
233,1978-24,6,0,ridge tillage with two passes of spring disking,,,,,,,,,,,,,,,,,,,,,,
233,1978-24,7,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
234,1994-8,0,0,chisel plow at 15-18 cm depth with disk and field cultivation before planting,18,3,,,,,,,,,,,,,,,,,,,,
234,1994-8,1,0,ridge tillage (5-8 cm depth) were cultivated twice per year to reform ridges,8,2,,,,,,,,,,,,,,,,,,,,
234,1994-8,2,0,no-tillage,,0.5,,,,,,,,,,,,,,,,,,,,
234,1994-8,3,0,,,,,,lime application rate,,,,,,,,,,,,,,,,,
235,1978-24,0,0,moldboard plow in fall with spring cultivation (10 cm),,,,,,,,,,,,,,,,,,,,,,
235,1978-24,1,0,"tillage plant (sweep, double disk, or flat disk) in spring",,,,,,,,,,,,,,,,,,,,,,
235,1978-24,2,0,disking in spring (alternative tillage),,,,,,,,,,,,,,,,,,,,,,
235,1978-24,3,0,chisel plow at 25 cm depth with disking before planting (<10 cm),,,,,,,,,,,,,,,,,,,,,,
235,1978-24,4,0,field cultivation in spring,,,,,,,,,,,,,,,,,,,,,,
235,1978-24,5,0,disking in spring (reduced tillage),,,,,,,,,,,,,,,,,,,,,,
235,1978-24,6,0,ridge tillage with two passes of spring disking,,,,,,,,,,,,,,,,,,,,,,
235,1978-24,7,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
236,2001-2,0,0,chisel plow in fall with fall fertilizer,,,,,,,,,,,,,,,,,,,,,,
236,2001-2,1,0,strip tillage in fall with fall fertilizer,,,,,,,,,,,,,,,,,,,,,,
236,2001-2,2,0,no-tillage with fall fertilizer,,,,,,,,,,,,,,,,,,,,,,
237,1995-7,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
237,1995-7,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
238,2001-2,0,0,chisel plow in fall with fall fertilizer,,,,,,,,,,,,,,,,,,,,,,
238,2001-2,1,0,strip tillage in fall with fall fertilizer,,,,,,,,,,,,,,,,,,,,,,
238,2001-2,2,0,no-tillage with fall fertilizer,,,,,,,,,,,,,,,,,,,,,,
239,1993-9,0,0,moldboard plow (20-25 cm dep) in the fall followed by disking (7.5-10 cm),25,2,,,,,,,,,,,,,,,,,,,,
239,1993-9,1,0,chisel plow in fall (7.5-10 cm) with cultivation in spring to incorporate soybean residue,10,2,,,,,,,,,,,,,,,,,,,,
239,1993-9,2,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
240,1981-11,0,0,moldboard plow,,,,,,,,,,,,,,,,,,,,,,
240,1981-11,1,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
240,1981-11,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
241,1998-4,0,0,moldboard plow (25 cm deep) in fall with one spring cultivation (10 cm deep),25,2,,,,,,,,,,,,,,,,,,,,
241,1998-4,1,0,chisel plow (22-25 cm deep) in fall with spring cultivation (10 cm deep),25,2,,,,,,,,,,,,,,,,,,,,
241,1998-4,2,0,deep rip (40-46 cm deep) in fall with one spring cultivation (10 cm deep),46,2,,,,,,,,,,,,,,,,,,,,
241,1998-4,3,0,strip tillage (20 cm deep),20,1,,,,,,,,,,,,,,,,,,,,
241,1998-4,4,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
242,1994-7,0,0,moldboard plow (25 cm depth) with single cultivation before planting (10 cm depth),,,,,,,,,,,,,,,,,,,,,,
242,1994-7,1,0,deep ripping (40-46 cm deep) with single cultivation before planting (10 cm depth),,,,,,,,,,,,,,,,,,,,,,
242,1994-7,2,0,chisel plow (22-25 cm depth) with single cultivation before planting (10 cm depth),,,,,,,,,,,,,,,,,,,,,,
242,1994-7,3,0,strip tillage (20 cm wide x 20 cm deep),,,,,,,,,,,,,,,,,,,,,,
242,1994-7,4,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
243,2001-3,0,0,chisel plow (20 cm depth) in fall with field cultivation in spring (5 cm),20,2,,,,,,,,,,,,,,,,,,,,
243,2001-3,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
243,2001-3,2,0,,,,,,glyphosate herbicide,,,,,,,,,,,,,,,,,
243,2001-3,3,0,,,,,,cloransulum plus S-metolachlor plus sulfentrazone herbicide,,,,,,,,,,,,,,,,,
244,1994-7,0,0,moldboard plow (25 cm depth) with single cultivation before planting (10 cm depth),,,,,,,,,,,,,,,,,,,,,,
244,1994-7,1,0,deep ripping (40-46 cm deep) with single cultivation before planting (10 cm depth),,,,,,,,,,,,,,,,,,,,,,
244,1994-7,2,0,chisel plow (22-25 cm depth) with single cultivation before planting (10 cm depth),,,,,,,,,,,,,,,,,,,,,,
244,1994-7,3,0,strip tillage (20 cm wide x 20 cm deep),,,,,,,,,,,,,,,,,,,,,,
244,1994-7,4,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
245,1996-4,0,0,chisel plow (15-20 cm) in fall with field cultivation in spring (one pass with light disk harrow),,,,,,,,,,,,,,,,,,,,,,
245,1996-4,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
245,1996-4,2,0,,,,,,0 kg P/ha/yr and 0 kg K/ha/yr,,,,,,,,,,,,,,,,,
245,1996-4,3,0,,,,,,deep-band fertilization of 28 kg P/ha/yr and 66 kg K/ha/yr,,,,,,,,,,,,,,,,,
246,1990-13,0,0,chisel plow and disk,,2,,,,,,,,,,,,,,,,,,,,
246,1990-13,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
247,1980-24,0,0,continuous chisel plow (24 yrs),,,,,,,,,,,,,,,,,,,,,,
247,1980-24,1,0,chisel plow (7 yrs) preceeded by moldboard plow (17 yrs),,,,,,,,,,,,,,,,,,,,,,
247,1980-24,2,0,no-tillage (6 yrs) preceeded by moldboard plow (17 yrs) and chisel plow (1 yr),,,,,,,,,,,,,,,,,,,,,,
247,1980-24,3,0,continuous no-tillage (24 yrs),,,,,,,,,,,,,,,,,,,,,,
248,2002-3,0,0,chisel plow in fall,,,,,,,,,,,,,,,,,,,,,,
248,2002-3,1,0,strip tillage in fall (20 cm deep),,,,,,,,,,,,,,,,,,,,,,
248,2002-3,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
249,1998-1,0,0,moldboard plow (25 cm deep) in summer,,1,,,,,,,,,,,,,,,,,,,,
249,1998-1,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
250,1962-35,0,0,moldboard plow (20 cm deep),,,,,,,,,,,,,,,,,,,,,,
250,1962-35,1,0,chisel plow (30 cm deep),,,,,,,,,,,,,,,,,,,,,,
250,1962-35,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
251,1995-10,0,0,chisel plow (18 cm deep) in fall and tandem disk (9 cm deep) in spring,,,,,,,,,,,,,,,,,,,,,,
251,1995-10,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
252,2003-1,0,0,conventional tillage with high inputs,,,,,,,,,,,,,,,,,,,,,,
252,2003-1,1,0,no-tillage with high inputs,,,,,,,,,,,,,,,,,,,,,,
252,2003-1,2,0,conventional tillage with zero chemical input,,1,,,,,,,,,,,,,,,,,,,,
253,1980-23,0,0,moldboard plow with no secondary tillage,,1,,,,,,,,,,,,,,,,,,,,
253,1980-23,1,0,chisel plow with no secondary tillage,,0,,,,,,,,,,,,,,,,,,,,
253,1980-23,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
254,1998-1,0,0,moldboard plow (28.0 cm deep) in summer,28,1,,,,,,,,,,,,,,,,,,,,
254,1998-1,1,0,moldboard plow (20.3 cm deep) in summer,20.3,1,,,,,,,,,,,,,,,,,,,,
254,1998-1,2,0,moldboard plow (15.2 cm deep) in summer,15.2,1,,,,,,,,,,,,,,,,,,,,
254,1998-1,3,0,moldboard plow (10.2 cm deep) in summer,10.2,1,,,,,,,,,,,,,,,,,,,,
254,1998-1,4,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
255,1990-16,0,0,chisel plow in fall with field cultivation before planting,,2,,,,,,,,,,,,,,,,,,,,
255,1990-16,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
256,1997-8,0,0,"moldboard plow in fall after maize and chisel plow in fall after soybean, spring cultivation before planting all years",,2,,,,,,,,,,,,,,,,,,,,
256,1997-8,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
257,1996-8,0,0,moldboard plow at 20 cm depth (fall),,,,,,,,,,,,,,,,,,,,,,
257,1996-8,1,0,mini moldboard plow at 20 cm depth (fall),,,,,,,,,,,,,,,,,,,,,,
257,1996-8,2,0,chisel plow 30 cm depth (fall),,,,,,,,,,,,,,,,,,,,,,
257,1996-8,3,0,disk 10 cm depth (fall),,,,,,,,,,,,,,,,,,,,,,
257,1996-8,4,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
258,1995-4,0,0,chisel plow in fall (20 cm) and in spring disking (10 cm ) followed by shallow cultivation (5 cm),20,3,,,,,,,,,,,,,,,,,,,,
258,1995-4,1,0,disked in spring (10 cm) followed by shallow cultivation (5 cm),10,2,,,,,,,,,,,,,,,,,,,,
258,1995-4,2,0,ridge-tillage,8,1,,,,,,,,,,,,,,,,,,,,
258,1995-4,3,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
259,1975-30,0,0,moldboard plow in fall (20-25 cm depth) with spring pass of tandem disk and field cultivator,25,3,,,,,,,,,,,,,,,,,,,,
259,1975-30,1,0,chisel plow in fall (15-20 cm depth) with spring pass of tandem disk and field cultivator,20,3,,,,,,,,,,,,,,,,,,,,
259,1975-30,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
260,1975-29,0,0,moldboard plow in fall (20-25 cm depth) with spring pass of tandem disk and field cultivator,25,3,,,,,,,,,,,,,,,,,,,,
260,1975-29,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
261,2002-3,0,0,chisel plow in fall ,,,,,,,,,,,,,,,,,,,,,,
261,2002-3,1,0,strip tillage in fall (20 cm deep),,,,,,,,,,,,,,,,,,,,,,
261,2002-3,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
261,2002-3,3,0,manure,,,,,,,,,,,,,,,,,,,,,,
261,2002-3,4,0,synthetic fertilizer,,,,,,,,,,,,,,,,,,,,,,
262,2002-4,0,0,chisel plow in fall,,,,,,,,,,,,,,,,,,,,,,
262,2002-4,1,0,strip tillage in fall,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,0,0,disc field cultivator,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,1,0,zone deep-till,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,2,0,Aerway tool tillage,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,3,0,normal planted strip tillage,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,4,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
263,2001-5,5,0,early planted strip tillage,,,,,,,,,,,,,,,,,,,,,,
264,1977-30,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
264,1977-30,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
265,1993-14,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
265,1993-14,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
266,1994-14,0,0,chisel plow (20 cm) in fall with spring disking,20,2,,,,,,,,,,,,,,,,,,,,
266,1994-14,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
267,2004-4,0,0,chisel plow (20-25 cm) in fall,25,1,,,,,,,,,,,,,,,,,,,,
267,2004-4,1,0,strip tillage (20-25 cm) in fall,25,1,,,,,,,,,,,,,,,,,,,,
267,2004-4,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
268,1976-30,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
268,1976-30,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
269,1993-10,0,0,chisel plow and disk in fall,,2,,,,,,,,,,,,,,,,,,,,
269,1993-10,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
270,1962-43,0,0,moldboard plow (20-30 cm) in fall with harrowing then field cultivator in spring,30,3,,,,,,,,,,,,,,,,,,,,
270,1962-43,1,0,chisel plow (20-25 cm) in spring,25,1,,,,,,,,,,,,,,,,,,,,
270,1962-43,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
271,2002-6,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
271,2002-6,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
272,1962-43,0,0,moldboard plow (20-30 cm) in fall with harrowing then field cultivator in spring,30,3,,,,,,,,,,,,,,,,,,,,
272,1962-43,1,0,chisel plow (20-25 cm) in spring,25,1,,,,,,,,,,,,,,,,,,,,
272,1962-43,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
273,1976-30,0,0,conventional tillage,,,,,,,,,,,,,,,,,,,,,,
273,1976-30,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
274,1994-14,0,0,chisel plow (20 cm) in fall with spring disking,20,2,,,,,,,,,,,,,,,,,,,,
274,1994-14,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
275,1962-45,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
275,1962-45,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
276,1986-19,0,0,chisel plow (25 cm),25,,,,,,,,,,,,,,,,,,,,,
276,1986-19,1,0,disk tillage (10 cm),10,,,,,,,,,,,,,,,,,,,,,
276,1986-19,2,0,plow tillage (25 cm),25,,,,,,,,,,,,,,,,,,,,,
276,1986-19,3,0,no-tillage,0,,,,,,,,,,,,,,,,,,,,,
276,1986-19,4,0,subtillage (36 cm),36,,,,,,,,,,,,,,,,,,,,,
276,1986-19,5,0,ridge tillage,5,,,,,,,,,,,,,,,,,,,,,
277,1980-15,0,0,moldboard plow in fall with harrowing in spring,,2,,,,,,,,,,,,,,,,,,,,
277,1980-15,1,0,chisel plow in fall with cultivator in spring,,2,,,,,,,,,,,,,,,,,,,,
277,1980-15,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
278,1975-30,0,0,moldboard plow (20-25 cm) in fall tadem disk and field cultivator in spring,,,,,,,,,,,,,,,,,,,,,,
278,1975-30,1,0,chisel plow (20 cm) in fall tadem disk and field cultivator in spring,,,,,,,,,,,,,,,,,,,,,,
278,1975-30,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
279,1977-23,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
279,1977-23,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
280,1991-18,0,0,chisel plow (15-25 cm) in spring followed by shallow disk or field cultivator,25,2,,,,,,,,,,,,,,,,,,,,
280,1991-18,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
281,1986-14,0,0,chisel plow (25 cm),25,,,,,,,,,,,,,,,,,,,,,
281,1986-14,1,0,disk tillage (10 cm),10,,,,,,,,,,,,,,,,,,,,,
281,1986-14,2,0,plow tillage (25 cm),25,,,,,,,,,,,,,,,,,,,,,
281,1986-14,3,0,no-tillage,0,,,,,,,,,,,,,,,,,,,,,
281,1986-14,4,0,subtillage (36 cm),36,,,,,,,,,,,,,,,,,,,,,
281,1986-14,5,0,ridge tillage,,,,,,,,,,,,,,,,,,,,,,
282,1990-20,0,0,"conventional tillage (fall moldboard plowing following maize, fall chisel plowing (20 cm) or disk ripping (30 cm) following soybean, with spring preplant cultivation before either crop)",,,,,,,,,,,,,,,,,,,,,,
282,1990-20,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
283,2000-5,0,0,chisel plow soybean field with no manure application,,,,,,,,,,,,,,,,,,,,,,
283,2000-5,1,0,no-till soybean field with no manure application,,,,,,,,,,,,,,,,,,,,,,
284,1963-44,0,0,moldboard plow (20-25 cm) in fall and disked (10 cm) in spring before planting,25,2,,,,,,,,,,,,,,,,,,,,
284,1963-44,1,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
285,1987-22,0,0,chisel plow in fall and two passes of field cultivator in spring,,3,,,,,,,,,,,,,,,,,,,,
285,1987-22,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
286,1962-49,0,0,moldboard plow (20-25 cm) in spring (Wooster) or autumn (Hoytville) with disk or field cultivator (10 cm) before planting,25,2,,,,,,,,,,,,,,,,,,,,
286,1962-49,1,0,chisel plow (20-25 cm) in fall (Hoytville) or spring (Wooster) with one pass of cultivator disk (10 cm) before planting,25,2,,,,,,,,,,,,,,,,,,,,
286,1962-49,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
287,2004-4,0,0,"deep tillage (Yetter 5 shank, 38-46 cm) in fall",46,1,,,,,,,,,,,,,,,,,,,,
287,2004-4,1,0,strip-tillage in fall (19 cm),19,1,,,,,,,,,,,,,,,,,,,,
287,2004-4,2,0,no-tillage,0,0,,,,,,,,,,,,,,,,,,,,
288,1994-17,0,0,chisel plow in fall with spring disking,,2,,,,,,,,,,,,,,,,,,,,
288,1994-17,1,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
289,1979-27,0,0,moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring,20,3,,,,,,,,,,,,,,,,,,,,
289,1979-27,1,0,chisel plow (20 cm) in fall with one pass field cultivation in spring,20,2,,,,,,,,,,,,,,,,,,,,
289,1979-27,2,0,spring disk in spring with tandem disk (1-2 times) preplant,,3,,,,,,,,,,,,,,,,,,,,
289,1979-27,3,0,ridge-tillage,,1,,,,,,,,,,,,,,,,,,,,
289,1979-27,4,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
290,1979-27,0,0,moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring,20,3,,,,,,,,,,,,,,,,,,,,
290,1979-27,1,0,chisel plow (20 cm) in fall with one pass field cultivation in spring,20,2,,,,,,,,,,,,,,,,,,,,
290,1979-27,2,0,spring disk in spring with tandem disk (1-2 times) preplant,,3,,,,,,,,,,,,,,,,,,,,
290,1979-27,3,0,ridge-tillage,,1,,,,,,,,,,,,,,,,,,,,
290,1979-27,4,0,no-tillage,,0,,,,,,,,,,,,,,,,,,,,
291,2008-4,0,0,chisel tillage,,,,,,,,,,,,,,,,,,,,,,
291,2008-4,1,0,strip tillage,,,,,,,,,,,,,,,,,,,,,,
291,2008-4,2,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
291,2008-4,3,0,,,,,,0 kg N/ha,,,,,,,,,,,,,,,,,
291,2008-4,4,0,,,,,,45 kg N/ha,,,,,,,,,,,,,,,,,
291,2008-4,5,0,,,,,,89 kg N/ha,,,,,,,,,,,,,,,,,
291,2008-4,6,0,,,,,,134 kg N/ha,,,,,,,,,,,,,,,,,
291,2008-4,7,0,,,,,,179 kg N/ha,,,,,,,,,,,,,,,,,
291,2008-4,8,0,,,,,,224 kg N/ha,,,,,,,,,,,,,,,,,
292,1994-9,0,0,chisel plow,,,,,,,,,,,,,,,,,,,,,,
292,1994-9,1,0,no-tillage,,,,,,,,,,,,,,,,,,,,,,
292,1994-9,2,0,,,,,,tile drainage,,,,,,,,,,,,,,,,,
292,1994-9,3,0,,,,,,undrained,,,,,,,,,,,,,,,,,
