"Paper_id","Duration","Year_result","Loc_multi_results","Review_id","Group_RV","Response_var","RV_depth","RV_year","RV_trtspecifics","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_description","Trt2_name","Trt2_description","Tillage_1","Tillage_2","Res_key","group_metric","main_group","per_change","actual_diff","sample_depth","sample_year","Tillage_1name","Tillage_2name","Tillage_compare"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Years 6-10","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"following soybean","%","","mean",0,NA,NA,1,3,NA,NA,88,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1027,"Surface Residue","Physical",8700,87,NA,"Years 6-10","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Year 1","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Years 2-5","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Years 2-5","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Years 2-5","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Years 2-5","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Years 6-10","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"following soybean","%","","mean",1,NA,NA,8,2,NA,NA,36,"","CP_RT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","ridge tillage","ridge tillage",6,8,1028,"Surface Residue","Physical",350,28,NA,"Years 6-10","Chisel plow","Ridge till","Chisel plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Year 1","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Years 2-5","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Years 2-5","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Years 2-5","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Years 2-5","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Years 6-10","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"following soybean","%","","mean",1,NA,NA,8,3,NA,NA,88,"","CP_NT","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation","no-tillage","no-tillage",6,16,1033,"Surface Residue","Physical",1000,80,NA,"Years 6-10","Chisel plow","No tillage","Chisel plow - No tillage"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates (160 kg N/ha applied)","",28," maize/soybean rotation, 160 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.53,2,NA,NA,3.21,"","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,1059,"Aggregate Size","Physical",505.66037735849,2.68,NA,"Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates (160 kg N/ha applied)","",28," maize/soybean rotation, 160 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.53,4,NA,NA,3.58,"","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,1060,"Aggregate Size","Physical",575.471698113207,3.05,NA,"Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates (80 kg N/ha applied)","",28," maize/soybean rotation, 80 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.55,2,NA,NA,2.55,"","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,1090,"Aggregate Size","Physical",363.636363636364,2,NA,"Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates (80 kg N/ha applied)","",28," maize/soybean rotation, 80 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.55,4,NA,NA,3.23,"","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,1091,"Aggregate Size","Physical",487.272727272727,2.68,NA,"Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
294,"1985-28","27","1","Tillage","Soil","mean weight diameter of water-stable aggregates in spring","0-7.5 cm",27," continuous maize, 80 kg N/ha ","mm","LSM","mean",0,NA,NA,0.6,2,NA,NA,2.6,"0.05","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,1099,"Aggregate Size","Physical",333.333333333333,2,"0-25 cm","Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","27","1","Tillage","Soil","mean weight diameter of water-stable aggregates in spring","0-7.5 cm",27," continuous maize, 80 kg N/ha ","mm","LSM","mean",0,NA,NA,0.6,4,NA,NA,3.2,"0.05","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,1100,"Aggregate Size","Physical",433.333333333333,2.6,"0-25 cm","Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
293,"1962-48","48","4","Tillage","Soil","soil ammonium concentration in August","0-30 cm ",48,"","mg N/kg soil","","mean",0,NA,NA,0.63,1,NA,NA,2.3,"","MP_NT","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","no-tillage","no-tillage",1,16,1121,"Ammonium","Chemical",265.079365079365,1.67,NA,"Years 46-50","Moldboard plow","No tillage","Moldboard plow - No tillage"
264,"1977-30","30","2","Tillage","Soil","soil nitrogen","0-5 cm",30,"","Mg/ha","LSD","mean",0,NA,NA,0.65,1,NA,NA,2.04,"0.05","conventional_NT","conventional tillage","conventional tillage","no-tillage","no-tillage",0,16,1130,"Nitrogen (Total)","Chemical",213.846153846154,1.39,"0-25 cm","Years 26-30","Conventional tillage","No tillage","Conventional tillage - No tillage"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates","",28," maize/soybean rotation, 160 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.57,2,NA,NA,2.06,"","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,1137,"Aggregate Size","Physical",261.40350877193,1.49,NA,"Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates","",28," maize/soybean rotation, 160 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.57,4,NA,NA,2.71,"","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,1138,"Aggregate Size","Physical",375.438596491228,2.14,NA,"Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
273,"1976-30","15","1","Tillage","Soil","water drop pentration test","0-5 cm",15,"","s","ANOVA","mean",0,NA,NA,0.72,1,NA,NA,5.24,"0.05","conventional_NT","conventional tillage","conventional tillage","no-tillage","no-tillage",0,16,1201,"Water Infiltration","Physical",627.777777777778,4.52,"0-25 cm","Years 11-15","Conventional tillage","No tillage","Conventional tillage - No tillage"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates (0 kg N/ha applied)","",28," maize/soybean rotation, 0 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.64,2,NA,NA,2.14,"","MP_disc","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","disked in spring (10 cm)","disked in spring (10 cm)",1,2,1204,"Aggregate Size","Physical",234.375,1.5,NA,"Years 26-30","Moldboard plow","Disc plow","Moldboard plow - Disc plow"
294,"1985-28","28","2","Tillage","Soil","mean weight diameter of aggregates (0 kg N/ha applied)","",28," maize/soybean rotation, 0 kg N/ha applied","mm","LSM","mean",0,NA,NA,0.64,4,NA,NA,2.28,"","MP_NT","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","moldboard plow (20 cm) in spring (till 2003 then switched to fall)","no-tillage","no-tillage",1,16,1205,"Aggregate Size","Physical",256.25,1.64,NA,"Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
293,"1962-48","36","3","Tillage","Soil","soil methane oxidation (CH4-C) in in August ","10-20 cm",36,"","ug CH4-C/kg/d","ANOVA (6 psuedoreplicates)","mean",0,NA,NA,0.74,1,NA,NA,22.54,"0.05","MP_NT","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","no-tillage","no-tillage",1,16,1212,"Methane Emissions","Climate Mitigation",2945.94594594595,21.8,"10-25 cm","Years 36-40","Moldboard plow","No tillage","Moldboard plow - No tillage"
273,"1976-30","15","1","Tillage","Soil","water drop pentration test","0-5 cm",15,"","mm","ANOVA","mean",0,NA,NA,0.75,1,NA,NA,3.52,"0.05","conventional_NT","conventional tillage","conventional tillage","no-tillage","no-tillage",0,16,1220,"Water Infiltration","Physical",369.333333333333,2.77,"0-25 cm","Years 11-15","Conventional tillage","No tillage","Conventional tillage - No tillage"
273,"1976-30","30","2","Tillage","Soil","water drop pentration test","0-5 cm",30,"","mm","ANOVA","mean",0,NA,NA,0.79,1,NA,NA,4.87,"0.05","conventional_NT","conventional tillage","conventional tillage","no-tillage","no-tillage",0,16,1235,"Water Infiltration","Physical",516.455696202532,4.08,"0-25 cm","Years 26-30","Conventional tillage","No tillage","Conventional tillage - No tillage"
290,"1979-27","27","0","Tillage","Soil","soil ammonium","5-15 cm",27," continuous maize","mg/kg","LSD","mean",0,NA,NA,0.8,3,NA,NA,2.9,"0.1","MP_RT","moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring","moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring","ridge-tillage","ridge-tillage",1,8,1262,"Ammonium","Chemical",262.5,2.1,"0-25 cm","Years 26-30","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
293,"1962-48","36","3","Tillage","Soil","soil methane oxidation (CH4-C) in in August","20-30 cm",36,"","ug CH4-C/kg/d","ANOVA (6 psuedoreplicates)","mean",0,NA,NA,0.86,1,NA,NA,6.53,"0.05","MP_NT","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","moldboard plow (20-25 cm) in fall with surface disking (7.5-10 cm) in spring","no-tillage","no-tillage",1,16,1297,"Methane Emissions","Climate Mitigation",659.302325581395,5.67,"25-60 cm","Years 36-40","Moldboard plow","No tillage","Moldboard plow - No tillage"
275,"1962-45","43","2","Tillage","Soil","soil nitrogen concentration","0-10 cm",43,"","g/kg","LSD","mean",0,NA,NA,0.9,1,NA,NA,2.8,"0.05","CP_NT","chisel plow","chisel plow","no-tillage","no-tillage",6,16,1337,"Nitrogen (Total)","Chemical",211.111111111111,1.9,"0-25 cm","Years 41-45","Chisel plow","No tillage","Chisel plow - No tillage"
290,"1979-27","27","0","Tillage","Soil","soil ammonium","0-5 cm",27," continuous maize","mg/kg","LSD","mean",0,NA,NA,0.9,3,NA,NA,3.9,"ns","MP_RT","moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring","moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring","ridge-tillage","ridge-tillage",1,8,1342,"Ammonium","Chemical",333.333333333333,3,"0-25 cm","Years 26-30","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
290,"1979-27","27","0","Tillage","Soil","soil ammonium","0-5 cm",27," continuous maize","mg/kg","LSD","mean",0,NA,NA,0.9,4,NA,NA,4,"ns","MP_NT","moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring","moldboard plow (20 cm) in fall  with tandem disk harrow and spike-tooth drag harrow in spring","no-tillage","no-tillage",1,16,1343,"Ammonium","Chemical",344.444444444444,3.1,"0-25 cm","Years 26-30","Moldboard plow","No tillage","Moldboard plow - No tillage"
311,"1989-5","3","0","Tillage","Soil","soil penetrometer resistance","40-60 cm",3,"","MPa","Duncan","mean",0,2,NA,0.92,2,NA,NA,3.12,"0.05","deep90_deep40","deep tillage (90 cm) in fall at beginning of experiment (once)","deep tillage (90 cm) in fall at beginning of experiment (once)","deep tillage (40 cm) in fall at beginning of experiment (once)","deep tillage (40 cm) in fall at beginning of experiment (once)",3,3,1357,"Compaction","Physical",239.130434782609,2.2,"25-60 cm","Years 2-5","Deep ripper","Deep ripper","Deep ripper - Deep ripper"
226,"1995-5","2","0","Tillage","Soil","net N-mineralization","0-20 cm",2,"(6/13-7/12)","kg N/ha","","mean",0,NA,NA,1,1,NA,NA,-2,"ns","CP_NT","chisel plow","chisel plow","no-tillage","no-tillage",6,16,1444,"Nitrogen (Total)","Chemical",-300,-3,"0-25 cm","Years 2-5","Chisel plow","No tillage","Chisel plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Year 1","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Years 2-5","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Years 6-10","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,1,NA,NA,19,"","MP_CP","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","chisel plow (autumn or spring) followed by dicing and/or field cultivation","chisel plow (autumn or spring) followed by dicing and/or field cultivation",1,6,1501,"Surface Residue","Physical",1800,18,NA,"Years 6-10","Moldboard plow","Chisel plow","Moldboard plow - Chisel plow"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Year 1","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Years 2-5","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",6,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Years 6-10","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",7,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,2,NA,NA,8,"","MP_RT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","ridge tillage","ridge tillage",1,8,1502,"Surface Residue","Physical",700,7,NA,"Years 6-10","Moldboard plow","Ridge till","Moldboard plow - Ridge till"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",1,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,3,NA,NA,76,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1507,"Surface Residue","Physical",7500,75,NA,"Year 1","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",2,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,3,NA,NA,76,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1507,"Surface Residue","Physical",7500,75,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",3,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,3,NA,NA,76,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1507,"Surface Residue","Physical",7500,75,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",4,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,3,NA,NA,76,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1507,"Surface Residue","Physical",7500,75,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
163,"1967-7","0","1,5","Tillage","Soil","proportion of soil surface covered by residues immediately after planting","",5,"average of 4 soil types following maize","%","","mean",0,NA,NA,1,3,NA,NA,76,"","MP_NT","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","moldboard plow (autumn or spring), followed by disking and/or field cultivation in spring","no-tillage","no-tillage",1,16,1507,"Surface Residue","Physical",7500,75,NA,"Years 2-5","Moldboard plow","No tillage","Moldboard plow - No tillage"
