Change Status,Paper_id,Duration,Year_result,Loc_multi_results,Review_id,Group_RV,Response_var,RV_depth,RV_year,RV_trtspecifics,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_description,Trt2_name,Trt2_description,Tillage_1,Tillage_2,Res_key,group_metric,main_group,per_change,actual_diff,sample_depth,sample_year,Tillage_1name,Tillage_2name,Tillage_compare
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,10,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 6-10,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,11,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 11-15,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,12,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 11-15,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,13,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 11-15,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,14,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 11-15,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,15,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 11-15,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,16,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 16-20,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,17,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 16-20,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,18,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 16-20,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,19,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 16-20,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,20,maize after maize,# plants/acre,SNK,mean,0,NA,NA,24024,2,NA,NA,22394,0.05,MP_NT,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,moldboard plow to 20 cm depth in fall with disking or field cultivation in spring,no-tillage,no-tillage,1,16,5164,Seedling Density (Corn),Stand Count,-6.784881785,-1630,NA,Years 16-20,Moldboard plow,No tillage,Moldboard plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,1,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Year 1,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,2,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,3,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,4,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,5,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,6,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,7,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,8,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,9,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,10,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,11,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,12,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,13,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,14,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,15,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,16,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,17,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,18,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,19,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,20,maize after soybean,# plants/acre,SNK,mean,1,NA,NA,24188,2,NA,NA,23786,ns,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5165,Seedling Density (Corn),Stand Count,-1.661981148,-402,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,1,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Year 1,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,2,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,3,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,4,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,5,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,6,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,7,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,8,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,9,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,10,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,11,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,12,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,13,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,14,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,15,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 11-15,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,16,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,17,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,18,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,19,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,maize stand count,,20,maize after maize,# plants/acre,SNK,mean,1,NA,NA,24266,2,NA,NA,22394,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5166,Seedling Density (Corn),Stand Count,-7.714497651,-1872,NA,Years 16-20,Chisel plow,No tillage,Chisel plow - No tillage
;,185,1975-20,0,0,Tillage,Crop Production,soybean stand count,,1,soybean after maize,bu/acre,SNK,mean,1,NA,NA,140906,2,NA,NA,129119,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5167,Seedling Density (Soybean),Stand Count,-8.365151236,-11787,NA,Year 1,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,soybean stand count,,2,soybean after maize,bu/acre,SNK,mean,1,NA,NA,140906,2,NA,NA,129119,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5167,Seedling Density (Soybean),Stand Count,-8.365151236,-11787,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,soybean stand count,,3,soybean after maize,bu/acre,SNK,mean,1,NA,NA,140906,2,NA,NA,129119,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5167,Seedling Density (Soybean),Stand Count,-8.365151236,-11787,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,soybean stand count,,4,soybean after maize,bu/acre,SNK,mean,1,NA,NA,140906,2,NA,NA,129119,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5167,Seedling Density (Soybean),Stand Count,-8.365151236,-11787,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,soybean stand count,,5,soybean after maize,bu/acre,SNK,mean,1,NA,NA,140906,2,NA,NA,129119,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5167,Seedling Density (Soybean),Stand Count,-8.365151236,-11787,NA,Years 2-5,Chisel plow,No tillage,Chisel plow - No tillage
ok,185,1975-20,0,0,Tillage,Crop Production,soybean stand count,,6,soybean after maize,bu/acre,SNK,mean,1,NA,NA,140906,2,NA,NA,129119,0.05,CP_NT,"chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring","chisel plow to 20 cm in fall, one disk and field cultivation (10 cm depth) in spring",no-tillage,no-tillage,6,16,5167,Seedling Density (Soybean),Stand Count,-8.365151236,-11787,NA,Years 6-10,Chisel plow,No tillage,Chisel plow - No tillage
